"","SRR5946876","ERR210545","SRR5946645","ERR209072","ERR210091","SRR5935784","ERR209671","ERR210263","SRR5983317","SRR5946831","SRR5983279","SRR5947052","SRR5983355","SRR5935743","ERR209439","SRR5935905","SRR5936141","ERR209160","SRR5946864","SRR5983264","SRR5936196","SRR5946686","SRR5946947","SRR5936188","SRR5946620","SRR5946853","SRR5935777","ERR209748","ERR209432","ERR210255","SRR5946981","SRR5946625","SRR5946933","SRR5983294","SRR5946755","SRR5936099","SRR5935825","SRR5947027","SRR5935797","SRR5936098","SRR5983479","SRR5946873","SRR5983434","SRR5947028","SRR5935832","ERR209701","ERR209266","SRR5947079","SRR5946682","ERR210283","ERR209749","SRR5947070","SRR5946912","SRR5983315","SRR5946758","SRR5947879","SRR5947008","SRR5935899","ERR209164","SRR5946971","SRR5983297","SRR5936218","SRR5946935","SRR5983384","SRR5983475","ERR209162","SRR5947101","SRR5946851","SRR5947838","ERR209226","SRR5946677","SRR5935817","ERR209732","SRR5946923","SRR5983377","ERR209287"
"Clostridium_fessum",0.05753,0,0.06253,0.37837,0,0.02841,0,0,0.03703,1.65513,0,0.0444,0,0,0.09106,0,0,0.12896,0,0.00529,0,0,0,0,0.21824,0,0,0,0.48662,0,0,0.06829,0,0,0,0.06892,0.00509,0.04874,0.21265,0.05781,0,0.59543,0.11513,0,0,0,0.44735,0,0,0,0,0,0,0.05741,0.07887,0.62821,0,0,0.16811,0.93697,0.02761,0,0,0.00553,0.21647,0,0,0.17107,1.05147,0,0,0,0,0.03402,0.0704,0.01102
"Parabacteroides_distasonis",1.9638,1.97278,0.20694,0.28223,0,1.00493,0.20398,0.62968,0.38703,0.47314,1.4308,0.34707,7.71026,0,1.42436,0,1.97776,0.49623,0,1.25257,0,0,1.41132,3.7349,0,0,0,1.77654,1.57375,0.96762,1.52722,1.23321,0,0.0328,0,0.27477,0.96144,1.22863,1.79739,0,0.17716,5.48668,1.40685,2.18493,0,0,0,0,1.10743,1.84314,1.83795,1.35445,0,0,1.17389,1.32219,0,0,0.30455,0.25228,0.36302,0,0,1.08114,1.56588,0.46471,3.34579,1.61757,0.0123,0.45151,0,1.92884,0,0.05915,1.0101,0.8877
"Ruminococcus_bicirculans",0,0,1.30718,0.20437,0,0,0.13263,0,0,4.25124,0,0.8756,0,0,0.05652,0,0,0.03262,0,0.29297,0,0,0,0,0,0,0.26526,0,0.30816,2.09262,0.40554,0.12533,0.04176,0.85326,0.34816,2.79595,0.01452,0.10247,0.0017,0.2214,0.00364,0,0,0.88536,0,0,0,0,1.13528,0,0,0,0,0,0,1.36013,0,0,0.91502,0.18133,0.42946,0,0,0,0,0.28568,0.01349,0.23837,0,0,0,0.02156,0,0.76669,3.50806,0.02643
"Waltera_intestinalis",0.00429,0,4.9588,0.23232,0,0,0,0,0.00194,0,0,0.03903,0,0,0.17335,0,0,0,0,0.2419,0,0,0,0,0,0,0,0,0.35242,1.56471,0,0,0,0,0,0.32904,7.55164,0,0.02398,0.64906,0.10574,0,0.00743,0,0,0,0.05448,0,0,0,0,0,0,0.00697,0,0.00562,0,0,1.48659,2.65956,0,0,0,0,0.40772,0,0,0.02382,0,0.19432,0,0.31926,0,1.156,0.15863,1.58519
"Staphylococcus_SGB6340",0.04239,0,0,0.12231,1.43058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridiaceae_bacterium_AF18_31LB",0.17867,0,0.09163,0.26375,0,0,0,0,0.17171,0.10342,0,0.04875,0,0,0.14848,0,0,0.0132,0,0,0,0,0,0,0.01201,0,0,0,0.40044,0,0,0,0,0,0,0.01421,0.33415,0.05681,0.01795,0.02073,0,0,0.13221,0,0,0.0201,0,0,0,0,0,0,0,0.01513,0,0,0,0,0.16658,0.12384,0.01763,0,0,0.08125,0.13743,0,0,0.0543,0,0,0,0.00665,0,0.2113,0,0
"GGB4566_SGB6305",0,0,0.04798,0.1273,1.22916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65968,0,0,0,0,0.05424,0,0,0,0,0,0,0,0,0,0,0,0,0.29919,0,0,0,0,0,0,0,0,0,0,0.11836,0,0,0,0,0,1.45505,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_OM07_10AC",0,0,0,0.20848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23716,0,0.10091
"Clostridiales_bacterium_KLE1615",0.02807,0,0,0.14666,0,0.04709,0.08456,0,2.09024,0.10104,0,0.13113,0.00436,0,0.21586,0,0,0.06625,0,3e-04,0,0,0,0,0,0,0.03287,0,0.12618,0,0.00131,0,0,0,0,0.8837,0.0681,0.09509,0.00757,0,0,0,0,0.02714,0,0.06979,0,0,0.3267,0,0,0,0,0,0,0,0,0,0.07191,0.01923,0.0115,0,0,0.00382,0,0.41151,0,0.05745,0,0,0,0,0,0.04369,0,0
"GGB9602_SGB15031",0.78116,0,0,0.43743,0,0,0,0,0,0,0,0,0,0,0.06227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14857,0.34891,0,0,0.05205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32117,0,0,0,0,0,0.26715,0,0,0,0,0,0.03366,0,0,0,0,0,0,0,0,0.18038,0.03641
"GGB79674_SGB6837",0,0,0,0.14118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3256_SGB4303",0,0,0,0.30203,0,0,0.14164,0,1.76382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31803
"GGB9080_SGB14004",0,0,0,0.22951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridiaceae_bacterium_Marseille_Q4143",0.07602,0,0.01566,0.18914,0,0,0,0,0.07383,0,0,5e-04,0,0,0.03742,0,0.09247,0.04087,0,0,0,0,0,0,0,0,0,0,0.05418,0,0,0,0,0,0,0.0952,0.02375,0.00476,0,0.01024,0,0,0.08642,0,0,0.00852,0,0,0,0,0,0,0,0.00838,0,0,0,0,0.00438,0.33405,0,0,0,0.008,0.08217,0.00311,0.04892,0,0,0,0,0,0,0.05283,0.03752,0
"Clostridium_sp_AF36_4",0,0,0.08601,0.14331,0,0,0.10062,0,0.01899,0,0,0.66831,0,0,1.5245,0,0,0,0,0,0,0,0.06354,0,0,0,0,0,0.58484,0,0.22474,0.39494,0,0,0.7362,0.50898,0.29275,0.51579,0.02633,0.53869,0,0,0,0.65425,0,0,0,0,0.06307,0,0,0,0,0.24115,0,0.03763,0,0,0,0,0,0,0,0,0,0.40979,0,0.29488,0,0.25696,0,0.00057,0,0.21511,0.88855,0
"GGB3111_SGB4123",0,0,0,0.12329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1831
"GGB9713_SGB15249",1.42257,0,0.02786,0.7886,0,0,0,0,0,0.01444,0,1.02252,0,0,0.04113,0,0,0,0,0,0,0,1.72182,0,0,0,0,0,0,0,0.06397,2.23041,0,0,0,0.13727,0.07487,1.64605,0.31404,0.02412,0,0,0,1.10815,0,0,0,0,0.23978,0,0,0,0,0.0726,0,0,0,0,0,0.03217,0,0,0,0.00777,0,0,0,0,0,0,0,0.23891,0,0,1.04028,0.21205
"GGB9758_SGB15368",0.2902,0,0,0.52025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91882,0,0,0,0,0,1.02244,2.06896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54223,0,0,0,0,0,0.58136,0,0,0,0,0,0,0,1.70161,0,0.25882
"GGB3277_SGB4327",0,0,0,0.11481,0,0,0.0283,0,0,0,0,0,0,0,0,0,0.33462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03274,0,0
"Lacrimispora_celerecrescens",0.01352,0,0,0.15178,0,0,0.20732,0,0.22699,0.07326,0,0.17804,0.13265,0,0.07148,0,0,0,0,0.16166,0,0,0,0,0.06741,0,0.22133,0,0,0,0,0.05602,0,0.01063,0.24487,0.03482,0.00671,0.0198,0.0796,0,0,0,0.00965,0,0,0.05817,0.14328,0,0,0,0,0.12993,0,0,0,0.0677,0,0,0.01306,0.02941,0,0,0,0.00293,0.0475,0,0.02323,0,0,0,0,0,0,0.00773,0.20975,0.1027
"GGB5983_SGB70776",0,0,0,0.08372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4659_SGB6447",0,0,0,0.08081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseburia_sp_BX1005",0.07667,0,0,0.10132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00939,0,0,0.03046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dorea_formicigenerans",0.00894,0.38438,0,0.12234,0,0.11423,0.41385,0,0.03354,0.1748,0.08819,0.00118,0,0,0.05793,0,0,0,0,0.13269,0,0,0,0,0,0,0,0,0,0,0,0.04666,0,0.13025,0,0.07697,0.00847,0.00839,0.19056,0,0,0,0.01598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07768,0.09526,0,0,0,0,0.00599,0.10351,0,0.04184,0,0,0,0,0,0.00267,0,0
"Clostridium_sp_1001270H_150608_G6",1.38681,0,0,0.1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98534,0,0,0,0,0,0.11496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14001,0.71415,0,0,0,0,0,0,0,0.40435,0,0.07273,0,0,0,0.11341,0,0
"Oscillibacter_sp_ER4",0.67043,0,0.66703,0.59777,0,0,0,0,0.14178,0,0.67934,0,0,0,0.01294,0,0,0,0,1.02678,0,0,0,0,0,0,0,0,0.40182,0.90009,0,0,0,0,0,1.26991,0.34721,0,0,0.46289,0,0,0.03708,0,0,0,0,0,0,0,0,0,0,0.19921,0,0,0,0,0.20257,1.32834,0,0,0,1.89011,0,0,0,0,0,0,0,0,0,0.23991,1.24129,0.0357
"GGB3627_SGB4906",0,0,0,0.12242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_clarus",0,0,0,0.16045,0,0,0,0,0,0,0,0,0,0,0.09514,0,0,0.01285,0,0,0,0,0.00067,0.00207,0,0,0,0.56818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17454,0,0,0,0,0,0,0,0.60093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271,0,0,0,0,0,0,0,0,0
"Eubacterium_sp_AF22_8LB",0,0,0,0.10612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_AF27_2AA",0.00909,0,0.00937,0.18763,0,0,0,0,0.07896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03938,0,0,0,0,0,0,0,0,0,0,0,0.00096,0,0,0.00292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02141,0.07298,0,0,0,0,0,0,0,0,0.05571,0,0,0,0,0.03949,0,0
"GGB3321_SGB4395",0,0,0,0.13793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9691_SGB15198",0,0,0,0.40874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_massiliensis",0,0,0,0.12618,0,0.16178,1.59721,0,0.32024,0.14775,0,0.0072,0.09413,0,0.30876,0,0,0,0,0,0,0,0,0,0.10411,0,0,0,0.00864,0,0,0.04263,0,0,0.06239,0.04126,0.08598,0.01904,0.08051,0,0,0,0,0,0,1.02585,0,0,0,0,0,0.21017,0,0,0,0.03273,0,0,0,0.01546,0,0,0,0.00316,0.01,0,0.00647,0.16606,0.7464,0,0,0.02214,0.00066,0.00689,0.0315,0.02011
"GGB13818_SGB6606",0.10107,0,0,0.08021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coprococcus_eutactus",0.49859,0,0,0.12062,4.98137,0,2.24623,0,0,0,0,1.33168,0,0,0.7663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07665,0,0.08556,0,0,0,0.67921,0.45418,0.89428,0.0935,0.87019,0.21319,0,0,0,0,0,0,0,0,0,0,0,0,0.02787,0,0,0,0,0,3.34078,0,0,0,0.00674,0,1.49301,0,0,0,0,0,0,0,0,0,0.12148
"GGB5980_SGB8599",0.2214,0,0,0.08621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36116
"GGB3730_SGB5060",0,0,0,0.08296,0,0,0,0,0,0.19489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02721
"Anaerotignum_faecicola",0.03309,0,0.0476,0.15189,0,0,0,0,0.00822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24137,0,0,0,0,0,0,0.04124,0,0,0,0.00449,0,0,0.08238,0,0,0,0,0,0,0,0,0,0,0.00691,0,0,0,0,0.22916,0.49521,0,0,0,0.08105,0,0,0,3e-04,0,0,0,0,0,0,0,0.10848
"GGB9278_SGB14230",0,0,0,0.25409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae_bacterium_OM04_12BH",0.00245,0,0,0.13186,0,0,0,0,0,0.03242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01442,0,0,0.06434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64316,0,0,0,0,0,0.01619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseburia_faecis",0.25565,0.08642,0.58105,0.10372,0,0.25042,0.26481,0,0.25643,11.08268,0.45389,0.42165,0,0,3.08223,0,0.46932,0.90165,0,0.05827,0,0,0.05125,0.12451,0.00878,0.37459,14.75083,0,4.78865,0,0,0.0324,0.02653,0.01598,0.22157,2.70367,2.03797,2.93839,0.07835,0.09208,0.03675,0,0,0.00295,9.20548,0.13769,4.60103,0,0.00242,5.80549,0,0,0,0.01729,0,0.76584,0,14.60422,2.93911,6.04527,2.05135,0.01167,0,2.45677,0,2.16704,0.23355,1.12325,4.4093,0,0,0,16.11363,7.32136,0,0.02053
"Roseburia_intestinalis",0.39441,0.15862,1.69586,0.11116,6.35507,0.03084,3.22842,0,2.08326,0,0,0.278,0,0,0,0,0.64999,0.26328,0,0,1.85442,0,0,0,0,0,4.6162,0,2.12154,0,0,0.01415,0.00848,0.0132,0,0.02163,0.46617,0.3265,0.02637,0.26867,0.03344,0.07207,0,0,20.85231,0,0.03121,0,0,2.47699,0,0,6.78114,0,0,0,0,14.33216,0.70418,0.0237,0.59044,0.03936,0,0,0,0,0.66602,0.25806,0,0,0,0.75786,0,3.83539,0.01024,0
"GGB3306_SGB4373",0,0,0,0.11713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_luti",0.00293,0,0,0.08458,0,0.00778,0,0,0,0,0,0,0,0,0.15155,0,0,0,0,0.00348,0,0,0,0,0.00126,0,0,0,0,0,0,0,0,0,0,0.00617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06166,0,0,0,0,0.02025,0,0,0,0,0,0,0,0,0,0
"GGB3626_SGB4905",0,0,0,0.11611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79845_SGB14005",0,0,0,0.1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_SGB4750",8e-04,0,0,0.09509,0,0,0.06262,1.15675,0.02332,0.04366,0,0.00852,0.78632,0,0.12139,0,0,0,0,0,0,0,0,0,0.5167,0,0,0,0.28473,0,0,0,0.1537,0,0,0.01376,0.00777,0,0,0,0,0.06345,0.00669,0,0,0.00033,0.06296,0,0,0,0,0,0,0,0,0,0,0,0.04048,0.25029,0.02563,0,0,0.00252,0,0,0,0.0152,0,0,0,0,0,0,0,0.03013
"GGB4754_SGB6584",0,0,0,0.07341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80635,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_AM49_4BH",0.01865,0,1.03711,0.08286,0,0,0.72276,0,0.30842,0,0,0.08614,0,0,0.23631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04685,0,0.11508,0.05441,0,0,0,0.06316,0,1.65628,0.00901,0,0,0,0,0.13786,0,0,0,0,0.23064,0,0,0,0,0,0,0,0,0,0,0.18868,0,0,0,0,0,0.21688,0,0.02511,0,0,0,0.01397,0,0.04307,0,0.25858
"GGB3175_SGB4191",1.50773,0,0,0.23331,0,0,0,0,0.37434,0,0,0,0,0,0.12691,0,0.76922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,0,0,0,0,0,0.44036,0,0,0,0,0,0,0.2383,0,0,0,0,0,0,0.09016,0,0.04607
"Eubacterium_ventriosum",0.00522,1.21798,0,0.06671,0,0,0.20602,0,0.07281,0.64866,0,0,0,0,0,0,0,0,0,0.00988,0,0,0.01374,0,0,0,0,0,0,0,0,0,0,0,0,0.2584,0.00512,0,0,0.05494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09135,0,0.73695,0,0,0,0.49903,0,0,0,0,0.36671,0.03158,0,0.44404,0,0.04577,0,0,0,0,0.29691,0.06794
"Lachnospiraceae_bacterium_AM48_27BH",0.02223,0,0.0196,0.10552,0,0,0.13384,0,0.03623,0,0,0.00507,0,0,0.00883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02522,0,0,0,0,0,0,0,0.04872,0.00644,0,0,0,0,0.04387,0,0,0.17101,0,0,0,0,0,0,0,0.00453,0,0,0,0,0.02103,0.0984,0,0,0,0,0,0,0,0.0053,0,0,0,0,0,0,0,0
"Ruminococcus_torques",0.03309,0.34547,0,0.07577,0,0.16807,0.93386,1.22112,0.01327,0.17131,0,0.04485,0.69596,0,0.15472,0,0,0.03133,0,0.00168,0.1237,0.12655,0.02594,0,0.0354,0,0,0,0,0,1.17822,0.20326,0.20231,0,0.50147,0.24821,0.04411,0.04047,4.417,0.00054,0.0328,0.46934,0.2263,0.23887,0.36963,2.18891,0.17922,0,0.57654,0,0,0.04992,0,0,0.09137,0.35249,0,0,0.24755,0.72286,0.05761,0,0,0.46149,0.12318,0,0.02491,0.15965,0.77212,0,0,0.00276,1.55506,0.01506,0,0
"GGB1505_SGB2085",0,0,0,0.13938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillospiraceae_bacterium",8.70181,0,0,0.07639,0,0,0,1.18355,0,0.56021,0,0,0,0,1.8364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28753
"Candidatus_Cibionibacter_quicibialis",0.22679,0,0.16185,0.17152,0,0.17017,0,5.34585,0.48676,1.95414,0,0.47414,0,0,0.97428,0,0,0,0,0.07091,0,0,0.37499,0,0,0,0,0,1.31357,1.70576,0,2.69123,0,0,0,1.89412,0.32632,0.37786,0.82285,0.03389,0,0,0.0178,0,0,0,0,0,0,0.78645,0,0,0,0.04652,0,1.34548,0,0,0,0.54253,0,0,0,0.12431,0,0,0,0.03486,0,0,0,0.00916,0.04121,0.27446,1.98809,0.47189
"Clostridium_SGB4909",0,0,0,0.10268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9172_SGB14110",0,0,0,0.12765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerobutyricum_soehngenii",0.00078,0.01767,0,0.05653,0,0,0.88398,0,0,0.04415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00701,0,0,0.00779,0,0,0,0,0.02338,0,0,0.01004,0,0.18574,0.00257,0,0,0,0.0025,0,0,0,0,0.0148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09698,0,0,0,0,0.00658,0,0
"Coprococcus_SGB4669",0.00174,0,0,0.07006,0,0,0,0,0,0,0.07032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01452,0,0,0,0.0327,0,0,0.08447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_uniformis",1.07218,7.33897,0,0.10366,2.78003,6.24227,8.34157,4.45353,1.02396,2.58123,7.62939,5.7117,0,0,2.69737,0,10.74728,0.31137,0,14.59946,0,0,11.17566,8.19152,28.20069,0,0,2.87146,22.71042,1.90287,5.44354,4.19707,0,0.38327,2.07344,4.93936,7.22671,5.5831,1.105,0,0.56774,45.76305,12.13577,16.74176,0,0.00019,6.85763,0,7.86699,30.72247,3.05246,2.08097,0,0,0.65678,5.07909,0,0,4.28413,0.61945,5.97451,0,0,9.73592,8.44718,1.80083,7.41036,13.21174,17.77748,0.52842,0,17.3776,3.46774,3.77767,6.05788,0.28926
"GGB80140_SGB15224",0.09338,0,0.01412,0.25612,0,0,0,0,0,0,0,0,0,0,0.07553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32715,0.04622,0,0,0.03032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42472,0.08839
"Fusicatenibacter_saccharivorans",0.04612,0.25157,0.04172,0.10619,0.89599,0.39159,0.48209,0.61021,0.4161,0.93075,0.12629,0.40424,0.08402,0,0.91831,0,0,0,0,0.01927,0.95678,0,0.01473,0.18351,0.00951,0,0,0,0.02286,0,0.29864,0.65567,0,0.03195,3.34825,0.33124,0.07017,0.17513,0.72683,0.04861,0.02064,1.12373,0.04056,0.20745,1.59792,0.09994,0,0,0.82538,0,0,0,0,0.00701,0.00451,0.15821,0,7.41768,0.07086,0.08664,0.03189,0,0,0.02742,0.01182,0,0,0.442,0.71966,0,0,0.10823,1.13137,0.15619,0.79219,0.08718
