"","SRR5936104","ERR209404","ERR210559","ERR209286","SRR5936117","SRR5946689","SRR5947012","ERR209339","ERR210422","SRR5947029","SRR5947832","SRR5983481","SRR5947060","SRR5935936","ERR210220","SRR5936124","SRR5936229","ERR210569","SRR5947846","SRR5946757","SRR5946883","ERR210495","SRR5936200","SRR5946973","ERR209667","SRR5936084","SRR5936013","SRR5946791","SRR5935889","SRR5946725","SRR5947007","SRR5983408","SRR5946668","SRR5935811","SRR5946891","SRR5983380","ERR209223","SRR5935916","SRR5946995","SRR5935898","SRR5983325","SRR5946927","ERR209693","SRR5946940","SRR5946961","SRR5936031","SRR5935989","SRR5983437","SRR5935752","SRR5946657","SRR5946863","SRR5946862","ERR209096","ERR209069","SRR5935975","SRR5936223","SRR5946946","SRR5936035","SRR5946651","SRR5983270","SRR5935851","SRR5935833","SRR5983391","SRR5947010","ERR209433","SRR5947000","SRR5946608","SRR5983333","SRR5983418","SRR5946892","SRR5946619","SRR5946707","ERR209082","SRR5946818","SRR5983276","SRR5946829","SRR5935920","SRR5936092","SRR5935970","SRR5983277","SRR5936115","ERR209684","ERR209696","SRR5936195","SRR5936191","SRR5946962","SRR5946630","SRR5936077","SRR5936071","SRR5946800","SRR5946880","SRR5935843","SRR5947843","ERR209725","SRR5947830","SRR5935968","SRR5946751","SRR5946723","SRR5946955","ERR209300","ERR209519","ERR209405","SRR5947097","SRR5946905","ERR210591","SRR5983291","ERR210526","SRR5935789","SRR5946737","ERR209694","ERR209440","SRR5983367","SRR5936198","SRR5935941","SRR5946660","SRR5935812","SRR5947057","SRR5983327","ERR209716","ERR209745","SRR5946992","SRR5936079","SRR5936201","ERR209163","ERR210098","SRR5946612","SRR5983301","SRR5935745","SRR5947077","SRR5935771","SRR5935848","SRR5983376","SRR5947040","SRR5947090","SRR5946787","SRR5946985","SRR5946889","SRR5946799","ERR209085","SRR5947050","SRR5983406","SRR5935849","SRR5935958","SRR5983354","SRR5946844","SRR5936114","SRR5936192","SRR5946924","SRR5983403","SRR5947831","SRR5936129","ERR210531","SRR5935965","ERR209403","SRR5935953","SRR5935788","SRR5935985","SRR5946702","SRR5947017","SRR5946959","SRR5946825","SRR5946704","ERR209746","SRR5935813","SRR5946648","ERR209685","SRR5936058","ERR209764","SRR5946797","ERR209071","SRR5935923","SRR5946740","SRR5936111","SRR5946624","SRR5946762","SRR5947815","SRR5946713","SRR5936044","SRR5946845","ERR210598","SRR5946623","SRR5983282","SRR5935981","SRR5935876","SRR5946930","SRR5936197","SRR5946664","ERR209710","SRR5935768","ERR210601","SRR5935781","SRR5983422","SRR5935841"
"GGB4569_SGB6312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfovibrio_SGB5077",0,0,0,0,0,0.77927,0,0,0.58417,0,0,0,0,0,0.09574,0,0,0,0.00676,0.01891,0,0,0,0,0,0,0.20858,0.27999,0.16307,0,0,0,0,0,1.17769,0,0,0,0,0,0,0,0,0,0,0,0.00456,0,0,0,0,0,0,0.85772,0,0,0.00698,0,0,0,0,0.10035,0,0,0,0,0,0,0.02982,0,0,0.14607,0,0,0.22129,0,0,0,0,0,0.05898,0,0,0.31607,0,0,0,0.28648,0,0,0.02696,0,0,0,0,0,0,0.16138,0,1.61873,0.83226,0,0,0,0,0,0.07911,0,0,0,0,0,0,0,0.01361,0,0,0,0,0,0.18378,0,0,0,1.36164,0,0.04975,0,0,0,0,0,0,0,0.37126,0.16512,0,0,0,0,0.27844,0,0,0,1.06435,0.01938,0,0,0,0.02145,0,0,0,0,0,0,0,0.49537,0,0.13447,0,0,0,0.05449,0,0,0,0,0,0.56487,0,0,0,0,0.08948,0,0,0,0,0,0,0.79112,0,0,0.06947,0,0,0,0,0,0,0,0
"GGB3363_SGB4448",0,0,0,0,0,0,0.01166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155,0,0,0,0,0.01761,0,0,0,0,0,0,0.37058,0,0,0,0,0,0,0,0,0,0,0,0.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16275,0,0,0.04665,0,0,0,0,0,0,0,0,0,0,0.02899,0,0,0,0,0,0,0,0.00616,0,0,0.45579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_eggerthii",19.90481,0,0,0,0,0,0,0,0,1.04342,0,0.02013,0,0,0,0,0,6.08093,0,0,0,0,0,0,0.39339,0,0.09415,0.26098,0,0,0.07783,0.00307,0,0,0,1.02709,0,0.00205,0,0,0.0028,0,0.00576,0,0,8.61948,0.12703,0.00519,0,0,0,0,1.81544,0.84776,0,0,0,0,0,0.11592,0.00247,0.12412,0,0,0,0.00189,0,0.00393,0,0,0,0,0,0.05314,0.09827,0,0,0,5.46162,0.01556,0.13965,0,0.01678,2.00524,2.97557,0.49695,0,0,0,0,0.20133,1.28922,0,6.16298,0,0,0,0,0,0,0.03434,0,0.00101,0,0,0,0,0,0,0.01117,0,0.63756,0,0,0,0,0.00182,0.47408,4.46351,16.37914,0,0,0,0,0,0.00434,0,0,0,0,0,0,0,0,0.70077,0.18184,0,0,0,0,0,0,2.929,0.00208,0,0,0.00275,0,2.20966,0.56427,0,0,2.12801,0.00125,0.00315,0.21582,0,0,0.00067,0,0,0,16.47133,0.00429,0,0,0.02488,0,0,0.82627,0,0,0,0,0,0.00398,0.00287,0,0,24.67693,0,0,0.06583,0,0.11796,0,0,0,11.97622,0,0,0,0
"Roseburia_sp_AF02_12",0.13319,0.58903,0,0,0.07464,0.00956,0,0.20154,0,0,0,0,0,1.02712,16.084,0,0.02145,0,0,0.02369,0,0,0,0,0,0,0.05499,0.00217,0,0.06135,0,0,0,0,0,0.07146,2.8085,0,0,0,0,0.00838,0,0,0,0.00998,0,0,0,0,0,0,0.35198,0.84344,0.00416,0,0.55719,0.22863,0,0,0,0.39435,0.00549,0,3.63752,0.00189,0.035,0,0,0,0,0.00984,0,0.00172,0.02989,0,0,0,0.19156,0,0.01775,0,0,0.23613,0.71703,0.00201,0,0.05213,0,0,0,0,0,0,0,0,0,0.37571,0.17557,3.85664,0.16227,0.56184,0,0,0,0,0,0.24593,0,0.02376,0.11201,0,0.00689,0,1.50975,0.00671,0,0,0,0,0.01452,0,0,0.12706,0,0,0,0,0,0,0.6205,0,0,0,0.05867,0.04699,1.77435,0,0.10305,0,0,0,0,0,0,0.03255,0,0.04357,1.84372,0.02901,0,0,0.37373,0.61777,0,0.19347,0,0,0.0214,0.34047,0,0,0,0,0,0,0.0344,0.99962,0,0.63261,0,0,0.03765,0,0.12121,0,0,0,0,0,0.00371,0,0,0,0,0.02164,0,0,0.02217,0.50629,0,0,0
"Lachnospira_eligens",0.41726,1.28334,0,0.06961,0,0.97963,0.00949,1.17374,0.64079,0,0,0,0,0,5.28307,0,0.83944,0,0,0.03908,0,0,0,0,1.42763,0.23736,1.53828,1.05953,0.32339,0.05083,0,0.80628,0,0,0,0.63477,0.66129,0.2449,0,6.09839,0.00161,0,2.53517,0,0.23777,0.29656,0.05763,2.84464,0,0,0,0.11438,4.36258,0.83915,0.05281,0,0.37673,0,0.13358,0,0,0.22446,0,0,0.12683,0.22459,0,0,0.37804,1.93025,0,0.80815,0.00745,0.82912,0.83873,0,0,2.38631,0.23356,0,1.83959,0,0,0.30376,0.14,0.10574,2.61849,0.08262,0,0.16039,1.10378,0,0,1.15036,0,0.01816,0.12814,0.9761,0,1.53065,2.68302,1.15531,0.40842,0.74934,0,0,0,0,0,0.33958,1.52541,0.01685,0.62223,0,0.57351,0,0,0.03246,0,0,0.16224,0,0.09914,0.03419,1.01446,0,0.40205,0.08378,0,0.31087,0.09095,0.09084,0,0,0.12225,0.17865,1.63088,0,0.40254,0,1.34935,0.53725,0.07576,0,0,0,0.09659,0,0.22665,0.07582,0,0,1.56813,1.33217,0.63825,0.00441,0,0.23295,0,0,0,0.13486,0,0.12356,0,0,0.64884,1.13955,0,0.53855,6.35283,2.60208,0.47857,0,0.26025,2.35916,0,0,0,0,0.11709,1.84525,0.26063,0.41923,1.68071,0.32696,0,0,0.10291,0,0.02799,0.20646,0
"GGB4657_SGB6444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_wexlerae",0.01793,0.0645,1.14576,0.14969,0.03646,0.00467,0.04624,0.27747,3.12261,0.00625,0.00717,0.51323,0,0.62434,0,0.42493,0,1.11552,0.0165,0.14092,0,0,0,10.92097,1.05614,0.05291,0.0012,0.0524,0.05199,0.4327,0,0,2.76758,0.0159,0.01812,3.54137,0.07105,0.03251,0.00892,0.94731,0,1.49638,1.56724,1.1393,0.58007,0.01877,0.00358,0.01588,0,0,0.05748,0,0.33746,0.8149,0.05748,0,0,0.54345,0.25457,0.01397,0.0696,0.04149,0.14482,0.22908,0.53214,0.02088,0.05783,0.27649,0,1.18873,0,0.41729,0.02209,0.1057,0.00945,0.11137,0,0.6385,0.01745,0,0.01066,0.23978,7.66747,0.05324,0.0942,0.31213,1.27916,0.03001,0,0.09694,0.01105,0.04958,0,1.26522,0.66163,0.18321,0.18339,0.04149,0.04179,0.11247,0.24011,0.0398,0.01617,0.02651,0.88429,0.01276,0.618,0.3499,0.00778,2.31053,0.24516,0.82651,0.10585,0,3e-04,0.76779,0.0503,0.00062,1.90943,0.82925,0.03284,0,0.07251,0.10336,0.7228,0.06679,0.06925,0.0519,1.41323,0.07159,0.20888,0.06513,0.78424,4.54019,0.0343,0.08292,0.0465,0,0.10567,0.98479,0.18695,0.02727,0.0201,0.01549,0.06033,0.15077,0.02029,0.02749,0.13128,0.22663,0,0,0.01707,0.10193,0.11234,0.06616,0.12809,0.27073,0.03036,0.12476,0.10286,0.49528,0.93889,0.03554,0.25729,1.64968,0.08754,2.9477,0,0.6322,0.39097,0.84717,0.22024,0.02264,0.23744,0.076,0.7705,0,0.00922,0.2567,0.0037,0.02135,0.06309,0.02786,0.00866,0.00316,0.59236,0.94871,0.31255,12.91039,0.11332,0.16336,0
"GGB4558_SGB6289",0,0.56351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9677_SGB15180",0,0.11306,0,0.91666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00936,0,0,0,0,0,0.03897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53595,0.00524,0,0,0,0,0,0,0,0,0,0.24627,0,0,0,0,0,0,0.06132,0,0,0,0,0,0,0,0,0.08302,0,0.11086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13739,0,0,0,0.3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01012,0,0.64369,0,0,0,0,0,0,0,0,0,0,0,0,0.00303,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_AM22_11AC",0.00878,0.07865,0,0.08006,0,0.0107,0,0.0535,0,0.6096,0,0.10924,0,1.82069,0,0,0.12179,0.68813,0,0.00321,0,0,0,0,0.04526,0.11679,0,0.03205,0,0,0,0,0,0,0.01786,0.03684,0.02171,0.07062,0,0,0.03624,0,0,0,0,0.00194,0,0,0,0.10778,0,0,0,0.73321,0,0,0.00181,0.10236,0,0.37774,0,0.02779,0.38873,0,0.27962,0.01409,0.18708,0.00606,0,0,0,0.25117,0.06586,0.47199,0.04044,0,0,0,0.00827,0.00405,0.03028,0,2.2832,0,0.14606,0.03451,0.23133,0,0,0.01378,0,0.56428,0,0.07694,0,0,0.07146,0.02538,0.44562,0.09719,0.17917,0.08259,0.10354,0,0.24063,0.01053,0,0,0,0.18068,0.22578,0.00791,0.10359,0,0.01391,0.05179,0,0.01159,1.25654,0.45075,0.00966,0,0.0177,0.16166,0,0,0.19678,0,0,0.06754,0.05307,0,0,0,0,0.0294,0,0,0,0,0,0.00075,0,0.01166,0,0.03679,0,0.03039,0.04517,0,0,0,0.07929,0.10715,0,0,0.4552,0.01259,0.05479,0,0,0.18804,0.52168,0.03367,0,0,2.67523,0.2544,0,0.62299,0,1.01088,2.86679,0.04123,0.32402,0,0,0,0.1601,0,0.03165,0.09523,0.66071,0.03458,0.00095,0,0,0.4734,0.75363,0,0.0209,0,0
"Candidatus_Gastranaerophilales_bacterium",0,0,0,2.52309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08476,0,0,1.18018,0,0,0,0,0,0,0,0,0,0,0.16718,0,0,0,0,0,0,0,0.11069,0,0,0,0,0,0,0.69035,0.01232,0,0,0,0.01487,0,0,1.01029,0,0,0,0,0.77275,0,0,0,0,0,0.48681,0,0.1118,0,0,0,0,0,0.4568,0,0,0,0,0,0,0,0,0,0.73777,0,0,0,0,0.023,0,0,0,0,0.05444,0,0,0,0,0,0,0,0,0,6.24585,0,0,0,0,0,0,0,0,0.37629,0,0,0,0.00307,0,0,0,0,0,0.16738,0,0.05223,0,0,0,0.15185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43379,0,0,0,0,0,0,0.44833,0,0,0,0,0,0,0,0,0,0,0.52955,0,0,0,2.19629,0,0,0,0,0,0,0,0
"GGB9045_SGB13947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_SGB4648",0,0.08463,0,0.04642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27465,0,0.01801,0.02734,0,0.02704,0,0,0,0,0,0,0.03713,0,0,0,0,0,0,0,0,0.018,0.04232,0,0,0,0,0,0,0.5932,0,0,0,0,0,0,0,0.08826,0,0,0,0,0,0,0.2218,0,0,0,0.39455,0.12825,0.02879,0,0,0,0,0,0.00648,0,0,0.36355,0,0,0,0,0,0.05622,0.55006,0,0,0,0,0,0,0,0,0.0378,0.42814,0.07322,0,0.25926,0,0,0,0,0,0,0.28235,0,0,0,0,0,0,0,0,0,0,0,0.33314,0.01693,0,0,0,0,0,0,0,0,0,0,0.15377,0.02577,0.88122,0,0.08589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454,0.08654,0,0.00403,0,0,0,0,0,0.02197,0,0,0,0,0.14142,0,0,0.51379,0,0,0,0,0,0,0,0,0,0,0,0,0.10176,0,0,0.12548,0,0,0,0,0,0,0
"Faecalibacillus_intestinalis",0,0.02289,0,0.02993,0,0,0,0.48917,0,0,0,0.00179,0,0.26713,0,0,0,0,0.06897,0,0,0,0,0,0.01285,0,0,0.01743,0,0,0,0,0,0,0.0035,0.01789,0,0,0,0,0,0,0.64829,0,0,0,0,0,0,0,0,0,0,0.56951,0,0,0.02695,0,0,0,0,0,0,0,0.13845,0,0.00742,0,0.0113,0,0,0,0.08499,0.0493,0,0,0,0,0,0,0,0,0,0.00672,0.00776,0,0,0,0,0,0,0.01595,0,1.01727,0,0,0,0,0.04346,0.03646,0.44279,0.01244,0,0.00302,0,0,0,0,0,0.22672,0.17555,0,0,0,0.01271,0,0.04538,0,0,0,0.00793,0,0,0.23265,0,0,0,0,0,0,0.04263,0,0,0,0,0.01559,0.00416,0,0,0,0.11649,0,0.05122,0,0.06794,0,0,0.00175,0,0,0,0,0,0.05129,0,0.00623,0.0015,0.04171,0.0649,0,0,0.04042,0,0.03646,0,0,0.00541,0.22834,0,0.33742,0,0,0,0,0.1547,0.02451,0,0,0,0,0,0.00545,0.01109,0,0,0,0,0,0,0,0.06877,0,0
"Roseburia_inulinivorans",0.00573,0.60418,0,0.16435,0,0.08946,0.0553,0.68207,0.08397,0,0,0.10842,0,0.01483,0,0,2.1486,0,0.06595,0.05198,0,0,0,8.79703,1.10856,0.11679,0,0.96552,0.02885,0,0,0.07573,1.04358,0,0.00589,0.31924,0.18315,0.08985,0,0,0.00303,0,0,0,0,0.03061,0.25499,0.08437,0,0,0,0,0.21256,0.54562,0,0,0.1736,0,0,0.21009,0,0.29164,0,0,4.70559,0.10225,0.05566,0.0429,0.0536,0,0,0.41855,0.33328,0.11246,0.30931,0,0,0,0.04062,0,0.24881,0,0,0,0.1984,0.0043,0,0.00313,0,0.14681,0,0.1279,0,0.29644,0.67087,0,0.49997,0.06685,0.22774,0.43156,0.06861,0.59466,0.4375,0.42459,0,0.12721,0.19678,2.45831,0,0.26417,0.13349,0,0.14295,0,0.1776,0.03231,0,0.0409,0,0.04056,0,0,0.25824,0.14765,0,0,0.4822,0,2.33923,0.03576,0,0,0,1.11062,0,0.56279,0.23888,0,0,2.72696,0.62766,0.07096,0.10045,0.03869,0,0.26526,0.12312,0.40787,0.25842,0.09558,0,0,0.06494,0.59843,0.28547,0.03575,0.04174,0.37803,0.00227,0.25123,0,0.15879,0.05485,0.0972,0,0,0.31688,0.23948,0,0.47977,0,0,0.60577,0,0.32224,0,0,0,0,0,0.04418,0.03739,0.19819,0.21634,0.38869,0.07911,0,0,0.39142,0,0.87709,0.06931,0
"GGB3612_SGB4882",0,1.15037,0,0.07297,0,0,0,0,0,0,0,0.494,0,0,0,0,0,0,0.08113,0,0,0,0,0,0.02195,0,0,0.60542,0,0,0,0.34018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05307,0,0,0,0,0,0.11693,0.51076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14775,0,0,0,0,0.18355,0.05393,0,0,0,0.02715,0,0.19683,0,0,0,0.05505,0,0,0,0,0.01214,0,0,0,0,0,0,0,0,0,0,0.74393,1.02036,0,0,0,0,0,0,0,0,0.08941,0,0.08017,0,0,0,0,0,0,0.15444,0,0,0.07129,0,0,0,0,0,0,0,0.02753,0,0,0,0,0.00419,0.12813,0,0,0,0,0.05346,0,0,0,0,0.00573,0,0.09853,0.29106,0,0,0,1.0023,0,0,0,0,0,0.01484,0,0.01911,0.16222,0,0,0,1.20217,0,0,0.42288,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0.45842,0.02595,0,0,0.47485,0,0.02754,0,0
"Anaerostipes_hadrus",0.0163,0.12223,0.19244,0.2286,0,0.0234,0.19675,0.5041,1.42991,0,0.01203,0.0684,0,1.41899,0,0,0,0,0.11899,0.14803,0,0,0,0,0.11442,0.31786,0.00498,0.0453,0.28102,0.05998,0,0,0,0.43409,0.07906,3.23487,0.06406,0.0391,4.43828,0.00467,0.10331,0.12155,3.31402,0,0.54104,0,0,0.90139,0,0,0.04128,0.80301,0.04579,0.50627,0.47891,0,0,0.08,0.52468,0.00938,0.70818,0.03716,0,0.06085,0.08591,0.00134,0.49672,0.02967,0,2.12807,0,1.32726,0.28821,0.13314,0.00273,0.19966,0,0,0.05939,0.01137,0,0,2.61392,0.03521,0.40467,0.06966,0.83757,0.01397,0,0.17182,0,0.03827,0,2.89121,0,0.34113,0.56787,0.65328,0.09427,0.77186,0.26373,0.1308,0.00577,0.1818,0.35809,0,0.04323,2.08777,0.06309,0.4945,0.06429,0.0646,0.0278,0,0,0.2833,0.02026,0.04341,0,0.46688,0.22261,0,0.02448,0.61282,1.40572,0.21334,0.18549,0.03347,1.55981,0.06034,1.43575,0.61498,0,0,0.04414,0.06534,0.06136,0,0.05693,0,0,0.01305,0.05002,0.07845,0.17464,0.51098,0.07112,0.04861,1.17527,0.1783,0,0,0.06477,0.16201,0,0.02973,0.19462,0,0.04805,0.05482,0.34099,0.27632,0.55061,0.22606,0.01809,0,0.0646,1.84271,0,0.34333,0,0,0.43837,0.18169,0.66628,0.09184,1.13732,0,0.05513,0,0.03585,0.00923,0.02337,0.01468,0.00313,0,0,2.4562,0.50363,2.68222,0.55286,0.09044,0.05334
"GGB4768_SGB6601",0,2.59337,0,2.22989,0,0,0,0.50731,0,0,0,0,0,0,4.22265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01545,0,0,0,0,0,0,0,0,0,0,0,0,0.08165,0,0,0,0.46225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23288,0,0,0,0,0.00189,0,0,0,0,0,0,0,0,0,0,0,1.00496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4954,0,0.00998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47374,0,0,0,0,0,0,0,0,0,0.06072,0,0,0,0,3.1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB51269_SGB5062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06057,0,0,0.54847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00669,0,0,0,0,0,1.05885,0.43727,0,0,0,0,0,0,0,0.00134,0,0,0,0,0,0,0,0,0,0,0,0,0.1224,0,0,0,0,0,0.31898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61435,0,0,0,0,0,0,0,0,0,0,0.63231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49382,0,0,0,0,0,0,0,0
"GGB6612_SGB9346",0,1.5999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05349,0,0,0,0,0,0,0,0,0,0,0,0,0.43701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51516,0,0,0,0,1.06301,3.16919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02123,1.88363,0,0,0,0,0,0,0,0,0.68111,0,0,0,0,0,0,0,8.84099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4576,0,0,0,0,0,0,0,0,0,0,0,0,2.04381,0,0,0.50013,0,0.21839,0,0,0,0,0,0,0,0,0,0,0.74471,0,0,0,0,0,0,0,0,0,0
"Blautia_SGB6487",0,0,0,0,0,0,0,3.1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9059_SGB13976",0,0.48332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246,0,0,0,0.43062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
