"","SRR5935893","SRR5946674","SRR5936212","SRR5936204","SRR5936213","SRR5983300","SRR5947045","SRR5947063","ERR209175","SRR5936081","SRR5947812","ERR209653","SRR5946752","SRR5983436","SRR5947076","SRR5946907","SRR5946714","SRR5935888","SRR5935976","SRR5947102","ERR209187","SRR5983329","SRR5946826","ERR209434","SRR5935971","SRR5935871","SRR5946662","SRR5936139","ERR209697","SRR5936048","SRR5936118"
"GGB9293_SGB14250",0,0,0,0,0,0,0,0,0,0,0,0.11625,0,0,0,0,0,0,0,0,0.09043,0,0,0,0,0,0,0,0,0,0
"GGB9345_SGB14311",0,0,0,0,0,0,0,0,0.0723,0,0,0.8456,0,0,0,0,0,0,0,0,0.11651,0,0,0,0,0,0,0,0,0,0
"Vescimonas_coprocola",0.28523,0,0.12637,0.12387,0.09332,0,0.20713,0,0,0,0,0.00592,0,0,0,0,0,0,0.01037,0,0,0.07342,0,0,0.01902,0,0,0,0,0,0
"Dorea_sp_AF36_15AT",0,0,0,0,0,0,0,0,0,0,0,0.11532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839,0,0
"Clostridium_sp_AF20_17LB",0,0,0,0.01836,0,0,0,0.03991,0.00544,0.03461,0,0,0,0,0.15232,0,0.66741,0,0,0,0.02085,0.1153,0,0,0.07217,0,0,0,0,0,0
"GGB9361_SGB14336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3653_SGB4964",0.07056,0.00102,0,0.00262,0,0.09736,0.00618,0,0.0987,0.01434,0,0.09328,0,0,0.05775,0,0,0,0.03448,0.01037,0.20948,0,0,0,0,0,0,0,0,0,0.01411
"Haemophilus_SGB14211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agathobaculum_butyriciproducens",0.05689,0,0,0.0199,0.01413,0.07276,0.00689,0.01532,0,0,0,0.05087,0,0,0,0,0,0.06456,0.01783,0,0,0.01044,0,0.01915,0.0191,0,0,0,0,0,0
"Lachnospiraceae_bacterium_OF09_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridiaceae_bacterium",0.10023,0.12419,0.00972,0.05126,0.05786,0.04584,7e-04,0.24609,0.0192,0.09905,0,0.05769,0.82865,0.39133,0.03912,0.21024,0.39701,0,0,0.05479,0.00252,0.42284,0,0.17392,0,0.00023,0,0,0.75307,0,0.00103
"Coprococcus_catus",0,0,0,0.00666,0,0,0,0,0.02888,0,0,0.05827,0,0,0,0,0,0,0,0,0.07341,0.0564,0,0.00388,0.00724,0,0,0,0,0,0
"Blautia_faecis",0.22036,0.55004,0.05741,0.14244,0.00935,0.06571,0.01337,0.02069,0.27516,0.00632,0,0.18633,0,0,0.26417,0.93957,0.17134,0.58351,0.00176,1.21277,0,0.1751,0,0.0035,0.26354,0,0,0,0.01275,0,0.003
"GGB9762_SGB15377",0,0,0,0,0,0,0,0,0,0,0,0.00788,0,0,0,0,0,0,0,0,0.05746,0,0,0,0,0,0,0,0,0,0
"GGB9760_SGB15374",0,0,0,0.0172,0,0,0,0,0,0,0,0.10166,0,0,0,0,0,0,0,0,0,0.0334,0,0,0,0,0,0,0,0,0
"Blautia_glucerasea",0,0,0,0,0,0,0,0,0,0,0,0.04576,0,0,0,0,0,0.00148,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridiaceae_bacterium_Marseille_Q4145",0,0,0,0,0,0,0,0,0.01863,0,0,0.01398,0,0,0,0,0,0,0.04065,0,0.04905,0,0,0,0,0,0,0,0,0,0
"GGB2970_SGB3952",0,0,0,0,0,0,0,0,0.01038,0,0,0.00312,0,0,0,0,0,0,0,0,0.00705,0,0,0,0,0,0,0,0,0,0
"Parabacteroides_merdae",0,0,2.36375,0,0,0.75989,2.65923,0,0,3.5196,0,0,0.3354,0,0,0,0,0,1.33302,0,0,0,0,3.04958,0,2.19939,0,0,0.28639,0,0
"GGB51884_SGB49168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04483,0,0,0,0,0,0
"Roseburia_hominis",0.68647,0,0.14116,0.08129,0.25398,0.28712,0.07807,0.1054,0.38937,0.01542,0,0.68804,0,0.1242,0,0,0,0.01309,0.05839,0,0.02099,0.00164,0,0.02919,0.07555,0,0,0,0,0,0.00309
"GGB79770_SGB15022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3588_SGB4808",0,0,0,0,0,0,0,0,0,0,0,0.01445,0,0,0,0,0,0,0,0,0.00408,0,0,0,0,0,0,0,0,0,0
"GGB4655_SGB6442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB2983_SGB3965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477,0,0,0,0,0,0,0,0,0,0
"Desulfovibrio_piger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077,0,0,0.1388,0,0
"Eubacterium_ramulus",0.05173,0,0,0.00895,0,0,0,0.06153,0,0.1155,0,0.07566,0,0,0,0,0,0.52618,0,0,0,0.05724,0,0.0771,0,0.05709,0,0,0.43369,0,0
"GGB2958_SGB3940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05958,0,0,0,0,0,0,0,0,0,0
"GGB3654_SGB4965",0,0,0,0,0,0,0,0,1.01384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ligilactobacillus_ruminis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemmiger_SGB15295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914,0,0,0,0,0,0
"Collinsella_SGB14861",0,0,0,0.11563,0,0,0,0.01646,0,0.00086,0,0.01296,0,0,0.52877,0,0,0,0,0,0.13258,1.34496,0,0,0.10302,0,0,0,0,0,0
"Ruminococcus_sp_AF41_9",0,0,0,0,0,0,0,0,0.11849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterocloster_SGB14313",0,0,0,0,0,0,0,0,1.11612,0,0,1.21988,0,0,0,0,0,0,0,0,0.21627,0,0,0,0,0,0,0,0,0,0
"Gemmiger_formicilis",0,0,0.0536,0,0,0,0.03099,0,0,0,0,0.09209,0,0,0,0,0,0,0,0,0,0,0,0,0.00061,0,0,0,0,0,0
"Holdemanella_biformis",0,0,0,0,0,0,0,0,0,0,0,1.50908,0,0,0,0,0,0,0,0,0.4447,0,0,0,0,0,0,0,0,0,0
"GGB33928_SGB15225",0,0,0,0.08836,0,0,0,0,0,0,0,0.00437,0,0,0,0,0,0,0,0,0,0,0,0.00571,0.01451,0,0,0,0,0,0.00042
"GGB2998_SGB3989",0,0,0,0,0,0,0,0,0.07406,0,0,0.04438,0,0,0,0,0,0,0,0,0.36203,0,0,0,0,0,0,0,0,0,0
"Slackia_isoflavoniconvertens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9747_SGB15356",0,0,0,0.66562,0,0,0,0,0,0,0,0.4386,0,0,0,0,0,0,0,0,0.03228,0,0,0,0,0,0,0,0,0,0
"Clostridiales_Family_XIII_bacterium_BX16",0,0,0,0,0,0,0,0,0,0,0,0.02751,0,0,0,0,0,0,0,0,0,0.00576,0,0,0,0,0,0,0,0,0.00681
"GGB2996_SGB3983",0,0,0,0,0,0,0,0,0.58792,0,0,0.06606,0,0,0,0,0,0,0,0,0.51392,0,0,0,0,0,0,0,0,0,0
"GGB9109_SGB14042",0,0,0,0,0,0,0,0,0,0,0,0.0194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9237_SGB14179",0,0,0,0,0,0,0,0,0,0,0.00079,0.00916,0,0,0.20066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB6518_SGB9205",0,0,0,0,0,0,0,0,0,0,0,0.00706,0,0,0,0,0,0,0,0,0.01502,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_AF12_28",0,0,0,0,0,0,0,0,0,0,0,0.00753,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae_bacterium",0,0.01734,0,0,0,0,0,0,0.03302,0,0,0.02128,0,0,0,0.04004,0,0,0,0.02832,0.00793,0.00215,0,0,0,0,0,0,0,0,0
"GGB9634_SGB15097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9635_SGB15106",0,0,0,0,0,0,0,0,0,0,0,2.03356,0,0,0,0,0,0,0,0,0.01151,0,0,0,0.5523,0,0,0,0,0,0
"Blautia_obeum",0.00053,0.55293,0.75313,0.02563,0.00433,0.0322,0.82849,0,0,0,0.03618,0.0823,0,0.00211,0.17021,1.00733,0.16578,0,0,0.57665,0.12644,0.14056,0,0,0.14236,0,0,0,0.05943,0,0
"Oscillospiraceae_unclassified_SGB15256",0,0,0,0,0,0.07047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB13404_SGB14252",0.04726,0,0,0,0,0,0,0,0,0,0,0.0151,0,0,0,0,0,0,0,0,0,0,0,0,0.20626,0,0,0,0,0,0
"GGB3614_SGB20497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9759_SGB15370",0,0,0,0.00574,0,0,0,0,0,0,0,0.01539,0,0,0,0,0,0,0,0,0,0.01458,0,0,0,0,0,0,0,0,0
"GGB9630_SGB15084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3486_SGB4658",0,0,0,0.00095,0,0.05687,0,0,0,0,0,0.16385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyricimonas_SGB15260",0,0,0,0,0,0,0,0,0,0,0,0.0868,0,0,0,0,0,0,0,0,0,0,0,0,0.57894,0.01766,0,0,0,0,0
"GGB9635_SGB15103",0,0,0,0,0,0,0,0,0,0,0,0.03179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridiaceae_unclassified_SGB4771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03213,0,0,0,0,0,0
"GGB4559_SGB6292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9602_SGB15028",0,0,0,0,0,0,0,0,0.0363,0,0,0.02984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3570_SGB4777",0,0,0,0,0,0,0,0,0,0,0,0.01229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyricicoccus_sp_AM29_23AC",0,0,0,0,0,0,0,0,0,0,0,0.01772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemmiger_SGB15299",0,0,0,0,0,0,0,0,0,0.12658,0,0.00561,0,0,0,0,0,0,0,0,0,0,0,0.09277,0,0,0,0,0,0,0
"Senegalimassilia_SGB14826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9737_SGB15309",0,0,0,0,0,0,0,0,0,0,0,0.00579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9634_SGB15101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9707_SGB15229",0,0,0,0.00939,0,0,0,0,0,0,0,0.04586,0,0,0,0,0,0,0.04243,0,0,0.0022,0,0,0.0609,0,0,0,0,0,0
"GGB9699_SGB15216",3e-04,0,0.03977,0.0101,0.13266,0.14243,0.11657,0,0,0,0,0.01325,0,0,0,0,0,0,0.0225,0,0,0.04386,0,0.01874,0.11198,0,0,0,0,0,0.02921
"Faecalibacterium_SGB15315",0,0,0,0.01182,0,0.00396,0,1.62478,0,0,0,0,0,0.02536,0,0,0,0,0.06074,0,0,0.11931,0,0,0,0.00976,0,0,0,0,0.02297
"GGB9766_SGB15383",0,0,0,0,0,0,0,0,0,0,0,0.01747,0,0,0,0,0,0,0,0,0,0,0,0,0.05299,0,0,0,0,0,0
"Clostridiales_bacterium",0.00336,0.20697,0.00841,0.05097,0.42622,0.03247,0.0023,0,0,0.22379,0,0.00334,0,0.04504,0,0.32441,1.31865,0,0.04064,0.40216,0,0.1085,0,0.0141,0.00472,0,0,0,0,0,0.01135
"Ellagibacter_isourolithinifaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9712_SGB15244",0,0,0,0,0,0,0,0,0,0,0,0.2096,0,0,0,0,0,0,0,0,0.02237,0,0,0,0.00881,0,0,0,0,0,0
"GGB9760_SGB15373",0,0,0,0,0,0.04286,0,0,0,0,0,0.00253,0,0,0,0,0,0,0,0,0,0.01159,0,0,0.00279,0,0,0,0,0,0
"GGB33469_SGB15236",0,0,0,0.91091,0,0.65474,0.05192,0,0,0,0,0.24872,0,0,0,0,0,0,0.12193,0,0.08009,0.12906,0,0.4148,0.41832,0,0,0,0,0,0
"GGB9342_SGB14306",0,0,0,0,0,0,0,0,0.43851,0,0,0.90216,0,0,0,0,0,0,0,0,0.49511,0,0,0,0,0,0,0,0,0,0
"Collinsella_aerofaciens",0.00607,0,0.13883,0,0.01043,0,0.52272,0,0,0.05541,0,0.08658,0.41265,0,0,0,0,0,0,0,0,0,0,0.09904,0.01508,0,0,0,0,0,0
"Dakarella_SGB14198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9774_SGB15394",0,0,0,0,0,0,0,0,0,0,0,0.06362,0,0,0,0,0,0,0,0,0.05229,0,0,0,0,0,0,0,0,0,0
"Nitrosopumilus_SGB14899",0,0,0,0,0,0,0,0,0,0,0,0.0465,0,0,0,0,0,0,0,0,0.0431,0,0,0.01003,0,0,0,0,0,0,0.00451
"GGB9618_SGB15065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9627_SGB15081",0,0,0,0,0,0,0,0,0,0,0,0.00611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_shahii",0,0,0.9779,0.64215,0,0.26996,1.337,0,0,0,0,0.63348,0,0,0,0,0,0,0.07636,0,0,1.0701,0,0,3.13315,0,0,0,0.03583,0,0.90151
"Oscillospiraceae_bacterium_Marseille_Q3528",0,0,0,0.00625,0,0.00806,0,0,0,0,0,0.00563,0,0,0,0,0,0,0,0,0,0.01997,0,0,0,0,0,0,0,0,0
"Bilophila_wadsworthia",1.11842,0,0,0.08391,0.08933,0.01241,0,0,0,0,0,0.12261,0,0,0,0,0,0,0.08951,0,0,0.05603,0,0.18807,0,0.07294,0,0,0.20199,0,0.05771
"GGB9760_SGB15372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9603_SGB15035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3212_SGB4241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_sp_AF17_16",0,0,0.39536,0,0,0,1.01941,0,0,0,0,0.0889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01372
"GGB3304_SGB4367",0,0,0,0,0,0.26074,0,0,0,0,0,2.30012,0,0,0,0,0,0,0,0,0.10685,0,0,0,0,0,0,0,0,0,0
"Oscillospiraceae_unclassified_SGB15253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_senegalensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae_bacterium_Marseille_Q4251",0,0,0,0.00984,0,0,0,0,0,0,0,0.01624,0,0,0,0,0,0,0,0,0,0.00331,0,0,0.00229,0,0,0,0,0,0
"GGB51269_SGB5061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00389,0,0,0,0,0,0
"Faecalibacterium_SGB15346",0,0,0,0,0,0,0,0.02664,0,0,0,0.02629,0,0,0,0,0,0,0.53301,0,0,0.01341,0,0.2175,0.43278,0.19557,0,0,0,0,0
"GGB9608_SGB15041",0,0,0,0,0,0,0,0,0,0,0,0.08095,0,0,0,0,0,0,0,0,0.03927,0,0,0,0,0,0,0,0,0,0
"Eubacterium_rectale",0,0.1972,4.90727,1.43318,0,0.88866,6.86321,0.32993,7.12058,1.62072,1.84984,2.12698,0.1777,0.14176,0.05372,0,0,36.269,0.30549,1.95606,0.32879,0.52623,0,0.76431,4.3468,0.14881,0,0,0.10637,0,0.4278
"GGB3128_SGB4141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB34228_SGB53814",0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9642_SGB15119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9708_SGB15233",0,0,0,0,0,0,0,0,0,0,0,0.53401,0,0,0,0,0,0,0.37693,0,0.07983,0,0,0,0,0,0,0,0,0,0
"Clostridiaceae_bacterium_Marseille_Q4149",0,0,0,0,0,0.89351,0,0,0,0,0,0.2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB33469_SGB15237",0,0,0,0,0,0,0,0,0,0,0,0.01273,0,0,0,0,0,0,0,0,0,0,0,0,0.05182,0,0,0,0,0,0
"Ruthenibacterium_lactatiformans",0.56651,0.23582,0.1016,0.03902,0.03494,0.06769,0.0952,0,0,0.29526,0.19345,0.0527,0,0,0.52421,0.18795,0,0,0,0.82292,0,0.018,0,0,0,0,0,0,0.02757,0,0.30815
"Bacteroides_nordii",0,0,0,0,0,0,0,0,0,0.03783,0,0,0,0,0,0,6.66516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10365
"Alistipes_onderdonkii",15.44964,0,1.78084,0.416,6.53212,6.26981,2.23663,0.50028,0.23963,6.0312,0,0.28324,0,1.10771,0,0,0,0,1.51191,0,0.12141,0.38109,0,3.35659,0,0,0,0,0.02773,0,0.48474
"Collinsella_SGB14351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3815_SGB5180",0,0,0,0,0,0,0,0,0.09787,0,0,0,0,0,0,0,0,0,0,0,0.00778,0,0,0,0,0,0,0,0,0,0
"Anaerosacchariphilus_sp_NSJ_68",0,0,0,0,0,0,0,0,0,0,0,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dorea_sp_AF24_7LB",0.05695,0,0,0,0,0,0,0,0,0,0,0.06198,0,0,0,0,0,0,0,0,0,0,0,0.00312,0,0,0,0,0,0,0
"GGB4711_SGB6524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9636_SGB15107",0,0,0,0,0,0,0,0,0.13504,0,0,0,0,0,0,0,0,0,0,0,0.03644,0,0,0,0,0,0,0,0,0,0
"Phocaeicola_sartorii",0,0,1e-04,0,0,0,0,0,0,5e-04,0,0.0021,0,0,0,0.00021,0.00159,0,0,0,0,0,0,0.01683,0.00182,0,0,0,0.00348,0,0
"GGB9302_SGB14263",0,0,0,0,0,0,0,0,0,0,0,0.33853,0,0,0,0,0,0,0,0,0.15029,0,0,0,0,0,0,0,0,0,0
"GGB52130_SGB14966",0,0,0,0,0,0,0,0,0,0,0,0.00134,0,0,0,0,0,0,0.01371,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9690_SGB15195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_SGB4907",0,0,0,0,0,0,0,0,0,0,0,0.00031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9621_SGB15073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45181,0,0.04107,0,0,0,0,0,0,0,0,0,0,0,0
"Lawsonibacter_asaccharolyticus",0,0.02039,0.00446,0.05189,0.05878,0.03732,0.01513,0,0,0.20608,0,0.02822,0,0,0,0.0129,0,0,0.06189,0.00293,0,0.06902,0,0.10709,0,0,0,0,0,0,0.00479
"GGB2652_SGB3573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9729_SGB69197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9786_SGB63164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9252_SGB14196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9614_SGB15049",0,0,0,0.00154,0,0,0,0.07634,0,0,0,0,0,0.04275,0,0,0,0,0.17321,0,0,0.04465,0,0.01447,0.05045,0.00857,0,0,0,0,0
"Alistipes_communis",0,0,0,0,0,0,0,0,0,0,0,0.03385,0,0,0,0,0,0,0.23331,0,0,0,0,0.1806,0,0,0,0,0,0,0.77207
"GGB9290_SGB14247",0,0,0,0,0,0,0,0,0,0,0,0.1257,0,0,0,0,0,0,0,0,0,0,0,0,0.01797,0,0,0,0,0,0
"GGB9778_SGB15398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9616_SGB15051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10753,0,0,0,0,0,0
"Intestinimonas_butyriciproducens",0.78799,0.87749,0,0,0.41086,0.01693,0,0,0,0.10398,0.01721,0,0,0,0,0.20048,0,0,0,0.70185,0,0.00234,0,0,0,0,0,0,0,0,0.03142
"Candidatus_Borkfalkia_ceftriaxoniphila",0.23835,0,0,0,0.05035,0.00407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05618,0,0,0.14409,0,0,0,0,0,0.04711
"GGB9189_SGB14128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_thetaiotaomicron",2.45908,0.61812,0.2944,0.08333,1.17139,2.22856,0.16733,4.57814,0,1.26031,0,0.0019,5.13847,1.63516,0,3.31114,0.01252,0,1.02876,0.93657,0.1382,0.11009,0,0,3.00265,0.44518,0,0,0.71989,0,0.09115
"GGB4773_SGB6607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4774_SGB6609",0,0,0,0,0,0.05254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00968
"GGB9787_SGB15410",0,0,0,0,0,0,0,0,0,0,0,0.00335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_sp_AF34_35BH",0,0,0,0,0,0,0,0,0.00494,0,0,0.18633,0,0,0,0,0.63898,0,0,0,0,0,0,0.15132,0,0,0,0,0,0,0
"Victivallis_vadensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB13493_SGB15238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mediterraneibacter_butyricigenes",0,0,0.00148,0,0,0,0.01202,0,0,0,0,0.03554,0,0,0,0,0,0,0,0,0,0.00744,0,0,0,0,0,0,0.00535,0,0
"Clostridium_SGB4751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361,0,0
"Clostridium_SGB4913",0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senegalimassilia_anaerobia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Victivallis_lenta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191
"GGB9249_SGB14193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17046,0,0,0,0,0,0,0,0,0,0
"GGB9258_SGB14205",0,0,0,0,0,0,0,0,0.04149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52028,0,0,0,0,0,0
"Alistipes_ihumii",0,0,0,0,0,0,0,0,0,0,0,0.07595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40906
"GGB34228_SGB72916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB74447_SGB1595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mediterranea_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_marseillensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB1590_SGB2181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1538,0,0,0,0,0,0,0,0,0,0
"GGB4611_SGB6385",0,0,0,0,0,0,0,0,0,0,0,2.81518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3733_SGB5066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135,0,0,0,0,0,0
"Bacteroides_cellulosilyticus",0,3.55307,0,0,0,2.24896,0,0,9.04115,0,0,0.80148,0,0,0,13.26872,0,0,1.61832,13.76017,0,0,0,0,0,0,0,0,0.02508,0,0
"Eubacterium_SGB6276",0,0,0,0,0,0.01065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38442,0,0,0,0,0,0,0,0,0,0
"GGB4644_SGB6428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02638,0,0,0,0,0,0,0,0,0,0
"Phocaeicola_coprophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
