EC_number 	 Annotation 	 GOterm
EC:1.1.99.13 	" glucoside 3-dehydrogenase activity "	GO:33757
EC:1.1.99.14 	" glycolate dehydrogenase activity "	GO:19154
EC:1.1.99.18 	" cellobiose dehydrogenase (acceptor) activity "	GO:47735
EC:1.1.99.2 	" 2-hydroxyglutarate dehydrogenase activity "	GO:47545
EC:1.1.99.20 	" alkan-1-ol dehydrogenase (acceptor) activity "	GO:47645
EC:1.1.99.21 	" D-sorbitol dehydrogenase (acceptor) activity "	GO:47833
EC:1.1.99.22 	" glycerol dehydrogenase (acceptor) activity "	GO:47955
EC:1.1.99.24 	" hydroxyacid-oxoacid transhydrogenase activity "	GO:47988
EC:1.1.99.26 	" 3-hydroxycyclohexanone dehydrogenase activity "	GO:47564
EC:1.1.99.27 	" (R)-pantolactone dehydrogenase (flavin) activity "	GO:47060
EC:1.1.99.28 	" glucose-fructose oxidoreductase activity "	GO:47061
EC:1.1.99.29 	" pyranose dehydrogenase (acceptor) activity "	GO:33718
EC:1.1.99.3 	" gluconate 2-dehydrogenase (acceptor) activity "	GO:33717
EC:1.1.99.30 	" 2-oxo-acid reductase activity "	GO:33719
EC:1.1.99.31 	" (S)-mandelate dehydrogenase activity "	GO:33720
EC:1.1.99.35 	" glucose dehydrogenase activity "	GO:4344
EC:1.1.99.39 	" (R)-2-hydroxyglutarate dehydrogenase activity "	GO:51990
EC:1.1.99.4 	" dehydrogluconate dehydrogenase activity "	GO:47843
EC:1.1.99.6 	" D-2-hydroxy-acid dehydrogenase activity "	GO:47809
EC:1.1.99.7 	" lactate-malate transhydrogenase activity "	GO:50042
EC:1.1.99.9 	" pyridoxine 5-dehydrogenase activity "	GO:50238
EC:1.10.-.- 	" oxidoreductase activity, acting on diphenols and related substances as donors "	GO:16679
EC:1.10.1.- 	" oxidoreductase activity, acting on diphenols and related substances as donors, NAD or NADP as acceptor "	GO:16680
EC:1.10.1.1 	" trans-acenaphthene-1,2-diol dehydrogenase activity "	GO:47062
EC:1.10.3.- 	" oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor "	GO:16682
EC:1.10.3.1 	" catechol oxidase activity "	GO:4097
EC:1.10.3.11 	" ubiquinol:oxygen oxidoreductase activity "	GO:102721
EC:1.10.3.2 	" hydroquinone:oxygen oxidoreductase activity "	GO:52716
EC:1.10.3.3 	" L-ascorbate oxidase activity "	GO:8447
EC:1.10.3.4 	" o-aminophenol oxidase activity "	GO:50149
EC:1.10.3.5 	" 3-hydroxyanthranilate oxidase activity "	GO:47561
EC:1.10.3.6 	" rifamycin-B oxidase activity "	GO:50264
EC:1.10.3.9 	" oxygen evolving activity "	GO:10242
EC:1.10.5.1 	" dihydronicotinamide riboside quinone reductase activity "	GO:1512
EC:1.10.9.- 	" oxidoreductase activity, acting on diphenols and related substances as donors, with copper protein as acceptor "	GO:52880
EC:1.11.-.- 	" oxidoreductase activity, acting on peroxide as acceptor "	GO:16684
EC:1.11.1.- 	" peroxidase activity "	GO:4601
EC:1.11.1.1 	" NADH peroxidase activity "	GO:16692
EC:1.11.1.10 	" chloride peroxidase activity "	GO:16691
EC:1.11.1.11 	" L-ascorbate peroxidase activity "	GO:16688
EC:1.11.1.12 	" phospholipid-hydroperoxide glutathione peroxidase activity "	GO:47066
EC:1.11.1.13 	" manganese peroxidase activity "	GO:16689
EC:1.11.1.14 	" diarylpropane peroxidase activity "	GO:16690
EC:1.11.1.16 	" reactive-black-5:hydrogen-peroxide oxidoreductase activity "	GO:52750
EC:1.11.1.18 	" bromide peroxidase activity "	GO:19806
EC:1.11.1.2 	" NADPH peroxidase activity "	GO:50137
EC:1.11.1.24 	" thioredoxin-dependent peroxiredoxin activity "	GO:140824
EC:1.11.1.26 	" NADH-dependent peroxiredoxin activity "	GO:102039
EC:1.11.1.3 	" fatty acid peroxidase activity "	GO:47888
EC:1.11.1.5 	" cytochrome-c peroxidase activity "	GO:4130
EC:1.11.1.6 	" catalase activity "	GO:4096
EC:1.11.1.7 	" lactoperoxidase activity "	GO:140825
EC:1.11.1.8 	" iodide peroxidase activity "	GO:4447
EC:1.11.1.9 	" glutathione peroxidase activity "	GO:4602
EC:1.12.-.- 	" oxidoreductase activity, acting on hydrogen as donor "	GO:16695
EC:1.12.1.- 	" oxidoreductase activity, acting on hydrogen as donor, NAD or NADP as acceptor "	GO:16696
EC:1.12.1.2 	" hydrogen dehydrogenase activity "	GO:47985
EC:1.12.1.3 	" hydrogen dehydrogenase (NADP+) activity "	GO:50583
EC:1.12.1.4 	" hydrogenase activity (NAD+, ferredoxin) "	GO:102220
EC:1.12.2.- 	" oxidoreductase activity, acting on hydrogen as donor, cytochrome as acceptor "	GO:16697
EC:1.12.2.1 	" cytochrome-c3 hydrogenase activity "	GO:47806
EC:1.12.5.- 	" oxidoreductase activity, acting on hydrogen as donor, with a quinone or similar compound as acceptor "	GO:46994
EC:1.12.5.1 	" hydrogen:quinone oxidoreductase activity "	GO:47067
EC:1.12.7.- 	" oxidoreductase activity, acting on hydrogen as donor, iron-sulfur protein as acceptor "	GO:16699
EC:1.12.7.2 	" ferredoxin hydrogenase activity "	GO:8901
EC:1.12.98.- 	" oxidoreductase activity, acting on hydrogen as donor, with other known acceptors "	GO:46995
EC:1.12.98.1 	" coenzyme F420 hydrogenase activity "	GO:50454
EC:1.12.98.2 	" N5,N10-methenyltetrahydromethanopterin hydrogenase activity "	GO:47068
EC:1.12.98.3 	" Methanosarcina-phenazine hydrogenase activity "	GO:51911
EC:1.12.98.4 	" sulfur reductase activity "	GO:33796
EC:1.12.99.6 	" hydrogenase (acceptor) activity "	GO:33748
EC:1.13.-.- 	" oxidoreductase activity, acting on single donors with incorporation of molecular oxygen "	GO:16701
EC:1.13.11.1 	" catechol 1,2-dioxygenase activity "	GO:18576
EC:1.13.11.10 	" 7,8-dihydroxykynurenate 8,8a-dioxygenase activity "	GO:47069
EC:1.13.11.11 	" tryptophan 2,3-dioxygenase activity "	GO:4833
EC:1.13.11.12 	" linoleate 13S-lipoxygenase activity "	GO:16165
EC:1.13.11.14 	" 2,3-dihydroxybenzoate 3,4-dioxygenase activity "	GO:45133
EC:1.13.11.15 	" 3,4-dihydroxyphenylacetate 2,3-dioxygenase activity "	GO:8687
EC:1.13.11.16 	" 3-carboxyethylcatechol 2,3-dioxygenase activity "	GO:47070
EC:1.13.11.17 	" indole 2,3-dioxygenase activity "	GO:47719
EC:1.13.11.18 	" sulfur dioxygenase activity "	GO:50313
EC:1.13.11.19 	" cysteamine dioxygenase activity "	GO:47800
EC:1.13.11.2 	" catechol 2,3-dioxygenase activity "	GO:18577
EC:1.13.11.20 	" cysteine dioxygenase activity "	GO:17172
EC:1.13.11.22 	" caffeate 3,4-dioxygenase activity "	GO:47762
EC:1.13.11.23 	" 2,3-dihydroxyindole 2,3-dioxygenase activity "	GO:47528
EC:1.13.11.24 	" quercetin 2,3-dioxygenase activity "	GO:8127
EC:1.13.11.25 	" 3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase activity "	GO:47071
EC:1.13.11.27 	" 4-hydroxyphenylpyruvate dioxygenase activity "	GO:3868
EC:1.13.11.28 	" 2,3-dihydroxybenzoate 2,3-dioxygenase activity "	GO:47072
EC:1.13.11.29 	" stizolobate synthase activity "	GO:50297
EC:1.13.11.3 	" protocatechuate 3,4-dioxygenase activity "	GO:18578
EC:1.13.11.30 	" stizolobinate synthase activity "	GO:50298
EC:1.13.11.31 	" arachidonate 12(S)-lipoxygenase activity "	GO:4052
EC:1.13.11.33 	" arachidonate 15-lipoxygenase activity "	GO:50473
EC:1.13.11.34 	" arachidonate 5-lipoxygenase activity "	GO:4051
EC:1.13.11.35 	" pyrogallol 1,2-oxygenase activity "	GO:50240
EC:1.13.11.36 	" chloridazon-catechol dioxygenase activity "	GO:47744
EC:1.13.11.38 	" 1-hydroxy-2-naphthoate 1,2-dioxygenase activity "	GO:18582
EC:1.13.11.39 	" biphenyl-2,3-diol 1,2-dioxygenase activity "	GO:18583
EC:1.13.11.4 	" gentisate 1,2-dioxygenase activity "	GO:47922
EC:1.13.11.40 	" arachidonate 8(R)-lipoxygenase activity "	GO:47677
EC:1.13.11.41 	" 2,4'-dihydroxyacetophenone dioxygenase activity "	GO:47073
EC:1.13.11.43 	" lignostilbene alpha beta-dioxygenase activity "	GO:50054
EC:1.13.11.45 	" linoleate 11-lipoxygenase activity "	GO:50584
EC:1.13.11.46 	" 4-hydroxymandelate synthase activity "	GO:50585
EC:1.13.11.47 	" 3-hydroxy-4-oxoquinoline 2,4-dioxygenase activity "	GO:47078
EC:1.13.11.48 	" 3-hydroxy-2-methylquinolin-4-one 2,4-dioxygenase activity "	GO:50586
EC:1.13.11.49 	" chlorite O2-lyase activity "	GO:50587
EC:1.13.11.5 	" homogentisate 1,2-dioxygenase activity "	GO:4411
EC:1.13.11.50 	" acetylacetone-cleaving enzyme activity "	GO:33752
EC:1.13.11.51 	" 9-cis-epoxycarotenoid dioxygenase activity "	GO:45549
EC:1.13.11.52 	" indoleamine 2,3-dioxygenase activity "	GO:33754
EC:1.13.11.53 	" acireductone dioxygenase (Ni2+-requiring) activity "	GO:10308
EC:1.13.11.54 	" acireductone dioxygenase [iron(II)-requiring] activity "	GO:10309
EC:1.13.11.55 	" sulfur oxygenase/reductase activity "	GO:33755
EC:1.13.11.56 	" 1,2-dihydroxynaphthalene dioxygenase activity "	GO:18554
EC:1.13.11.57 	" gallate dioxygenase activity "	GO:36238
EC:1.13.11.58 	" linoleate 9S-lipoxygenase activity "	GO:1990136
EC:1.13.11.6 	" 3-hydroxyanthranilate 3,4-dioxygenase activity "	GO:334
EC:1.13.11.60 	" linoleate 8R-lipoxygenase activity "	GO:52878
EC:1.13.11.63 	" beta-carotene 15,15'-dioxygenase activity "	GO:3834
EC:1.13.11.65 	" carotenoid isomerooxygenase activity "	GO:106422
EC:1.13.11.67 	" apo-beta-carotenoid-14',13'-dioxygenase activity "	GO:50588
EC:1.13.11.68 	" 9-cis-beta-carotene 9',10'-cleavage oxygenase activity "	GO:102395
EC:1.13.11.69 	" 9-cis-10'-apo-beta-carotenal cleavage oxygenase activity "	GO:102396
EC:1.13.11.70 	" all-trans-beta-apo-10'-carotenal cleavage oxygenase activity "	GO:102251
EC:1.13.11.71 	" beta,beta-carotene-9',10'-cleaving oxygenase activity "	GO:102076
EC:1.13.11.75 	" all-trans-8'-apo-beta-carotenal 15,15'-oxygenase activity "	GO:102162
EC:1.13.11.79 	" 5,6-dimethylbenzimidazole synthase activity "	GO:102919
EC:1.13.11.8 	" protocatechuate 4,5-dioxygenase activity "	GO:18579
EC:1.13.11.9 	" 2,5-dihydroxypyridine 5,6-dioxygenase activity "	GO:47075
EC:1.13.12.1 	" arginine 2-monooxygenase activity "	GO:47678
EC:1.13.12.13 	" Oplophorus-luciferin 2-monooxygenase activity "	GO:33756
EC:1.13.12.16 	" nitronate monooxygenase activity "	GO:18580
EC:1.13.12.19 	" 2-oxoglutarate oxygenase/decarboxylase (ethylene-forming) activity "	GO:102276
EC:1.13.12.2 	" lysine 2-monooxygenase activity "	GO:50067
EC:1.13.12.3 	" tryptophan 2-monooxygenase activity "	GO:50361
EC:1.13.12.4 	" lactate 2-monooxygenase activity "	GO:50040
EC:1.13.12.5 	" Renilla-luciferin 2-monooxygenase activity "	GO:50248
EC:1.13.12.6 	" Cypridina-luciferin 2-monooxygenase activity "	GO:47712
EC:1.13.12.7 	" Photinus-luciferin 4-monooxygenase (ATP-hydrolyzing) activity "	GO:47077
EC:1.13.12.8 	" Watasenia-luciferin 2-monooxygenase activity "	GO:50397
EC:1.13.12.9 	" phenylalanine 2-monooxygenase activity "	GO:50172
EC:1.13.99.- 	" 2,4,5-trichlorophenoxyacetic acid oxygenase activity "	GO:18584
EC:1.13.99.1 	" inositol oxygenase activity "	GO:50113
EC:1.13.99.3 	" tryptophan 2'-dioxygenase activity "	GO:50360
EC:1.14.-.- 	" oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen "	GO:16705
EC:1.14.11.- 	" 2-oxoglutarate-dependent dioxygenase activity "	GO:16706
EC:1.14.11.1 	" gamma-butyrobetaine dioxygenase activity "	GO:8336
EC:1.14.11.10 	" deoxyuridine 1'-dioxygenase activity "	GO:47079
EC:1.14.11.11 	" hyoscyamine (6S)-dioxygenase activity "	GO:47998
EC:1.14.11.12 	" gibberellin-44 dioxygenase activity "	GO:47927
EC:1.14.11.15 	" gibberellin 3-beta-dioxygenase activity "	GO:16707
EC:1.14.11.16 	" peptidyl-aspartic acid 3-dioxygenase activity "	GO:62101
EC:1.14.11.17 	" taurine dioxygenase activity "	GO:908
EC:1.14.11.18 	" phytanoyl-CoA dioxygenase activity "	GO:48244
EC:1.14.11.2 	" procollagen-proline 4-dioxygenase activity "	GO:4656
EC:1.14.11.20 	" desacetoxyvindoline 4-hydroxylase activity "	GO:50590
EC:1.14.11.21 	" clavaminate synthase activity "	GO:33758
EC:1.14.11.24 	" 2'-deoxymugineic-acid 2'-dioxygenase activity "	GO:33760
EC:1.14.11.26 	" deacetoxycephalosporin-C hydroxylase activity "	GO:45442
EC:1.14.11.27 	" histone H3K36me/H3K36me2 demethylase activity "	GO:140680
EC:1.14.11.28 	" proline 3-hydroxylase activity "	GO:33763
EC:1.14.11.29 	" hypoxia-inducible factor-proline dioxygenase activity "	GO:160082
EC:1.14.11.3 	" deoxyuridine 2'-dioxygenase activity "	GO:47080
EC:1.14.11.30 	" [protein]-asparagine 3-dioxygenase activity "	GO:36140
EC:1.14.11.33 	" broad specificity oxidative DNA demethylase activity "	GO:35516
EC:1.14.11.4 	" procollagen-lysine 5-dioxygenase activity "	GO:8475
EC:1.14.11.41 	" 2-oxoglutarate, L-arginine oxygenase (succinate-forming) activity "	GO:102525
EC:1.14.11.42 	" tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase activity "	GO:102524
EC:1.14.11.51 	" DNA N6-methyladenine demethylase activity "	GO:141131
EC:1.14.11.53 	" mRNA N6-methyladenosine dioxygenase activity "	GO:1990931
EC:1.14.11.54 	" mRNA N1-methyladenosine dioxygenase activity "	GO:1990930
EC:1.14.11.59 	" DIBOA-glucoside oxygenase activity "	GO:102717
EC:1.14.11.6 	" thymine dioxygenase activity "	GO:50341
EC:1.14.11.60 	" scopoletin 8-hydroxylase activity "	GO:106145
EC:1.14.11.62 	" 4-coumaroyl 2'-hydroxylase activity "	GO:102312
EC:1.14.11.63 	" peptidyl-lysine 3-dioxygenase activity "	GO:106155
EC:1.14.11.64 	" glutarate dioxygenase activity "	GO:106343
EC:1.14.11.65 	" histone H3K9me/H3K9me2 demethylase activity "	GO:140683
EC:1.14.11.66 	" histone H3K9me2/H3K9me3 demethylase activity "	GO:140684
EC:1.14.11.67 	" histone H3K4me/H3K4me2/H3K4me3 demethylase activity "	GO:34647
EC:1.14.11.68 	" histone H3K27me2/H3K27me3 demethylase activity "	GO:71558
EC:1.14.11.69 	" histone H3K36me2/H3K36me3 demethylase activity "	GO:140681
EC:1.14.11.7 	" procollagen-proline 3-dioxygenase activity "	GO:19797
EC:1.14.11.73 	" peptidyl-arginine 3-dioxygenase activity "	GO:106157
EC:1.14.11.79 	" peptidyl-histidine dioxygenase activity "	GO:36139
EC:1.14.11.8 	" trimethyllysine dioxygenase activity "	GO:50353
EC:1.14.11.80 	" 5-methylcytosine dioxygenase activity "	GO:70579
EC:1.14.11.9 	" naringenin 3-dioxygenase activity "	GO:45486
EC:1.14.12.1 	" anthranilate 1,2-dioxygenase (deaminating, decarboxylating) activity "	GO:18618
EC:1.14.12.10 	" benzoate 1,2-dioxygenase activity "	GO:18623
EC:1.14.12.11 	" toluene dioxygenase activity "	GO:18624
EC:1.14.12.12 	" naphthalene 1,2-dioxygenase activity "	GO:18625
EC:1.14.12.13 	" 2-chlorobenzoate 1,2-dioxygenase activity "	GO:18626
EC:1.14.12.14 	" 2-aminobenzenesulfonate 2,3-dioxygenase activity "	GO:18627
EC:1.14.12.15 	" terephthalate 1,2-dioxygenase activity "	GO:18628
EC:1.14.12.16 	" 2-hydroxyquinoline 5,6-dioxygenase activity "	GO:18629
EC:1.14.12.17 	" nitric oxide dioxygenase NAD(P)H activity "	GO:8941
EC:1.14.12.18 	" biphenyl 2,3-dioxygenase activity "	GO:18687
EC:1.14.12.19 	" 3-phenylpropionate dioxygenase activity "	GO:8695
EC:1.14.12.25 	" p-cumate 2,3-dioxygenase activity "	GO:18570
EC:1.14.12.3 	" benzene 1,2-dioxygenase activity "	GO:18619
EC:1.14.12.7 	" phthalate 4,5-dioxygenase activity "	GO:18620
EC:1.14.12.8 	" 4-sulfobenzoate 3,4-dioxygenase activity "	GO:18621
EC:1.14.12.9 	" 4-chlorophenylacetate 3,4-dioxygenase activity "	GO:18622
EC:1.14.13.1 	" salicylate 1-monooxygenase activity "	GO:18658
EC:1.14.13.10 	" 2,6-dihydroxypyridine 3-monooxygenase activity "	GO:18663
EC:1.14.13.101 	" senecionine N-oxygenase activity "	GO:33784
EC:1.14.13.111 	" methanesulfonate monooxygenase activity "	GO:18648
EC:1.14.13.113 	" FAD-dependent urate hydroxylase activity "	GO:102099
EC:1.14.13.114 	" 6-hydroxynicotinate 3-monooxygenase activity "	GO:43731
EC:1.14.13.122 	" chlorophyllide a oxygenase activity "	GO:10277
EC:1.14.13.127 	" 3-(3-hydroxyphenyl)propionate hydroxylase activity "	GO:8688
EC:1.14.13.135 	" 1-hydroxy-2-naphthoate hydroxylase activity "	GO:18637
EC:1.14.13.14 	" trans-cinnamate 2-monooxygenase activity "	GO:50344
EC:1.14.13.146 	" taxoid 14-beta-hydroxylase activity "	GO:36203
EC:1.14.13.148 	" trimethylamine monooxygenase activity "	GO:34899
EC:1.14.13.149 	" phenylacetyl-CoA 1,2-epoxidase activity "	GO:97266
EC:1.14.13.155 	" alpha-pinene monooxygenase [NADH] activity "	GO:18634
EC:1.14.13.16 	" cyclopentanone monooxygenase activity "	GO:47799
EC:1.14.13.166 	" 4-nitrocatechol 4-monooxygenase activity "	GO:18592
EC:1.14.13.167 	" 4-nitrophenol 4-monooxygenase activity "	GO:18632
EC:1.14.13.168 	" indole-3-pyruvate monooxygenase activity "	GO:103075
EC:1.14.13.170 	" 1-deoxy-11-oxopentalenate oxygenase activity "	GO:102285
EC:1.14.13.172 	" salicylate 5-hydroxylase activity "	GO:34785
EC:1.14.13.18 	" 4-hydroxyphenylacetate 1-monooxygenase activity "	GO:18665
EC:1.14.13.182 	" 2-heptyl-3-hydroxy-4(1H)-quinolone synthase activity "	GO:102164
EC:1.14.13.19 	" taxifolin 8-monooxygenase activity "	GO:50326
EC:1.14.13.2 	" 4-hydroxybenzoate 3-monooxygenase activity "	GO:18659
EC:1.14.13.20 	" 2,4-dichlorophenol 6-monooxygenase activity "	GO:18666
EC:1.14.13.218 	" pyocyanin hydroxylase activity "	GO:102169
EC:1.14.13.22 	" cyclohexanone monooxygenase activity "	GO:18667
EC:1.14.13.23 	" 3-hydroxybenzoate 4-monooxygenase activity "	GO:18668
EC:1.14.13.236 	" toluene 4-monooxygenase activity "	GO:18638
EC:1.14.13.24 	" 3-hydroxybenzoate 6-monooxygenase activity "	GO:18669
EC:1.14.13.241 	" 5-pyridoxate dioxygenase activity "	GO:47592
EC:1.14.13.242 	" 3-hydroxy-2-methylpyridinecarboxylate dioxygenase activity "	GO:47081
EC:1.14.13.243 	" toluene 2-monooxygenase activity "	GO:18644
EC:1.14.13.27 	" 4-aminobenzoate 1-monooxygenase activity "	GO:18670
EC:1.14.13.29 	" 4-nitrophenol 2-monooxygenase activity "	GO:18601
EC:1.14.13.31 	" 2-nitrophenol 2-monooxygenase activity "	GO:47549
EC:1.14.13.32 	" albendazole monooxygenase activity "	GO:47638
EC:1.14.13.33 	" 4-hydroxybenzoate 3-monooxygenase [NAD(P)H] activity "	GO:18671
EC:1.14.13.34 	" leukotriene-E4 20-monooxygenase activity "	GO:50052
EC:1.14.13.35 	" anthranilate 3-monooxygenase (deaminating) activity "	GO:18672
EC:1.14.13.38 	" anhydrotetracycline monooxygenase activity "	GO:47670
EC:1.14.13.39 	" nitric-oxide synthase activity "	GO:4517
EC:1.14.13.4 	" melilotate 3-monooxygenase activity "	GO:50091
EC:1.14.13.40 	" anthraniloyl-CoA monooxygenase activity "	GO:18673
EC:1.14.13.43 	" questin monooxygenase activity "	GO:50246
EC:1.14.13.46 	" (-)-menthol monooxygenase activity "	GO:47505
EC:1.14.13.5 	" imidazoleacetate 4-monooxygenase activity "	GO:47717
EC:1.14.13.50 	" pentachlorophenol monooxygenase activity "	GO:18677
EC:1.14.13.51 	" 6-oxocineole dehydrogenase activity "	GO:47597
EC:1.14.13.54 	" ketosteroid monooxygenase activity "	GO:47086
EC:1.14.13.58 	" benzoyl-CoA 3-monooxygenase activity "	GO:47090
EC:1.14.13.59 	" L-lysine 6-monooxygenase (NADPH) activity "	GO:47091
EC:1.14.13.6 	" orcinol 2-monooxygenase activity "	GO:18661
EC:1.14.13.61 	" 2-hydroxyquinoline 8-monooxygenase activity "	GO:33766
EC:1.14.13.62 	" 4-hydroxyquinoline 3-monooxygenase activity "	GO:47093
EC:1.14.13.63 	" 3-hydroxyphenylacetate 6-hydroxylase activity "	GO:47094
EC:1.14.13.64 	" 4-hydroxybenzoate 1-hydroxylase activity "	GO:18678
EC:1.14.13.66 	" 2-hydroxycyclohexanone 2-monooxygenase activity "	GO:47095
EC:1.14.13.69 	" alkene monooxygenase activity "	GO:18645
EC:1.14.13.7 	" phenol 2-monooxygenase activity "	GO:18662
EC:1.14.13.81 	" magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity "	GO:48529
EC:1.14.13.82 	" vanillate monooxygenase activity "	GO:18489
EC:1.14.13.83 	" precorrin-3B synthase activity "	GO:43818
EC:1.14.13.84 	" 4-hydroxyacetophenone monooxygenase activity "	GO:33767
EC:1.14.13.9 	" kynurenine 3-monooxygenase activity "	GO:4502
EC:1.14.13.92 	" phenylacetone monooxygenase activity "	GO:33776
EC:1.14.14.1 	" aromatase activity "	GO:70330
EC:1.14.14.100 	" dihydrosanguinarine 10-monooxygenase activity "	GO:47088
EC:1.14.14.101 	" dihydrochelirubine 12-monooxygenase activity "	GO:47089
EC:1.14.14.102 	" N-methylcoclaurine 3'-monooxygenase activity "	GO:50593
EC:1.14.14.103 	" tabersonine 16-hydroxylase activity "	GO:50594
EC:1.14.14.104 	" vinorine hydroxylase activity "	GO:50596
EC:1.14.14.105 	" taxane 10-beta-hydroxylase activity "	GO:50597
EC:1.14.14.106 	" taxane 13-alpha-hydroxylase activity "	GO:50598
EC:1.14.14.107 	" ent-kaurenoic acid monooxygenase activity "	GO:51777
EC:1.14.14.108 	" 2,5-diketocamphane 1,2-monooxygenase "	GO:18684
EC:1.14.14.109 	" 3-hydroxyindolin-2-one monooxygenase activity "	GO:36192
EC:1.14.14.110 	" 2-hydroxy-1,4-benzoxazin-3-one monooxygenase activity "	GO:36193
EC:1.14.14.111 	" 9beta-pimara-7,15-diene oxidase activity "	GO:36209
EC:1.14.14.112 	" ent-cassa-12,15-diene 11-hydroxylase activity "	GO:36202
EC:1.14.14.113 	" alpha-humulene 10-hydroxylase activity "	GO:102068
EC:1.14.14.114 	" amorpha-4,11-diene 12-monooxygenase activity "	GO:62150
EC:1.14.14.115 	" 11-oxo-beta-amyrin 30-oxidase activity "	GO:102375
EC:1.14.14.116 	" averantin hydroxylase activity "	GO:140395
EC:1.14.14.117 	" aflatoxin B synthase activity "	GO:140399
EC:1.14.14.12 	" 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase activity "	GO:36383
EC:1.14.14.120 	" dammarenediol 12-hydroxylase activity "	GO:102556
EC:1.14.14.121 	" protopanaxadiol 6-hydroxylase activity "	GO:102557
EC:1.14.14.122 	" 3alpha-hydroxy-ent-sandaracopimardiene 9-beta-monooxygenase activity "	GO:102597
EC:1.14.14.123 	" 3alpha-hydroxy-ent-sandaracopimardiene 7-beta-monooxygenase activity "	GO:102598
EC:1.14.14.135 	" glyceollin synthase activity "	GO:33769
EC:1.14.14.136 	" deoxysarpagine hydroxylase activity "	GO:33775
EC:1.14.14.137 	" (+)-abscisic acid 8'-hydroxylase activity "	GO:10295
EC:1.14.14.138 	" lithocholate 6beta-hydroxylase activity "	GO:33777
EC:1.14.14.139 	" sterol 12-alpha-hydroxylase activity "	GO:8397
EC:1.14.14.141 	" psoralen synthase activity "	GO:102876
EC:1.14.14.143 	" (+)-menthofuran synthase activity "	GO:52582
EC:1.14.14.144 	" abieta-7,13-diene hydroxylase activity "	GO:36189
EC:1.14.14.145 	" abieta-7,13-dien-18-ol hydroxylase activity "	GO:36204
EC:1.14.14.148 	" angelicin synthase activity "	GO:102995
EC:1.14.14.149 	" 5-epi-aristolochene-1,3-dihydroxylase activity "	GO:102170
EC:1.14.14.150 	" costunolide synthase activity "	GO:102934
EC:1.14.14.153 	" indole-2-monooxygenase activity "	GO:36190
