"","ERR209376","ERR209378","ERR209953","ERR209336","ERR209085","ERR209164","ERR209088","ERR209298","ERR209375","ERR209310","ERR209096","ERR210202","ERR209487","ERR209118","ERR209160","ERR209266","ERR209379","ERR209415","ERR209371","ERR210263","ERR209448","ERR209354","ERR209380","ERR209296","ERR209300","ERR209373","ERR209299","ERR209286","ERR209287","ERR209223","ERR209312"
"6.6.1.1",0,0,0,0,4,2,8,0,0,3,0,1,1,2,3,0,0,1,4,0,0,3,0,2,0,0,0,1,1,1,0
"7.1.1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"7.1.1.7",1,2,1,1,6,9,11,0,1,3,8,1,3,23,12,12,1,12,8,0,4,6,1,7,2,1,0,8,7,2,0
"7.1.2.2",24,36,6,11,78,82,137,27,37,144,65,9,30,149,44,16,22,83,115,6,57,36,28,133,44,2,26,68,18,73,5
"7.1.3.1",3,2,0,2,10,5,15,0,5,9,5,0,1,26,5,2,3,7,13,0,10,5,4,11,1,1,1,16,1,4,1
"7.2.1.1",8,6,5,5,32,20,48,7,17,27,13,2,11,51,19,12,8,45,40,1,12,16,8,35,14,1,5,26,5,17,3
"7.2.2.1",0,0,0,0,6,0,8,0,1,1,3,0,0,4,1,0,3,1,4,0,0,0,1,1,0,0,0,2,0,1,1
"7.2.2.6",7,5,7,2,11,4,26,4,5,17,18,1,2,22,11,6,6,16,16,0,3,4,7,21,7,3,4,20,14,2,0
"7.2.2.7",1,1,0,0,2,1,5,1,3,10,4,0,2,7,1,0,0,6,4,0,0,1,2,7,1,1,0,10,0,3,0
"7.2.2.8",2,1,0,0,4,6,11,1,4,8,3,3,1,13,5,2,1,4,11,0,4,0,4,10,2,0,2,6,3,4,0
"7.2.2.9",1,0,0,0,2,1,6,0,1,3,1,0,0,5,1,0,2,0,5,0,0,0,0,3,1,0,0,0,0,0,0
"7.2.2.10",3,5,3,3,10,3,16,5,2,12,7,0,1,13,3,1,4,10,13,0,11,5,5,18,4,3,3,11,1,8,4
"7.2.2.12",13,15,2,0,21,21,57,7,11,52,11,2,9,57,16,1,16,30,31,1,11,11,10,35,14,1,11,27,7,25,4
"7.2.2.14",1,2,0,2,8,5,5,1,3,7,6,0,0,4,20,7,4,3,24,0,1,2,5,18,3,2,4,8,5,2,3
"7.2.2.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7.2.4.5",0,0,0,0,2,0,2,0,0,2,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0
"7.3.2.7",1,0,3,0,0,0,1,0,0,0,1,0,2,2,2,1,0,7,3,0,1,2,1,4,1,0,0,4,3,0,0
"7.4.2.1",14,11,5,4,31,30,82,8,15,72,18,0,14,64,26,5,12,33,70,0,20,16,14,54,22,0,11,49,13,30,7
"7.4.2.5",0,1,1,1,9,2,5,2,1,6,2,1,1,5,2,1,3,0,5,0,2,3,2,6,4,0,0,4,0,3,1
"7.5.2.1",8,6,1,2,35,11,60,4,8,45,25,0,7,36,11,5,6,23,21,1,10,11,11,29,10,1,6,27,14,16,3
"7.5.2.5",0,0,0,0,0,0,4,0,1,7,0,0,1,1,2,0,1,4,4,0,4,1,2,5,1,0,1,1,0,0,0
"7.5.2.8",0,1,0,0,2,2,3,0,0,3,3,0,0,3,2,3,0,1,3,0,3,1,0,2,0,0,0,1,1,4,0
"7.6.2.1",0,1,0,1,3,4,4,0,0,4,3,0,3,4,4,0,1,4,6,0,4,2,0,9,2,0,1,6,1,3,2
"7.6.2.2",4,6,6,4,14,14,35,1,12,30,10,0,7,23,8,1,8,18,35,0,8,4,6,29,7,2,3,20,6,16,4
"7.6.2.8",0,0,0,0,0,0,2,0,0,2,2,0,1,3,0,3,1,0,1,0,0,0,0,0,0,0,0,2,3,1,0
"7.6.2.9",1,0,1,1,2,4,12,0,2,3,2,0,0,8,4,1,0,1,10,1,3,1,2,7,2,0,1,5,1,4,0
"1.1.1.26",0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.1.60",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
"1.1.1.62",3,0,0,0,2,1,1,1,1,2,0,0,2,5,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
"1.1.1.80",0,0,0,0,2,0,7,0,0,3,1,0,0,3,1,0,1,0,0,0,0,2,1,2,0,0,0,2,4,0,0
"1.1.1.94",1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,1,0,1,0
"1.1.1.219",0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
"1.1.1.261",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.3.46",0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1.2.1.10",0,0,0,0,0,0,3,0,0,1,2,0,0,3,2,0,0,0,2,0,1,2,0,1,0,0,0,3,3,0,0
"1.2.4.4",1,1,0,0,1,0,1,0,1,2,0,0,0,2,0,0,0,2,2,0,0,0,1,0,0,0,0,1,1,0,0
"1.2.99.6",0,0,0,0,1,1,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,1,0
"1.3.1.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1.3.1.92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.3.5.4",0,0,0,0,1,2,2,0,1,0,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0,0,0,1,1,1,0
"1.6.6.9",0,0,0,0,0,0,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"1.6.99.1",1,1,0,1,0,0,1,1,1,3,0,0,2,10,2,0,1,1,2,0,0,1,1,2,1,0,2,1,0,1,2
"1.7.2.2",0,0,1,1,1,4,6,0,1,4,0,0,0,5,1,2,0,8,8,0,0,5,0,2,1,0,0,7,2,0,0
"1.8.4.7",4,0,2,0,1,3,2,1,1,6,1,0,1,8,0,0,0,7,5,0,1,2,1,5,1,2,0,4,1,0,0
"1.8.99.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1.11.1.5",0,0,0,1,0,0,3,0,0,0,0,0,0,3,3,1,0,2,1,0,0,1,0,3,0,0,0,1,0,0,0
"1.13.11.24",3,1,1,0,3,1,3,0,0,4,2,0,0,5,3,2,1,4,4,0,0,0,0,4,3,0,0,3,3,0,0
"2.1.1.79",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0
"2.1.1.166",0,0,0,0,2,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"2.1.1.171",0,0,0,0,2,2,2,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"2.1.1.193",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"2.1.1.200",0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0
"2.3.1.31",2,1,0,0,2,0,1,1,1,1,1,0,0,4,2,0,0,1,1,0,0,2,0,1,0,0,1,1,0,1,0
"2.3.1.46",0,1,0,0,0,1,2,0,1,3,1,0,0,1,1,0,0,1,1,0,0,1,1,4,0,0,0,0,0,1,1
"2.3.1.61",0,1,0,0,0,1,2,0,0,0,2,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,3,1,0,0
"2.4.1.4",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0
"2.4.1.230",0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
"2.4.1.329",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0
"2.6.1.85",0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0
"2.6.1.87",0,0,1,0,0,1,2,0,1,0,2,0,1,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0
"2.6.1.100",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2.7.1.144",0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2.7.1.148",0,0,0,0,1,1,0,0,1,0,1,0,1,2,0,0,1,0,1,0,0,1,0,2,0,0,0,0,3,2,0
"2.7.6.3",0,0,0,0,2,0,4,0,0,3,1,0,0,2,0,1,0,2,2,0,0,0,0,2,0,0,0,0,2,1,0
"2.7.7.13",0,1,1,0,1,0,0,1,0,1,2,0,0,4,0,0,0,1,1,0,2,0,1,3,1,0,0,1,0,2,0
"2.7.7.80",1,0,0,0,0,1,1,0,0,4,2,0,0,3,0,0,0,1,0,0,1,1,0,1,1,0,2,0,2,0,0
"2.7.13.1",0,0,0,1,2,2,2,1,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1
"3.1.2.29",0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3.1.3.5",1,0,0,1,0,1,3,0,1,2,0,0,0,4,1,1,1,1,1,0,0,2,1,2,2,0,0,4,1,0,0
"3.1.6.4",0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"3.1.6.13",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"3.2.1.58",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3.2.1.84",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"3.2.1.99",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0
"3.2.1.199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3.2.2.16",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
"3.4.11.1",0,1,0,0,0,0,0,0,0,1,1,0,0,4,2,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0
"3.4.11.21",0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,2,0
"3.4.17.19",0,0,0,0,2,2,6,0,0,2,1,0,2,2,0,0,1,2,2,0,0,0,0,1,0,0,0,1,0,0,0
"3.4.21.89",0,1,0,0,2,1,0,0,1,4,0,0,0,3,2,1,1,3,2,1,0,1,1,1,0,0,0,1,1,1,0
"3.4.22.71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1
"3.4.24.11",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3.5.2.5",0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"3.5.2.9",0,0,1,0,2,0,5,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,2,0,1,1
"3.5.99.7",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3.6.1.17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3.7.1.5",0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,2,2,0,0,0,0,1,1,0,0,2,0,0,0
"4.1.1.12",2,0,2,0,0,2,1,1,0,2,1,0,1,4,0,0,0,0,0,0,2,1,0,1,0,0,0,3,0,0,0
"4.1.1.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"4.1.3.3",1,0,0,0,0,2,1,0,0,3,4,0,1,2,0,3,0,4,3,0,1,1,0,1,0,0,0,2,1,0,0
"4.1.99.1",0,0,0,0,0,0,0,1,1,2,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"4.1.99.22",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"4.2.1.32",0,0,0,0,0,0,1,0,1,3,2,0,0,3,0,0,0,1,4,0,1,0,0,4,2,0,0,0,1,0,0
"4.2.1.93",0,0,0,0,3,2,4,0,1,6,2,0,0,2,1,0,0,1,3,0,1,0,0,3,0,0,0,0,0,0,0
"4.2.2.18",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4.3.1.7",0,0,0,0,1,0,7,0,0,2,2,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2
"4.3.1.15",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"4.3.1.27",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4.4.1.1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4.99.1.3",0,1,1,0,0,0,1,0,1,0,2,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0
"5.1.1.11",1,0,0,0,1,1,3,1,1,3,0,0,1,1,2,0,0,3,3,0,0,2,0,4,1,0,0,2,0,0,0
"5.1.1.13",0,0,0,0,2,1,3,0,0,1,0,0,0,5,0,2,0,1,0,0,0,1,1,0,1,0,0,2,4,2,1
"5.1.3.20",0,0,0,0,2,1,4,0,0,2,0,0,1,8,4,1,0,1,1,0,0,0,1,2,0,0,0,0,0,3,0
"5.3.1.15",1,1,0,0,1,0,3,0,1,2,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0
"5.3.1.29",0,0,0,0,2,0,1,0,0,1,1,0,0,3,2,1,0,1,3,0,1,0,0,0,0,0,0,1,1,2,0
"5.3.3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"5.4.2.11",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"5.4.99.11",0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6.2.1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6.3.4.19",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"6.3.5.3",0,0,0,1,3,1,7,0,1,3,5,1,0,13,0,2,0,2,2,0,1,1,0,4,0,0,0,1,5,1,0
"6.3.5.10",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7.2.2.11",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0
"7.2.2.21",0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"1.1.1.17",0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1.1.1.130",0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1.1.1.159",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1.1.5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"1.2.1.5",0,0,0,0,3,0,2,0,0,1,3,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1.2.5.1",0,0,0,0,1,1,1,0,0,2,2,0,0,4,0,1,1,5,0,0,0,1,0,4,0,0,0,4,0,0,0
"1.3.1.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.3.1.91",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2.1.1.104",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"2.1.1.133",0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.1.1.176",0,0,0,0,2,1,1,0,0,1,1,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"2.1.3.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2.4.1.152",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2.4.1.227",0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"2.4.1.332",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2.5.1.48",0,0,0,1,1,0,2,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,1,0
"2.7.1.23",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,1,0,1,0,0,1,2,0,0
"2.7.1.29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2.7.1.60",0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2.7.1.100",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.7.1.170",0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"2.7.1.189",0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0
"2.7.4.25",0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2.7.7.75",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3.1.1.3",0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0
"3.1.1.43",0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"3.1.1.73",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3.2.1.101",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"3.2.1.179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3.4.13.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3.4.14.11",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"3.4.22.15",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0
"3.4.24.71",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3.4.24.75",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3.5.3.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3.5.3.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3.5.4.2",0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0
"3.6.1.11",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3.6.1.54",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4.1.1.81",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"4.1.2.26",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,1,2,0,1,1,2,0,0,0,0,0
"4.1.2.48",1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4.2.1.6",0,0,0,0,0,1,2,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"4.3.1.23",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4.6.1.1",4,0,0,0,1,0,4,0,1,3,0,0,0,1,0,1,0,0,2,1,2,0,1,1,4,2,1,3,1,1,0
"5.4.99.60",0,0,0,0,2,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5.6.1.1",0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"6.2.1.3",1,0,0,0,3,0,3,0,2,3,1,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
"1.1.1.21",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"1.1.1.47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.1.69",0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
"1.1.1.282",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.1.291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1.1.1.311",1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.3.99.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1.3.99.17",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.1.1.132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.3.1.94",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.6.1.9",0,0,0,0,0,1,3,0,0,1,2,0,0,3,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0
"2.7.1.121",0,0,0,0,0,0,1,0,0,1,1,0,0,6,1,4,0,1,2,0,0,0,0,1,0,0,0,3,8,0,0
"2.7.10.2",0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0
"2.8.3.16",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"2.9.1.1",0,0,0,0,1,0,2,0,0,0,2,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0
"2.10.1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3.1.1.7",0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
"3.1.3.82",0,0,1,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0
"3.2.1.70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3.2.1.74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3.2.1.151",0,0,3,1,1,0,0,0,1,7,5,0,2,0,1,2,0,1,2,1,6,4,0,11,0,0,0,8,0,3,1
"3.4.19.5",0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"4.2.3.2",0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"4.3.99.4",0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
"5.4.3.6",0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"5.4.99.19",0,1,0,0,2,1,3,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,2,0,1,0
"6.2.1.1",1,1,0,0,0,1,2,1,0,0,4,0,0,4,0,1,0,0,1,0,0,1,0,1,0,0,0,3,1,0,0
"6.2.1.33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6.3.1.5",0,0,0,0,3,1,2,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
"7.1.2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7.2.2.13",0,1,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"1.1.1.18",0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
