"","ERR209782","SRR5983300","SRR5936030","SRR5946907","SRR5946749","SRR5946674","SRR5946714","SRR5946754","SRR5946733","SRR5983268","SRR5946862","SRR5946927","SRR5946968","SRR5947102","SRR5946702","SRR5983270","SRR5946630","SRR5936219","SRR5946963","SRR5983437","SRR5983299","SRR5983400","SRR5935865","SRR5935996","SRR5946962","SRR5946881","SRR5936167","SRR5983391","ERR210422","SRR5935777","SRR5936111","SRR5947080","SRR5935789","SRR5983326","SRR5935898","SRR5983406","SRR5946894","SRR5946716","SRR5983393","SRR5935923","SRR5946685","SRR5947834","SRR5946943","SRR5935904","SRR5935875","SRR5935931","SRR5946627","SRR5983327","SRR5947869","SRR5983446","SRR5936190","SRR5946657","SRR5983284","SRR5935767","SRR5983355","SRR5983291","SRR5936199","ERR209799","SRR5935792","SRR5946892","SRR5983403","SRR5946675","SRR5946799","SRR5947056","SRR5947846","SRR5946873","ERR209764","SRR5947025","SRR5983275","SRR5946961","SRR5983294","SRR5936092","SRR5983297","SRR5947843","SRR5983282","SRR5983264"
"1.4.3.5",3,1,0,1,1,2,0,1,0,2,0,0,0,1,1,3,0,0,0,1,2,3,2,1,3,2,1,1,0,1,0,0,1,0,0,0,2,2,3,0,2,4,2,3,2,3,0,2,2,1,0,2,1,0,1,0,1,0,2,2,2,2,0,0,2,1,0,1,1,0,0,1,2,1,6,1
"1.4.3.16",11,7,2,7,5,4,4,7,3,18,0,2,3,5,1,13,3,0,0,6,8,11,11,5,10,10,5,9,0,1,7,0,3,16,2,2,4,4,5,1,4,9,5,7,4,13,2,17,9,7,2,3,7,6,4,7,6,5,7,5,14,11,1,0,8,4,11,6,4,2,2,6,5,3,18,5
"1.4.4.2",36,13,3,4,4,9,4,8,6,21,6,9,2,1,5,26,10,1,1,17,28,21,17,5,21,9,7,14,1,2,7,0,5,22,5,5,8,6,14,6,6,16,14,3,13,13,3,24,15,6,3,5,14,11,10,2,12,12,8,10,26,18,3,0,13,9,30,11,4,14,0,6,7,4,23,8
"1.4.7.1",8,8,5,5,1,3,1,2,5,27,7,10,11,6,3,4,7,3,3,10,11,8,6,10,4,7,12,4,1,2,2,4,2,9,4,5,5,5,2,3,1,6,6,4,10,8,3,8,7,4,2,8,6,3,5,3,13,6,7,7,15,13,0,0,12,10,19,8,6,9,6,9,7,3,11,4
"1.5.1.2",4,6,5,5,1,2,4,1,6,18,8,6,8,3,3,2,13,0,1,14,8,5,6,9,4,6,7,2,0,6,3,2,1,5,9,0,1,6,1,5,1,4,5,3,1,3,2,2,9,4,0,1,3,1,4,3,16,11,5,8,17,6,0,0,8,4,17,8,2,13,4,10,5,2,4,3
"1.5.1.3",3,2,0,0,0,0,1,0,0,3,1,2,0,0,0,2,2,1,0,2,4,4,6,1,2,1,0,1,0,1,1,0,1,1,0,0,0,0,5,0,1,4,0,0,2,3,1,5,2,0,1,2,0,1,1,0,0,1,1,1,5,2,1,0,4,2,3,1,1,1,2,1,0,0,4,1
"1.5.1.5",8,1,1,2,3,3,4,1,1,4,4,3,2,4,1,7,8,0,0,7,10,4,8,2,5,3,1,4,0,1,2,2,0,2,2,1,1,2,2,3,1,2,3,1,4,3,2,4,5,2,1,3,4,1,2,3,3,5,3,7,6,5,1,0,3,2,7,2,0,3,3,5,4,1,8,2
"1.5.1.7",14,13,8,8,5,5,6,4,4,22,8,7,9,9,6,11,19,3,3,26,23,15,12,14,21,9,3,13,0,2,12,8,2,13,8,1,6,8,4,6,7,8,7,7,11,4,4,17,12,8,3,4,7,7,10,12,12,17,7,11,26,11,2,0,11,6,17,13,3,13,8,19,13,2,18,6
"1.5.1.20",5,2,2,0,0,0,2,0,2,5,2,1,0,0,0,1,1,1,0,6,5,4,0,3,0,2,3,2,0,2,0,1,2,4,2,0,1,0,0,1,0,2,1,0,0,3,0,4,3,3,0,1,1,1,1,1,3,2,1,4,6,2,0,0,4,1,4,5,1,6,1,3,4,0,1,0
"1.6.5.11",29,16,6,6,9,7,0,2,0,21,1,2,0,4,3,23,6,0,3,13,30,20,22,3,17,9,5,17,1,1,14,0,3,25,0,2,10,5,8,0,3,16,3,8,12,19,4,24,14,5,3,9,16,13,8,9,8,11,4,6,21,18,2,0,13,8,24,6,6,1,2,8,13,6,31,7
"1.7.1.7",0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"1.7.1.13",6,3,3,2,3,5,2,4,3,11,2,3,3,2,0,8,1,0,1,12,11,6,7,2,9,2,1,5,0,5,5,0,1,6,2,1,3,5,7,3,5,2,6,3,7,3,2,8,8,1,2,3,9,3,5,1,4,9,5,4,13,4,0,0,7,6,12,1,3,4,3,2,6,3,7,2
"1.7.99.1",23,14,10,13,6,3,19,3,18,35,12,19,17,11,7,11,32,2,9,35,21,23,10,13,17,13,14,16,2,9,13,6,13,21,14,8,10,13,8,17,7,13,11,8,15,8,7,22,19,7,2,7,24,5,14,6,26,15,14,21,36,23,2,1,22,9,44,17,5,20,10,23,17,11,34,5
"1.8.1.4",13,7,10,6,7,6,5,6,7,11,9,4,1,3,0,9,10,0,1,7,12,7,12,0,11,7,6,9,0,1,2,1,0,18,0,3,7,3,13,5,5,10,6,5,8,12,3,19,11,10,0,8,13,3,6,4,6,2,11,13,18,7,1,0,12,13,7,13,3,4,7,7,4,3,8,2
"1.8.1.8",0,0,0,1,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,5,3,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,5,0,5,1,0,0,0,1,0,1,0,0,0,0,2,3,2,0,0,4,0,0,0,0,1,1,2,2,3,1,0
"1.8.1.9",45,18,9,13,13,8,17,8,24,40,23,18,19,10,5,20,31,5,1,34,34,17,18,13,22,13,20,24,0,3,6,4,5,18,10,5,13,15,15,17,10,13,19,11,21,17,3,21,19,20,4,11,14,11,11,13,30,19,16,23,32,18,2,0,26,12,39,32,6,32,10,29,16,11,30,10
"1.8.1.14",22,18,6,8,7,8,9,8,12,18,11,8,7,3,2,19,21,3,1,14,19,13,15,2,15,8,12,15,0,4,7,2,2,14,7,2,8,8,12,7,5,6,14,8,6,3,5,13,19,8,0,10,13,4,2,6,20,12,8,15,22,11,2,0,18,8,21,17,4,18,3,14,6,8,25,7
"1.8.4.8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1.8.4.11",11,3,0,0,1,1,1,2,1,6,1,0,1,0,2,2,1,2,2,8,4,3,3,1,5,3,2,5,0,1,3,1,1,6,1,1,5,0,5,4,1,4,1,2,4,9,1,11,5,1,0,1,1,3,3,3,4,2,3,1,8,5,1,0,3,1,6,2,0,4,1,2,1,5,5,0
"1.8.4.12",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
"1.8.4.14",7,5,1,4,3,4,0,4,1,3,0,0,0,3,0,5,0,0,0,4,3,1,2,0,1,4,0,3,1,0,1,0,1,2,0,0,5,2,1,0,1,2,5,3,4,5,2,4,1,3,0,2,4,0,3,2,2,4,2,2,2,4,0,0,2,3,3,3,0,1,0,3,4,2,5,1
"1.8.5.1",0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,4,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,3,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"1.8.99.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1.11.1.6",7,2,2,0,2,2,0,2,2,3,1,2,0,0,2,11,1,0,0,9,4,11,5,3,3,3,1,6,0,3,2,1,2,13,0,0,3,0,4,0,2,5,0,4,3,6,0,17,4,1,0,3,5,2,5,2,5,6,3,2,17,2,1,0,11,4,9,3,1,0,0,4,5,7,8,3
"1.11.1.15",33,10,7,9,10,8,11,8,6,14,11,4,6,7,3,18,16,4,6,20,25,20,13,7,20,9,8,13,0,7,7,1,6,15,4,3,18,6,14,11,9,11,9,10,19,16,5,31,16,6,2,8,19,6,14,11,21,12,10,16,25,19,1,0,16,8,20,14,3,11,7,12,15,7,22,5
"1.11.1.19",2,4,1,1,1,1,1,1,0,1,0,0,0,1,0,1,2,0,0,7,0,6,2,1,1,1,0,0,0,1,0,0,1,1,0,2,4,0,1,1,2,2,0,2,0,2,0,4,1,1,0,1,1,1,0,0,0,0,1,2,1,2,0,0,2,2,0,2,0,0,0,0,2,2,1,2
"1.12.1.3",4,1,0,0,0,0,3,1,2,3,4,2,0,1,1,2,2,0,0,0,3,2,0,0,2,4,3,2,0,0,0,1,2,3,0,1,1,2,0,1,3,2,2,2,1,1,0,3,1,3,0,2,2,1,1,2,4,1,6,5,3,2,0,0,2,4,2,4,0,5,1,4,3,1,2,1
"1.12.7.2",29,13,6,6,3,5,18,1,21,31,13,10,11,2,3,12,19,2,6,15,8,6,7,5,8,9,16,11,0,14,5,4,1,12,6,4,3,4,16,11,4,9,11,7,11,11,6,12,15,10,0,7,10,2,13,3,26,16,13,19,19,9,0,0,13,8,16,17,2,20,7,31,6,8,15,3
"1.13.12.4",6,1,1,0,1,2,0,1,3,4,3,0,2,0,0,1,8,0,1,2,2,0,0,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,3,0,2,0,2,4,1,3,1,1,1,0,0,3,2,3,1,2,2,2,0,0,1,1,5,1,1,4,1,1,0,0,3,0
"1.15.1.1",9,3,2,3,2,3,3,4,5,10,4,3,3,2,1,10,9,0,1,7,12,4,7,3,7,4,3,1,0,3,3,0,1,14,1,0,7,3,6,5,2,3,4,4,10,11,4,15,6,5,0,2,8,2,7,2,8,4,3,11,9,8,0,0,5,5,5,6,1,4,2,6,4,6,15,3
"1.15.1.2",6,2,0,0,1,0,3,0,3,3,1,2,1,0,1,1,2,0,2,2,2,0,1,0,3,2,6,2,0,1,0,0,0,1,3,3,1,2,1,3,1,1,1,2,1,1,2,0,3,0,1,2,0,1,3,1,4,3,1,1,5,1,0,0,4,0,2,0,2,1,0,3,1,1,1,1
"1.16.3.2",6,1,2,2,2,0,0,0,2,6,1,1,0,0,1,1,2,1,1,5,7,3,6,1,1,2,1,2,0,1,1,0,1,6,1,0,4,0,5,2,0,3,0,2,1,7,0,6,4,4,1,0,3,0,3,2,3,1,3,2,2,5,0,0,5,0,1,4,0,0,1,2,4,3,6,2
"1.17.1.8",12,5,2,3,0,2,6,1,8,12,5,7,9,2,4,3,8,1,1,14,9,6,4,3,2,3,5,5,0,7,4,2,1,7,6,2,1,4,2,6,3,2,4,2,8,5,1,12,4,4,0,1,8,1,7,4,8,5,7,6,13,5,0,0,4,5,10,7,1,10,3,10,3,1,5,0
"1.17.1.9",6,2,2,2,0,0,5,1,8,10,4,5,2,1,1,10,2,0,1,4,10,4,3,4,2,2,3,4,0,3,0,0,0,10,3,0,1,0,5,2,1,6,7,1,4,12,0,13,5,1,0,1,7,0,8,4,8,4,4,7,10,6,0,0,8,3,4,4,0,5,3,6,2,7,7,3
"1.17.4.1",8,6,2,2,2,2,5,1,4,15,3,2,1,1,3,2,7,3,3,7,8,1,4,3,4,8,7,2,0,6,2,2,1,13,1,4,1,3,3,4,2,7,5,4,2,13,1,28,3,5,0,6,2,4,10,1,13,3,7,3,5,5,1,0,16,1,10,6,0,4,2,13,2,10,4,1
"1.17.4.2",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.17.7.1",18,13,4,2,2,7,11,1,7,20,11,7,11,4,5,3,17,2,3,12,10,9,8,5,8,9,6,9,0,7,7,3,1,10,4,8,5,5,5,10,6,4,5,5,7,3,2,8,5,2,3,7,7,6,4,4,14,6,9,8,23,10,0,0,11,6,18,10,4,20,10,13,5,2,7,3
"1.17.7.3",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,2,1
"1.17.7.4",4,2,2,3,0,0,1,1,4,7,4,3,0,3,1,1,5,1,1,8,3,0,2,2,0,2,3,2,0,4,0,0,0,3,3,0,1,3,0,4,1,4,4,4,2,3,2,8,7,3,0,1,1,1,3,3,6,2,3,5,6,4,0,0,6,2,7,6,1,8,2,6,2,2,6,0
"1.18.1.1",12,4,2,6,2,2,6,2,2,11,12,2,6,4,1,5,12,1,0,9,5,7,6,3,4,4,7,2,0,2,4,0,2,9,5,1,3,4,7,1,5,4,4,3,5,3,2,9,5,10,0,6,5,0,1,3,8,4,11,12,11,7,0,0,5,5,8,15,2,14,3,7,5,4,6,5
"1.18.1.2",43,33,5,7,8,8,16,10,15,49,19,14,20,12,11,16,37,5,5,42,30,27,26,18,19,17,17,21,0,10,13,7,8,30,15,6,10,9,15,16,12,13,15,8,19,13,6,23,30,18,3,14,31,6,13,15,34,29,28,21,59,19,3,0,26,8,53,21,6,30,20,28,17,11,36,5
"1.18.6.1",2,6,2,0,0,2,5,1,1,3,2,3,0,0,0,1,4,0,1,0,1,2,2,1,0,4,3,1,0,4,0,0,0,2,0,0,0,0,1,3,2,1,1,1,1,3,1,1,2,1,0,0,1,1,1,0,17,2,3,4,0,0,0,0,5,0,8,0,1,2,0,15,1,0,1,0
"1.20.4.4",6,1,0,2,2,3,3,0,0,5,2,0,0,1,1,2,2,0,0,4,5,4,2,1,2,2,0,1,0,0,1,0,1,2,1,1,3,1,3,0,1,3,4,1,2,2,1,6,4,1,1,3,4,1,1,0,3,3,4,1,4,6,0,0,1,5,4,2,0,1,3,3,5,0,7,4
"1.97.1.4",3,3,1,0,2,3,4,0,6,13,3,3,5,2,2,1,10,1,1,13,10,3,3,2,1,6,4,8,0,3,0,0,1,4,0,4,2,5,2,4,1,0,2,2,4,6,1,8,5,1,0,1,5,4,2,1,4,4,6,4,14,4,1,0,5,5,8,4,1,6,1,7,6,4,5,0
"2.1.1.13",29,9,7,3,4,13,7,7,5,39,8,6,4,7,4,19,13,0,2,33,38,22,24,6,21,11,1,14,1,5,7,1,9,25,3,2,16,7,21,6,4,21,7,10,17,16,1,45,25,4,4,6,19,7,11,13,12,17,6,12,32,19,3,1,16,7,26,7,3,4,2,10,15,9,34,10
"2.1.1.14",3,6,0,1,1,3,2,1,5,8,2,3,9,5,0,3,8,0,0,17,10,3,1,5,1,1,1,0,0,3,2,1,0,6,3,0,0,2,0,2,2,4,5,3,0,6,0,13,8,0,0,3,2,1,3,2,0,1,5,5,9,0,0,0,2,3,12,1,0,4,2,2,2,1,5,0
"2.1.1.31",2,1,3,0,0,0,1,0,2,6,1,1,0,0,0,1,3,0,0,4,1,2,2,0,3,2,1,1,0,1,0,2,0,2,1,1,1,1,1,0,1,0,0,1,0,0,0,1,4,0,0,0,2,1,2,2,2,3,2,4,2,0,0,0,2,3,3,3,0,4,1,3,1,0,1,0
"2.1.1.33",12,2,3,4,2,1,10,0,6,15,8,7,10,1,3,2,11,2,2,16,9,4,3,7,4,6,6,3,0,5,4,3,2,4,1,2,2,3,2,5,3,0,5,3,2,6,3,7,9,4,0,2,4,0,4,2,12,4,6,6,11,6,0,0,10,3,17,5,1,16,3,11,3,2,7,0
"2.1.1.35",0,0,1,0,1,0,0,0,2,4,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,2,0,2,1,0,0,4,0,5,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0
"2.1.1.37",13,5,4,4,1,1,3,1,0,12,4,2,3,1,1,1,6,1,3,9,11,4,11,2,3,2,2,2,0,2,2,1,2,4,3,0,5,4,0,3,6,2,5,4,2,3,8,3,8,4,1,5,5,5,4,3,7,4,2,6,8,4,1,0,7,2,16,6,3,6,3,6,3,0,8,4
"2.1.1.45",13,3,3,4,1,1,5,1,2,8,4,4,4,4,2,4,10,0,5,7,4,4,3,2,3,6,6,4,0,4,2,0,0,6,3,0,1,4,2,4,2,1,3,1,2,3,4,7,8,5,0,4,3,2,1,2,7,3,7,8,10,5,0,0,3,3,11,5,0,4,6,7,2,2,4,3
"2.1.1.61",5,4,4,4,2,3,3,4,6,8,3,4,1,2,3,5,6,1,1,6,10,2,4,3,1,4,4,7,0,1,7,1,0,6,2,2,4,0,3,2,3,1,6,1,5,7,1,15,6,6,0,2,7,1,2,2,5,4,3,5,10,7,0,0,5,5,10,4,1,1,1,6,4,4,9,5
"2.1.1.63",10,6,1,0,0,2,5,0,3,15,9,2,3,0,2,11,11,1,1,8,8,3,7,3,7,4,6,9,0,2,1,1,1,7,3,2,1,3,2,3,1,6,1,2,4,7,1,11,9,3,1,3,3,2,4,1,11,1,4,11,15,4,1,0,10,6,7,10,2,9,2,11,4,2,11,3
"2.1.1.64",31,11,9,8,4,8,11,4,12,29,11,14,17,6,3,13,24,4,1,22,19,12,13,11,15,12,10,9,0,4,13,5,2,17,11,9,7,6,8,9,4,9,12,8,11,3,3,17,15,10,2,6,9,6,6,6,20,21,13,13,30,12,0,0,12,13,28,18,3,18,6,12,12,4,23,4
"2.1.1.72",21,11,5,9,4,5,5,6,13,33,4,9,8,5,9,12,13,3,1,15,10,11,8,5,7,6,4,18,0,5,6,4,4,9,4,8,3,8,10,3,9,12,6,7,6,6,4,19,14,8,0,8,7,6,5,6,7,7,6,14,15,12,0,0,12,9,23,8,3,9,7,4,6,3,16,7
"2.1.1.74",13,11,2,3,4,8,9,2,3,16,9,1,2,7,2,2,14,4,1,16,6,2,12,3,3,3,1,10,0,1,1,1,0,5,2,6,3,4,7,4,3,9,5,4,10,2,4,9,6,4,0,4,7,3,2,4,5,3,10,8,13,7,0,0,9,5,13,8,4,13,5,5,4,3,6,3
"2.1.1.80",0,3,0,1,0,0,0,0,3,8,0,1,2,0,1,0,1,0,0,2,5,4,1,1,1,0,0,0,0,4,1,1,1,2,5,0,0,1,0,1,1,0,2,0,1,3,1,2,2,0,1,0,1,0,1,0,3,0,2,1,4,0,0,0,1,1,3,1,0,1,1,5,0,1,3,0
"2.1.1.107",11,5,2,1,2,2,1,0,8,7,9,3,7,2,1,3,6,1,1,7,3,4,3,2,0,3,5,2,0,9,3,1,1,4,2,1,2,1,1,6,1,4,4,0,3,6,1,8,5,1,1,0,1,2,3,2,5,2,2,5,4,1,0,0,5,0,8,7,0,9,3,6,1,3,2,0
"2.1.1.170",10,8,4,2,0,2,9,0,8,15,11,5,7,2,4,5,14,1,2,11,3,4,1,5,2,6,9,6,0,6,1,2,1,5,6,2,1,3,3,4,4,2,8,3,4,2,3,3,8,7,0,3,6,0,6,1,10,7,8,7,9,1,0,0,8,3,16,10,2,8,5,10,7,2,6,1
"2.1.1.173",3,2,0,0,0,0,1,1,1,7,2,0,0,0,0,0,1,0,0,6,4,1,1,1,2,2,0,0,0,1,1,0,0,3,0,0,0,0,0,4,0,0,1,0,0,7,0,7,0,1,0,0,0,0,3,1,0,0,0,2,8,1,0,0,3,1,2,0,0,2,0,2,1,4,0,0
"2.1.1.177",17,3,2,1,1,4,4,0,7,12,5,4,10,4,4,4,9,2,3,8,4,4,2,4,3,8,7,5,0,4,3,1,1,7,3,3,1,1,1,7,0,0,4,2,1,4,1,4,7,3,0,2,2,2,3,1,13,7,7,4,16,4,0,0,9,2,14,11,2,7,4,6,2,3,6,0
"2.1.1.178",0,4,2,4,1,1,2,0,6,7,3,1,3,0,2,1,3,0,1,9,5,2,1,6,1,6,4,4,0,0,1,1,1,3,2,1,0,1,2,2,1,1,3,2,3,1,2,1,6,3,0,1,3,1,1,0,5,7,3,2,7,2,0,0,5,0,8,7,2,4,1,7,5,1,3,0
"2.1.1.182",28,17,8,8,1,8,13,4,23,41,17,12,17,10,7,11,24,5,4,31,26,15,11,16,11,15,13,13,0,10,8,4,3,12,12,6,3,10,7,16,9,8,12,9,12,6,7,19,30,17,2,7,17,6,9,8,33,15,15,19,31,15,0,0,10,7,39,15,5,24,10,23,10,9,18,2
"2.1.1.190",2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,2,3,3,1,2,0,3,1,0,0,0,1,0,0,2,1,0,0,0,1,3,0,0,1,1,3,1,1,3,3,0,0,1,1,0,1,1,1,0,1,1,3,1,0,0,1,0,1,1,0,1,0,0,0,1,2,0
"2.1.1.192",23,13,5,3,2,4,8,1,6,25,7,6,10,5,4,8,11,1,2,11,12,9,9,8,11,4,3,9,0,4,4,2,4,10,4,4,3,4,4,6,5,8,3,5,9,11,1,10,16,6,2,4,10,5,8,6,10,9,8,10,20,5,0,0,11,6,20,11,4,10,6,12,6,9,10,4
"2.1.1.198",18,8,5,7,4,7,8,6,6,18,7,3,11,7,4,14,17,2,7,12,18,9,7,7,9,4,4,9,0,6,7,2,1,11,5,4,5,5,8,9,6,2,10,9,6,7,6,12,13,6,0,8,9,2,9,5,14,13,7,10,18,11,0,0,9,9,21,14,2,13,8,16,9,3,12,3
"2.1.1.199",26,13,6,6,6,7,14,5,9,36,13,7,12,7,5,9,25,4,4,21,24,12,12,11,9,12,10,8,0,6,7,2,2,20,8,3,6,5,7,11,7,5,10,7,11,7,3,15,19,10,2,7,11,2,7,12,23,14,9,16,24,15,1,0,11,7,31,18,5,23,8,19,9,5,16,5
"2.1.1.207",11,10,6,5,1,5,7,2,9,19,6,8,8,7,7,2,9,3,4,17,12,9,4,5,5,10,8,6,0,0,2,1,0,7,4,5,2,5,1,7,7,8,9,8,7,3,1,6,7,7,0,4,5,4,6,6,7,7,9,16,14,7,0,0,11,5,21,9,3,14,4,9,5,4,7,2
"2.1.1.217",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2.1.1.228",0,2,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0
"2.1.1.258",0,2,1,0,1,1,1,0,2,1,1,0,2,1,0,1,1,1,0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,4,1,2,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0
"2.1.1.271",7,4,2,1,2,3,1,1,4,5,3,3,3,2,1,7,5,3,2,6,10,3,5,3,4,3,2,3,0,4,5,1,2,5,2,3,3,3,2,2,0,2,2,2,2,3,4,4,5,2,1,0,6,0,2,4,5,6,4,3,7,5,1,0,3,2,7,2,3,6,0,2,3,3,6,1
"2.1.1.297",13,5,4,2,4,1,9,6,7,28,7,9,5,5,5,7,20,3,5,19,19,11,12,10,14,7,8,7,0,5,5,4,4,11,4,8,9,2,10,8,5,5,4,3,6,9,3,16,17,8,1,6,16,6,9,6,16,12,9,8,26,10,1,0,9,7,19,9,1,12,5,12,11,5,15,5
"2.1.2.1",32,21,4,11,3,8,13,2,23,45,15,16,14,5,6,16,28,2,5,35,29,20,18,8,16,10,12,18,0,12,11,4,6,16,10,7,16,8,13,11,7,13,14,10,15,11,6,30,30,11,2,10,21,12,9,12,26,20,17,29,44,28,0,0,24,12,38,24,6,26,11,20,18,4,30,7
"2.1.2.2",9,4,1,2,0,2,4,0,2,3,4,2,3,1,2,3,5,1,0,8,8,3,2,3,3,1,3,3,0,4,2,1,0,4,0,3,1,4,2,4,0,1,2,1,6,0,1,8,4,5,0,2,1,1,1,3,5,2,3,6,6,1,0,0,3,4,6,5,1,3,3,4,1,1,6,1
"2.1.2.5",4,2,0,0,0,0,2,0,0,2,2,0,0,0,1,4,3,0,0,4,2,6,3,1,4,1,0,3,0,0,0,0,0,4,0,1,3,0,1,0,1,1,0,0,2,1,0,3,2,0,0,0,3,1,4,1,1,1,0,2,5,6,0,0,1,0,2,3,0,0,0,2,2,0,2,1
"2.1.2.9",14,7,5,5,3,4,12,4,7,21,7,4,8,5,2,4,18,2,3,13,16,8,11,5,9,10,5,10,0,6,6,2,2,12,3,1,5,5,4,7,2,7,2,5,11,5,2,13,12,7,1,4,14,3,6,5,11,10,10,11,18,7,1,0,9,3,13,8,1,11,6,10,7,4,15,3
"2.1.2.10",12,7,1,1,0,1,3,1,3,8,3,2,0,0,2,6,5,0,0,6,6,6,6,0,10,4,5,4,1,1,3,0,3,9,0,1,3,2,5,4,2,7,4,3,4,6,0,9,4,2,0,1,4,4,3,4,6,1,2,2,12,6,0,0,5,2,9,7,1,5,1,5,5,2,12,5
"2.1.2.11",22,7,3,2,4,4,10,3,3,16,1,1,2,4,2,6,4,1,2,9,7,12,12,1,9,2,1,6,0,1,5,1,4,9,3,5,6,3,6,1,5,5,1,4,5,2,1,7,6,1,0,3,8,3,5,3,3,7,7,5,13,6,1,0,2,4,12,5,2,2,1,2,7,4,14,3
"2.1.3.1",3,2,1,0,1,0,0,0,1,2,2,3,2,1,0,1,2,0,0,1,3,1,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,4,1,0,0,4,0,1,0,1,2,3,0,2,2,0,0,4,1,2,1,0,1,1,2,1,0,2,0
"2.1.3.2",26,25,6,12,4,9,11,4,8,49,19,7,20,7,7,17,23,2,6,26,34,17,16,11,16,19,12,24,0,5,8,6,4,25,9,3,8,8,9,11,10,15,14,15,14,16,8,19,27,9,1,9,16,5,7,11,19,18,19,20,46,21,0,0,20,6,40,14,6,17,10,18,16,11,25,4
"2.1.3.3",24,22,8,8,6,8,15,6,10,37,14,15,13,6,7,5,20,3,6,31,20,19,10,13,4,16,13,14,0,7,8,5,5,16,10,7,3,10,7,18,4,11,8,9,16,12,5,13,20,10,2,8,14,5,12,10,19,18,10,21,24,19,0,0,19,6,30,12,5,19,14,13,10,6,17,9
"2.1.3.9",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
