Object-ID	Pathway	Common-Name	Ontology-pathway_type	Parental-Ontology-pathway_type	General_Pathway_Type
PWY-7224	purine_deoxyribonucleosides_salvage	purine_deoxyribonucleosides_salvage	Metabolic_Clusters	Biosynthesis	Specialized_and_Miscellaneous_Routes
TRNA-CHARGING-PWY	tRNA_charging	tRNA_charging	Metabolic_Clusters	Macromolecule_Modification	Specialized_and_Miscellaneous_Routes
PPGPPMET-PWY	ppGpp_metabolism	ppGpp_metabolism	Metabolic_Regulator_Biosynthesis	Biosynthesis	Signaling_and_Regulation_Metabolism
PWY-5656	mannosylglycerate_biosynthesis_I	mannosylglycerate_biosynthesis_I	Metabolic_Regulator_Biosynthesis	Biosynthesis	Signaling_and_Regulation_Metabolism
PWY-5083	NAD(P)/NADPH_interconversion	NAD(P)/NADPH_interconversion	Metabolite_Interconversion	Degradation_Utilization_Assimilation	Central_metabolism_and_energy
PWY-6700	queuosine_biosynthesis_I_(<i>de_novo</i>)	queuosine_biosynthesis_I_(de_novo)	Nucleic_Acid_Processing	Macromolecule_Modification	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7283	wybutosine_biosynthesis	wybutosine_biosynthesis	Nucleic_Acid_Processing	Macromolecule_Modification	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7286	7-(3-amino-3-carboxypropyl)-wyosine_biosynthesis	7-(3-amino-3-carboxypropyl)-wyosine_biosynthesis	Nucleic_Acid_Processing	Macromolecule_Modification	Nucleotide_and_Nucleic_Acid_Metabolism
PWY0-1479	tRNA_processing	tRNA_processing	Nucleic_Acid_Processing	Macromolecule_Modification	Nucleotide_and_Nucleic_Acid_Metabolism
DENOVOPURINE2-PWY	superpathway_of_purine_nucleotides_<i>de_novo</i>_biosynthesis_II	superpathway_of_purine_nucleotides_de_novo_biosynthesis_II	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-5686	UMP_biosynthesis_I	UMP_biosynthesis_I	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-6121	5-aminoimidazole_ribonucleotide_biosynthesis_I	5-aminoimidazole_ribonucleotide_biosynthesis_I	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-6122	5-aminoimidazole_ribonucleotide_biosynthesis_II	5-aminoimidazole_ribonucleotide_biosynthesis_II	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-6123	inosine-5'-phosphate_biosynthesis_I	inosine-5'-phosphate_biosynthesis_I	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-6124	inosine-5'-phosphate_biosynthesis_II	inosine-5'-phosphate_biosynthesis_II	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-6125	superpathway_of_guanosine_nucleotides_<i>de_novo</i>_biosynthesis_II	superpathway_of_guanosine_nucleotides_de_novo_biosynthesis_II	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-6126	superpathway_of_adenosine_nucleotides_<i>de_novo</i>_biosynthesis_II_(from_IMP_and_L-aspartate)	superpathway_of_adenosine_nucleotides_de_novo_biosynthesis_II_(from_IMP_and_L-aspartate)	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-6277	superpathway_of_5-aminoimidazole_ribonucleotide_biosynthesis_(from_PRPP)	superpathway_of_5-aminoimidazole_ribonucleotide_biosynthesis_(from_PRPP)	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-6609	adenine_and_adenosine_salvage_III	adenine_and_adenosine_salvage_III	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7187	pyrimidine_deoxyribonucleotides_<i>de_novo</i>_biosynthesis_II	pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_II	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7196	superpathway_of_pyrimidine_ribonucleosides_salvage	superpathway_of_pyrimidine_ribonucleosides_salvage	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7199	pyrimidine_deoxyribonucleosides_salvage	pyrimidine_deoxyribonucleosides_salvage	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7200	superpathway_of_pyrimidine_deoxyribonucleoside_salvage	superpathway_of_pyrimidine_deoxyribonucleoside_salvage	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7208	superpathway_of_pyrimidine_nucleobases_salvage	superpathway_of_pyrimidine_nucleobases_salvage	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7211	superpathway_of_pyrimidine_deoxyribonucleotides_<i>de_novo</i>_biosynthesis	superpathway_of_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7219	adenosine_ribonucleotides_<i>de_novo</i>_biosynthesis	adenosine_ribonucleotides_de_novo_biosynthesis	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7220	adenosine_deoxyribonucleotides_<i>de_novo</i>_biosynthesis_II	adenosine_deoxyribonucleotides_de_novo_biosynthesis_II	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7221	guanosine_ribonucleotides_<i>de_novo</i>_biosynthesis	guanosine_ribonucleotides_de_novo_biosynthesis	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7222	guanosine_deoxyribonucleotides_<i>de_novo</i>_biosynthesis_II	guanosine_deoxyribonucleotides_de_novo_biosynthesis_II	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7228	superpathway_of_guanosine_nucleotides_<i>de_novo</i>_biosynthesis_I	superpathway_of_guanosine_nucleotides_de_novo_biosynthesis_I	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7229	superpathway_of_adenosine_nucleotides_<i>de_novo</i>_biosynthesis_I_(from_IMP_and_L-aspartate)	superpathway_of_adenosine_nucleotides_de_novo_biosynthesis_I_(from_IMP_and_L-aspartate)	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7234	inosine-5'-phosphate_biosynthesis_III	inosine-5'-phosphate_biosynthesis_III	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-841	superpathway_of_purine_nucleotides_<i>de_novo</i>_biosynthesis_I	superpathway_of_purine_nucleotides_de_novo_biosynthesis_I	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY0-162	superpathway_of_pyrimidine_ribonucleotides_<i>de_novo</i>_biosynthesis	superpathway_of_pyrimidine_ribonucleotides_de_novo_biosynthesis	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY0-166	superpathway_of_pyrimidine_deoxyribonucleotides_<i>de_novo</i>_biosynthesis_(<i>E._coli</i>)	superpathway_of_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_(E._coli)	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY66-409	superpathway_of_purine_nucleotide_salvage	superpathway_of_purine_nucleotide_salvage	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-5044	purine_nucleotides_degradation_I_(plants)	purine_nucleotides_degradation_I_(plants)	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-5532	nucleoside_and_nucleotide_degradation_(archaea)	nucleoside_and_nucleotide_degradation_(archaea)	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-5695	inosine_5'-phosphate_degradation	inosine_5'-phosphate_degradation	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-6353	purine_nucleotides_degradation_II_(aerobic)	purine_nucleotides_degradation_II_(aerobic)	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-6595	superpathway_of_guanosine_nucleotides_degradation_(plants)	superpathway_of_guanosine_nucleotides_degradation_(plants)	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-6596	adenosine_nucleotides_degradation_I	adenosine_nucleotides_degradation_I	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-6606	guanosine_nucleotides_degradation_II	guanosine_nucleotides_degradation_II	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-6608	guanosine_nucleotides_degradation_III	guanosine_nucleotides_degradation_III	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7185	UTP_and_CTP_dephosphorylation_I	UTP_and_CTP_dephosphorylation_I	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
PWY-7209	superpathway_of_pyrimidine_ribonucleosides_degradation	superpathway_of_pyrimidine_ribonucleosides_degradation	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
PWY0-1296	purine_ribonucleosides_degradation	purine_ribonucleosides_degradation	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
PWY0-1297	superpathway_of_purine_deoxyribonucleosides_degradation	superpathway_of_purine_deoxyribonucleosides_degradation	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
PWY0-1298	superpathway_of_pyrimidine_deoxyribonucleosides_degradation	superpathway_of_pyrimidine_deoxyribonucleosides_degradation	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
SALVADEHYPOX-PWY	adenosine_nucleotides_degradation_II	adenosine_nucleotides_degradation_II	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
P125-PWY	superpathway_of_(<i>R,R</i>)-butanediol_biosynthesis_(from_pyruvate)	superpathway_of_(R,R)-butanediol_biosynthesis_(from_pyruvate)	Other_Biosynthesis	Biosynthesis	Specialized_and_Miscellaneous_Routes
PWY-4041	&gamma;-glutamyl_cycle	gamma-glutamyl_cycle	Other_Biosynthesis	Biosynthesis	Specialized_and_Miscellaneous_Routes
PWY-6147	6-hydroxymethyl-dihydropterin_diphosphate_biosynthesis_I	6-hydroxymethyl-dihydropterin_diphosphate_biosynthesis_I	Other_Biosynthesis	Biosynthesis	Specialized_and_Miscellaneous_Routes
PWY-6396	superpathway_of_2,3-butanediol_biosynthesis_(from_pyruvate)	superpathway_of_2,3-butanediol_biosynthesis_(from_pyruvate)	Other_Biosynthesis	Biosynthesis	Specialized_and_Miscellaneous_Routes
PWY-6519	8-amino-7-oxononanoate_biosynthesis_I	8-amino-7-oxononanoate_biosynthesis_I	Other_Biosynthesis	Biosynthesis	Specialized_and_Miscellaneous_Routes
PWY-6797	6-hydroxymethyl-dihydropterin_diphosphate_biosynthesis_II_(<i>Methanocaldococcus</i>)	6-hydroxymethyl-dihydropterin_diphosphate_biosynthesis_II_(Methanocaldococcus)	Other_Biosynthesis	Biosynthesis	Specialized_and_Miscellaneous_Routes
PWY-7539	6-hydroxymethyl-dihydropterin_diphosphate_biosynthesis_III_(Chlamydia)	6-hydroxymethyl-dihydropterin_diphosphate_biosynthesis_III_(Chlamydia)	Other_Biosynthesis	Biosynthesis	Specialized_and_Miscellaneous_Routes
PWY1G-0	mycothiol_biosynthesis	mycothiol_biosynthesis	Other_Biosynthesis	Biosynthesis	Specialized_and_Miscellaneous_Routes
PWY-6572	chondroitin_sulfate_degradation_I_(bacterial)	chondroitin_sulfate_degradation_I_(bacterial)	Polymeric_Compound_Degradation	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
PWY-6731	starch_degradation_III	starch_degradation_III	Polymeric_Compound_Degradation	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
PWY-6737	starch_degradation_V	starch_degradation_V	Polymeric_Compound_Degradation	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
PWY-7118	chitin_deacetylation	chitin_deacetylation	Polymeric_Compound_Degradation	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
POLYISOPRENSYN-PWY	polyisoprenoid_biosynthesis_(<i>E._coli</i>)	polyisoprenoid_biosynthesis_(E._coli)	Polyprenyl_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-7511	protein_ubiquitination	protein_ubiquitination	Protein_Modification	Macromolecule_Modification	Cellular_Structure_and_Modification_of_Macromolecules
AEROBACTINSYN-PWY	aerobactin_biosynthesis	aerobactin_biosynthesis	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
ENTBACSYN-PWY	enterobactin_biosynthesis	enterobactin_biosynthesis	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
NONMEVIPP-PWY	methylerythritol_phosphate_pathway_I	methylerythritol_phosphate_pathway_I	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-5121	superpathway_of_geranylgeranyl_diphosphate_biosynthesis_II_(via_MEP)	superpathway_of_geranylgeranyl_diphosphate_biosynthesis_II_(via_MEP)	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-5531	3,8-divinyl-chlorophyllide_<i>a</i>_biosynthesis_(from_uroporphyrinogen-III)_II_(anaerobic)	3,8-divinyl-chlorophyllide_a_biosynthesis_(from_uroporphyrinogen-III)_II_(anaerobic)	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-5757	fosfomycin_biosynthesis	fosfomycin_biosynthesis	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-5910	superpathway_of_geranylgeranyldiphosphate_biosynthesis_I_(via_mevalonate)	superpathway_of_geranylgeranyldiphosphate_biosynthesis_I_(via_mevalonate)	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-6098	diploterol_biosynthesis	diploterol_biosynthesis	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-6174	mevalonate_pathway_II_(haloarchaea)	mevalonate_pathway_II_(haloarchaea)	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-6270	isoprene_biosynthesis_I	isoprene_biosynthesis_I	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-6660	2-heptyl-3-hydroxy-4(1<i>H</i>)-quinolone_biosynthesis	2-heptyl-3-hydroxy-4(1H)-quinolone_biosynthesis	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-6662	superpathway_of_quinolone_and_alkylquinolone_biosynthesis	superpathway_of_quinolone_and_alkylquinolone_biosynthesis	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-6703	preQ<sub>0</sub>_biosynthesis	preQ0_biosynthesis	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-6859	<i>all-trans</i>-farnesol_biosynthesis	all-trans-farnesol_biosynthesis	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-7159	3,8-divinyl-chlorophyllide_<i>a</i>_biosynthesis_(from_uroporphyrinogen-III)_III_(aerobic,_light_independent)	3,8-divinyl-chlorophyllide_a_biosynthesis_(from_uroporphyrinogen-III)_III_(aerobic,_light_independent)	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-7255	ergothioneine_biosynthesis_I_(bacteria)	ergothioneine_biosynthesis_I_(bacteria)	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-7391	isoprene_biosynthesis_II_(engineered)	isoprene_biosynthesis_II_(engineered)	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-7392	taxadiene_biosynthesis_(engineered)	taxadiene_biosynthesis_(engineered)	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-7560	methylerythritol_phosphate_pathway_II	methylerythritol_phosphate_pathway_II	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-7626	bacilysin_biosynthesis	bacilysin_biosynthesis	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-922	mevalonate_pathway_I_(eukaryotes_and_bacteria)	mevalonate_pathway_I_(eukaryotes_and_bacteria)	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-7218	photosynthetic_3-hydroxybutanoate_biosynthesis_(engineered)	photosynthetic_3-hydroxybutanoate_biosynthesis_(engineered)	Storage_Compound_Biosynthesis	Biosynthesis	Carbohydrate_metabolism
ALL-CHORISMATE-PWY	superpathway_of_chorismate_metabolism	superpathway_of_chorismate_metabolism	Superpathways	Superpathways	Specialized_and_Miscellaneous_Routes
FUC-RHAMCAT-PWY	superpathway_of_fucose_and_rhamnose_degradation	superpathway_of_fucose_and_rhamnose_degradation	Superpathways	Superpathways	Specialized_and_Miscellaneous_Routes
GALACT-GLUCUROCAT-PWY	superpathway_of_hexuronide_and_hexuronate_degradation	superpathway_of_hexuronide_and_hexuronate_degradation	Superpathways	Superpathways	Specialized_and_Miscellaneous_Routes
GLUCARGALACTSUPER-PWY	superpathway_of_D-glucarate_and_D-galactarate_degradation	superpathway_of_D-glucarate_and_D-galactarate_degradation	Superpathways	Superpathways	Specialized_and_Miscellaneous_Routes
PRPP-PWY	superpathway_of_histidine,_purine,_and_pyrimidine_biosynthesis	superpathway_of_histidine,_purine,_and_pyrimidine_biosynthesis	Superpathways	Superpathways	Specialized_and_Miscellaneous_Routes
PWY0-781	aspartate_superpathway	aspartate_superpathway	Superpathways	Superpathways	Specialized_and_Miscellaneous_Routes
TCA-GLYOX-BYPASS	superpathway_of_glyoxylate_bypass_and_TCA	superpathway_of_glyoxylate_bypass_and_TCA	Superpathways	Superpathways	Specialized_and_Miscellaneous_Routes
PWY-5188	uroporphyrinogen-III_I_(from_glutamate)	uroporphyrinogen-III_I_(from_glutamate)	Tetrapyrrole_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5189	uroporphyrinogen-III_II_(from_glycine)	uroporphyrinogen-III_II_(from_glycine)	Tetrapyrrole_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6549	nitrogen_remobilization_from_senescing_leaves	nitrogen_remobilization_from_senescing_leaves	Transport	Transport	Specialized_and_Miscellaneous_Routes
