"","train_369","train_370","train_371","train_372","train_373","train_374","train_375","train_376","train_377","train_381","train_382","train_386","train_387","train_388","train_391","train_392","train_396","train_397","train_398","train_405","train_406","train_418","train_419","train_420","train_421","train_422","train_423","train_424","train_425","train_426","train_469","train_488","train_489","train_490","train_491","train_506","train_533","train_534","train_535","train_538","train_539","train_540","train_541","train_543","train_544","train_586","train_587","train_588","train_595","train_596","train_597","train_598","train_605","train_614","train_615","train_616","train_626","train_627","train_628","train_629","train_630","train_632","train_633","train_634","train_635","train_636","train_637","train_638","train_645","train_646","train_647","train_648"
"Ruminococcus_torques",0.16854,0.2281,0.12005,0.10648,0.08373,0.34272,0.34315,0.29654,1.12922,0.07712,0.27999,0.64475,0.6313,0.54357,0.0988899999999999,0,0.63249,0.46946,1.02635,0.03299,0.14825,0.27647,0.24569,0.16891,1.36522,1.21747,0.17362,0.08802,0.03992,0.43915,0.86312,0.38154,0.21685,0.3637,0.1598,0.17282,0.0221099999999999,0.12996,0.04731,0.31751,0.32334,0.79181,0.79987,0.10207,0.02963,0.5121,0.36682,0.61696,0.20956,0.0461,0.40011,0.34785,0.10926,0.13253,0.7632,0.23111,0,0,0,0,0,0,0,0,0,0,0,0,0.7433,0.07497,0.01123,0
"Bacteroides_stercoris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82193,1.8115,0,0,0,3.69811,9.55929,0,0,0,0,0,0,0,0,0,0.0017699999999999,0,0,0,0,0.60354,21.93997,32.50254,40.60012,0.00341,0,0,0,3.95827,17.18943,0.72423,1.07398,0.95615,0.03265,0.31103,0,0.35371,0.13777,0,0,0,1.89344,9.1681,0.91354,4.727,20.96328,12.42507,10.23695,0.5486,0.39124,0.94177,0.24054,3.17869,0,0,17.74828,30.04388
"Eubacterium_sp_CAG_251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_inops",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30786,1.33553,1.57376,0.80765,0.67273,1.49176,1.6613,1.86936,0.54802,0,0,0,0,0,8.98579,0,0,0,0,0,0,0,0,0,3.87847,2.96093,4.93501,4.95988,4.85545,0.60924,3.50363,13.05068,6.76502,5.8117,4.31105,0,0,0,0,0,0.98763,2.07679,0.11093,0.00349,0.3088,0.50777,0.21091,0.01829,0.42338,0,0
"Oscillibacter_sp_57_20",0,0,0,0,0,0,0,0,0,0.02076,0.02935,0,0,0,0.65153,0.68896,4.73097,5.53927,1.39001,0.85792,1.35392,0.27485,0.27462,0.20032,0.87498,0.58664,0.28209,0.33224,0.22432,0.42028,0,0,0,0,0,0.23335,0.96235,0.52423,0.70742,0.58002,0.01939,0,0,0.04781,0,0.22398,1.89196,0.35699,0,0.04776,2.181,1.6638,4.84329,0,0,0,0.58127,0.64131,0.02115,0.53356,0.37166,0,0,0,0,0,0,0,0.72842,0.73583,4.36643,6.68186
"Bacteroides_dorei",0,0,0,0,0,0,0,0,0,0,0,13.80365,13.67039,13.69736,0,0,26.98798,30.07406,8.09888,0,0,1.43389,1.3565,1.22458,1.03868,0.39828,4.6519,5.01195,3.5773,1.29111,1.30442,0.07091,0,0.94691,0.73643,0,0,0,0,0,0,11.03077,27.88986,5.12372,8.12865,0,0,0,0,0,0,0,0,7.58,12.60193,4.32045,2.57332,3.59647,0.86802,7.09784,7.69382,17.05617,1.78515,2.31559,1.56031,3.44279,1.60116,5.92831,0,0,0,0
"Lachnospira_pectinoschiza",0.14922,0.1421,0.05583,1.27191,1.12048,1.35762,1.31818,1.13257,0.11615,0,0,0,0,0,0.74315,0.51268,0.01567,0,0.35726,0,0,0,0,0,0,0,0,0,0,0,0.5106,0,0,0,0,0.07567,0,0,0,0,0,0.56213,1.86139,0.00836,0.08019,0.47857,0.93645,0.94552,0.7857,0.17294,0,0.85123,0.69664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26041,0.22426,0,0
"Prevotella_stercorea",0.02641,0,0.00145,0,0.01515,0,0,0.01553,0.01592,12.44275,15.06718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56088,22.29645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_caccae",0.74285,1.56527,1.3468,0.54448,0.47453,1.89316,1.85665,1.63268,1.45407,0.04556,2.69232,0,0,0,0.02769,0,0,0,0,0,0,4.2741,4.15951,3.51464,4.1094,4.20416,4.15488,3.90128,3.90396,2.08255,6.39848,0,0,0,0,1.9477,0,0,0,3.1614,0.1231,0,0,4.90979,1.76106,2.79742,2.21588,0.63875,3.28773,6.43133,0.47782,0.73752,0.10035,0,0,0,0.9253,1.56061,1.04872,2.13062,1.47256,0.22334,0.23901,0.26262,0.51781,0.47581,0.36908,0.65504,0.01026,1.30772,0,0
"Parabacteroides_distasonis",0.4747,0.84277,0.78007,0.20372,0.18447,0.72946,0.71129,0.6342,0.21892,0.04752,0.32206,1.75841,1.79162,1.82888,1.06322,0.96842,8.48343,8.98619,1.33688,4.11951,3.08073,1.70946,1.70583,1.57281,1.15197,0.91351,1.30543,1.42804,1.6029,1.10315,0.69113,0.01876,0,0.89519,0.66965,1.48171,4.72251,3.70965,2.62019,0.72769,0.16492,3.69764,2.64426,2.09214,0.72889,2.13506,2.4855,1.72267,1.22185,2.04245,0.20618,1.16982,2.87267,2.3253,1.523,2.78041,2.66219,3.53336,0.81747,4.96374,7.98573,2.95323,0.26535,2.33208,1.1537,2.19943,2.21099,2.56105,3.00366,0.24901,1.91624,1.3364
"Haemophilus_parainfluenzae",0,0.02452,0,0.17581,0.10131,0.13876,0.13468,0.12111,0,0.00282,0.02131,0,0,0,0.02189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09176,0,0.21286,0,0,0,0,0,0,0,0,0,0,0,0.0203,0,0,0,0,0.00162,0.00135,0,0,0.00217,0,0,0.00519,0,0.00347,0,0,0
"Odoribacter_splanchnicus",0.31051,0.78273,0.7415,0.4964,0.45076,0.87759,0.87938,0.87094,0.22775,0,0.49184,1.07601,1.08631,1.08697,1.09897,1.08368,1.1904,0.91158,0.11372,0,0,0.91389,0.87553,0.79519,0.34556,0.05853,0.55423,0.56966,0.23357,0.36136,1.37858,0.0059299999999999,0,0.00648,0,1.4288,0,0,0,0.76898,0.0205,0.77323,0.68129,2.34871,0.73593,0.67274,0.72596,0.80149,0.45256,0.83104,0,0.42148,0.71179,0.68024,1.19586,1.32999,0.73832,1.52605,1.08736,2.06756,2.02772,0.71174,0.56973,0.61639,0.23844,2.65007,0.41544,1.35572,1.39864,0.28841,0,0
"Firmicutes_bacterium_CAG_110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259,0,0.29235,0.11245,0.8968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00959,1.77572,0,0
"Coprococcus_eutactus",2.14128,1.39068,1.21279,2.69369,2.62492,3.10964,3.17389,3.0957,1.30412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41568,0,0,0,0,0.0461699999999999,0,0,0,0,0,0,0,0,0,2.32475,1.06842,2.19988,0.52947,0.32844,1.27402,1.44125,0.1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraprevotella_xylaniphila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33255,0.27895,0.19331,0.79992,0.48017,1.1949,1.08871,1.33416,0.53459,0,0,0,0,0,1.98631,0,0,0,0,0,0,0,0,0,0.56876,0.50815,0.82775,0.49729,1.02853,0,0.77214,0.14824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slackia_isoflavoniconvertens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33599,0.37055,0.35083,0.18603,0,0.1419,0.06232,0,0.07987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48171,0.21029,0.33502,0.27253,0.0978899999999999,0,0,0,0,0,0,0,0.35652,0.36016,0,0
"Bacteroides_ovatus",0.63472,2.03991,1.8846,2.66275,2.2641,1.30542,1.30677,1.13655,0.563,0,0.03803,28.26117,27.98988,26.90593,0.99862,0.86453,1.43131,1.53258,0.62654,1.57696,1.36299,0.15327,0.16895,0.06308,0.0850799999999999,0,1.13381,1.22682,0.7936,0.64631,1.8033,0.12312,0,0.38525,0.18269,0.35743,7.43606,7.50004,7.92204,0.03208,0,15.35282,13.25948,0.18501,0.35297,0.01787,0.01505,0.03174,0.03634,0.20713,0.0528799999999999,0.03578,0,5.19341,11.33879,8.45294,0.16369,0.1439,0.0987799999999999,0.24545,0.33876,0.15411,0.86123,0.25119,0.50071,2.16645,0.78067,0.49757,1.15099,0.60894,2.74419,6.05674
"Bacteroides_sp_CAG_144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12612,0.09928,0.0353399999999999,0.10791,0,0.30109,0.28382,0.12483,0.77777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35621,0.08976,0.9599,0.40049,1.24858,0.6447,0.84195,4.78814,0.72857,0,0
"Clostridium_sp_CAG_58",0,0,0,0,0,0.00293,0.00305,0,0,0,0,0.0693,0.05803,0.0600399999999999,0,0,0.00573,0,0.0220199999999999,0.06076,0.11212,0.0834,0.08068,0,0.26981,0,0,0,0,0.04876,0,0.01393,0,0.01846,0,0.03241,0.03,0.1541,0.03818,0,0,0.10388,0.05934,0.01464,0.11771,0.0501,0.06787,0.12279,0,0,0,0.04032,0.05056,0.20879,0.15351,0.33281,0.29224,0.59155,0.21466,0.2863,0.72476,0.35699,0.34494,0.06448,0.07843,0.14098,0.00958,0.34698,0.11904,0.08036,0.15988,0.22995
"Roseburia_hominis",0.56925,1.01135,1.08697,2.3023,2.52123,0.50897,0.51355,0.48351,0.46187,0.00367,0.98631,0.04608,0.03677,0.011,2.44256,2.64629,0.14001,0,0.15471,0.73291,0.7483,0.02685,0.02736,0,0.34354,0.16201,0.19004,0.21119,0.16686,0.51254,0.26912,0.04193,0,0.10303,0,0,0.23569,0.50519,0.0036899999999999,0.98871,0.089,0.06529,0.12642,0,0,0,0,0,0,0,0.01505,0,0,0.34149,0.14275,0.27959,2.25914,4.54001,1.31781,2.58806,1.98825,9.64152,1.38065,0.84957,0.79962,1.3451,0.0968,0.34823,0.20876,0.49288,0.51709,0.91904
"Dorea_longicatena",0.20922,0.10233,0.10477,0.20618,0.11739,0.21432,0.22691,0.14499,0.87727,0.04036,0.20123,0.45373,0.5273,0.41716,0.43043,0.31375,1.48687,1.05132,1.15023,0.54131,0.44886,0.04997,0.0576299999999999,0,0.28554,0,0,0,0,0,0.50833,0.3647,0.3672,0.52352,0.42137,0.3235,0.18779,0.52733,0.31849,0.22366,0.10148,0.22118,0.24664,0.09802,0.28554,0.67163,0.31418,0.80863,0.42298,0.17338,0.31084,0.30263,1.90601,0.1219,0.42846,0.25467,0.19887,0.20324,0.12383,0.32671,0.20531,0.16708,0.33604,0.07955,0.0515799999999999,0.45922,0.06813,0.77178,0.32255,0.24501,0.36436,0.08295
"Eubacterium_sp_CAG_38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39113,0.19171,0,0,0,0,0,0.10709,0.0861799999999999,0.01291,0.86909,0.5606,0.18891,0.27696,0,0.58411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04791,0.01019,0,0
"Parabacteroides_merdae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58114,0.46265,0,0,0,3.41296,1.43524,0,0,0,0,0,0,0,0,0,0.15658,0,0,0,0,1.48523,0,0,0,0,0,0,0,0,0,2.68586,1.03097,0.93386,0.89081,3.14025,0.44317,0.79598,2.69608,0,0,0,0.6491,0.65219,0.77449,2.64232,3.36011,0.33694,0.30444,0.48476,0.38881,0.47182,0.39639,0.89038,0.468,0.27909,0,0
"Ruminococcus_lactaris",0.04593,0.04806,0.00621,0.38727,0.33217,0,0,0,0,0,0,0.41785,0.42647,0.39626,0,0,0,0,0,0,0,0.8948,0.85342,0.87361,1.2367,0.94959,0.86374,0.78865,0.55623,0.75108,0,0.95167,0.68457,0.21333,0.09475,0,0,0,0,0,0,1.28577,0.47419,0,0,0.04776,0.02773,0.05065,0,0,0,0.04583,0,0.29716,0.57554,0.44333,0,0,0,0,0,0.00067,1.1837,0.12587,0.06704,0.50782,0.19923,0.57189,0.0108,0.0217599999999999,0,0
"Gemmiger_formicilis",0.74188,0.61906,0.75511,0.49453,0.56809,0.73992,0.75762,0.77888,2.25379,0.10903,0.28023,0.04237,0.02861,0.0917299999999999,0.50701,0.55457,0.05841,0,0.0831,0.46097,0.26047,0.02194,0.0124,0.04068,0.0116099999999999,0,0,0,0,0.00917,0.41127,0.04616,0.01733,0.10252,0.07229,0.27362,0.25121,0.21625,0.16043,0.11316,0.03259,0.01818,0.01404,0.00929,0.00975,0.17285,0.04832,0.11055,0.23998,0.08828,0.19357,0.12002,0.60909,0.0154,0.02773,0.01193,0.0928,0.02692,0.1108,0.04612,0.0513,0.00795,0.0147,0.00467,0,0.00401,0.00201,0.00695,0.30876,0.18121,1.01014,0.39715
"Bifidobacterium_dentium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_obeum",0.0248,0.01835,0,0.0584299999999999,0.05821,0.01998,0.01637,0,0.14613,0.0948799999999999,0.64749,0.06266,0.04079,0.04648,0.12279,0,0.51951,0.30276,0.80339,0.17438,0.12691,0.3041,0.26676,0.18345,1.10638,0.82434,0.0618,0.01377,0,0.1798,0.10776,0.56298,0.36608,0.36655,0.17604,0.0017,0.12797,0.14672,0.1037,0.65866,0.32221,0.20907,0.27785,0.0462,0.0688899999999999,0.00875,0,0,0,0,0,0,0.51435,0.20487,0.31028,0.13179,1.14656,0.97272,1.64306,1.33442,0.99657,0.29074,0.27011,0.04261,0.02375,0.40238,0.05814,0.18982,0.04255,0.07679,0.08661,0.02399
"Firmicutes_bacterium_CAG_83",0.33253,0.69937,0.71043,0.0675299999999999,0.07908,0.11753,0.12426,0.12606,0.85148,0.00241,0.03641,0,0,0,0.02086,0,0,0,0,0.06738,0.05671,1.26227,1.36026,1.50297,0.90634,0.74126,0.01944,0,0,0.09844,0.91469,0,0,0,0,0,0.34784,0.21078,0.10732,0.17026,0,0,0,1.0871,0.54805,0,0,0,0,0,0,0,0,0,0,0,0.0302399999999999,0.0245,0.00502,0.0557299999999999,0.01621,0.59811,1.82509,0.25935,0.04649,0.44374,0.0561299999999999,3.45956,0.37062,0.9783,1.58493,1.71125
"Desulfovibrio_piger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25535,0.24368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_rectale",2.70031,2.10979,1.79252,1.5919,1.48076,4.47485,4.42416,4.45358,8.0279,0.16028,0.99327,5.66818,5.62285,5.87125,10.95709,12.01995,0.7701,0.60028,0.8104,2.13385,0.2224,1.88534,1.82565,1.64728,7.8659,8.51927,15.19017,14.56967,15.44782,2.81061,5.788,10.6253,8.11524,6.02482,5.38123,2.38847,2.82431,1.105,2.36995,2.56308,1.25732,4.27652,6.1443,0.04347,0.19329,0.77993,0.81793,1.25332,1.29571,1.13204,0.55291,2.90145,0,2.69844,3.55075,0.92211,5.16679,3.29986,4.55963,3.16931,3.32177,0.85215,1.35393,2.09599,0.76011,8.81381,1.63932,8.12493,0.53253,2.57781,3.20354,1.08107
"Agathobaculum_butyriciproducens",0.21976,0.16439,0.15366,0.66522,0.70452,0.99433,1.02773,1.18456,0.70336,0.14458,0.54406,0.21926,0.23865,0.26193,0.14758,0.08488,0.21133,0.0324,0.23522,0.29772,0.03103,0.10554,0.11269,0.04464,0.39556,0.01516,0.17985,0.1555,0,0.07683,0.07935,0.26438,0.15326,1.51978,1.39021,0,0.04246,0.03581,0.03,0.14218,0.07553,0.08889,0.12254,0,0.00754,0.04728,0.04746,0.09919,0,0,0,0,0.15576,0.14743,0.20958,0.23763,0.56646,0.13203,0.06097,0.20979,0.173,0.27753,0.45131,0.04285,0.04747,0.11055,0.0160699999999999,0.10381,0.00812,0.01339,0.17683,0.03333
"Bacteroides_massiliensis",0,0.00296,0,0,0,0.00093,0.00095,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02494,0,0,0,0,0.12985,0,0,0,0,0,0,0,2.20837,5.20596,0.31067,0.45792,0.25204,0,0.18617,0,0.10313,0.33544,0,0,0,0,0,0,0,0,0.54851,0.7898,0.51507,0.58923,0.46138,0.7426,1.3561,0.70663,0.24071,0,0
"Parabacteroides_johnsonii",0,0,0,0,0,0,0,0,0,0,0,1.58388,1.58515,1.5552,0.00083,0,0,0,0,0,0,1.31521,1.38618,1.30427,2.43184,2.34103,0.8274,0.71984,0.6861,0.70542,0,0.0110099999999999,0,0.71161,0.49352,0.1395,0,0,0,0,0,2.4265,1.97646,0,0,0.27235,0.34709,0.16352,0,0.01252,0,0.20933,0.40283,2.08147,1.25998,1.45334,0,0,0,0,0,0.28384,0.09715,0.05782,0.01115,0.05997,0.03585,0.10072,0.0377,0.24241,0,0
"Veillonella_dispar",0,0.02184,0,0.0485,0.02109,0.09196,0.07854,0,0,0,0.00679,0,0,0,0.01051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811,0,0,0,0,0,0,0,0,0,0,0,0.00345,0,0,0,0,0,0,0,0,0,0,0,0.0023899999999999,0,0.00366,0,0,0
"Veillonella_infantium",0,0,0,0,0,0.00742,0.01091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,0,0,0,0,0.00634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_atypica",0,0.0029,0,0.0295399999999999,0,0.0493199999999999,0.05387,0.0286899999999999,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02515,0,0,0,0,0,0,0,0,0,0,0,0.00195,0.0079,0,0,0,0,0,0,0.00266,0.00235,0.0027199999999999,0.00032,0.03889,0,0,0,0,0
"Bacteroides_finegoldii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08146,0.09205,0,0,0,0.21424,0.83001,0,0,0,0,0,0,0,0,0,0.01462,0,0,0,0,1.4457,0.48603,0.27293,0.49329,0,0,0,0,0.06323,0.37648,0.53582,0.52255,0.88471,0.47839,0.80525,0,1.14486,0.55341,0,0,0,0,0,0,0,0,1.96015,0.80996,0.90386,1.55071,1.14308,0.53171,1.72452,0.55739,0.00249,0.20648,0.16288
"Bifidobacterium_animalis",0,0,0,0.14822,0.17547,0.02816,0.0273,0.02039,0,0,0,0,0,0,0,0,0,0,0,0,0.02883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter_sp_CAG_241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02613,0,1.53908,1.73431,2.42858,0,0,0.07214,0.03462,0.02419,0.04357,0,0,0,0,0.0282,0,0,0,0,0,0.0056,0,0,0,0,0,0,0,0,0,0.1058,0.08392,0.10189,0.0139999999999999,0.0749799999999999,0.13823,0.04931,0.82645,0,0,0,4.19353,2.30431,2.8254,0.72811,0.36603,0.02145,0.38877,0.01166,0,0.14163,0.00442,0.04573,0.22125,1.22999,0,0
"Bacteroides_intestinalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35832,1.23606,0,0,0,0,0,0.07474,0.07522,0,0.10353,0,0.13012,0.15713,0,0.12175,0.29119,0,0,0,0,0,0,0,0,0,0,0,0,0.0510199999999999,0.01272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerostipes_hadrus",1.43529,0.72482,0.62524,1.00617,0.81157,0.84304,0.84635,0.80749,0.89406,0.32022,1.86554,5.15875,5.07218,4.52056,0.7049,0.47145,0.17816,0,0.18591,1.91024,0.69522,0.06142,0.05707,0,0.27496,0,4.37456,4.00867,3.59224,1.62975,0.28856,4.78924,4.00919,2.13058,1.72333,3.33228,0.73512,1.16193,1.45848,0.71605,1.20551,0.53193,0.80401,0.01157,0.55658,0.75681,0.39394,0.67086,6.1391,2.57767,5.50075,0.4329,1.79861,1.17019,1.6563,1.26335,0.7048,0.47576,2.1744,0.97135,0.76843,0.0469199999999999,0.29744,0.03628,0.0340899999999999,0.21909,0.0620799999999999,0.21679,0.39456,0.39921,0.35781,0.08222
"Clostridium_perfringens",0,0,0,0,0,0.0010199999999999,0.00094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catenibacterium_mitsuokai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_parasanguinis",0,0.02915,0,0.16392,0.09644,0.2324,0.24324,0.21303,0.01541,0,0,0,0,0,0,0,0.04456,0,0.04369,0,0,0,0,0,0.00886,0,0,0,0,0,0,0.00058,0,0,0,0,0,0.00116,0.00031,0,0.00431,0.00089,0.07355,0.00163,0.00045,0,0,0,0,0,0,0,0,0.40216,0.06627,0.24881,0.00479,0,0,0.01175,0.00294,0.00104,0.0131,0,0.00462,0.01075,0.00203,0.00872,0.03413,0.00206,0,0
"Butyricimonas_virosa",0,0,0,0,0,0,0,0,0,0,0,0.0514,0.04323,0.03324,0.29807,0.11068,0,0,0,0.0105,0.03387,0.05635,0.04846,0.02086,0.01758,0,0,0,0,0.0055899999999999,0,0,0,0.00199,0,0.9989,0.0682,0.05875,0.04924,0,0,0.11388,0.04287,2.16649,1.81017,0.51208,0.53089,0.50983,0.63028,0.94244,0,0.2244,0.32439,0.03798,0.01198,0.07092,0,0,0,0,0,0.01986,0.02477,0.01999,0.01941,0.12725,0.02311,0.12063,0.04797,0.04288,0.02439,0.02217
"Clostridium_sp_CAG_253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056799999999999,0.03676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_ventriosum",0,0.0289199999999999,0,0.0338399999999999,0.0099099999999999,0.05015,0.04514,0.01405,0.06675,0,0.03247,0,0,0,0.01466,0,0.05764,0,0.3087,0.08084,0.03145,0.0165,0.00805,0,0.01188,0,0,0,0,0.02173,0.16423,0,0,0,0,0.00524,0.08251,0.11438,0.08002,0.22407,0.03076,0,0,0,0.046,0.16934,0.04425,0.13737,0.02359,0,0.0720399999999999,0.17019,0.12003,0,0,0,0.01573,0.0062299999999999,0.0065,0.0446,0.03548,0,0,0,0,0,0,0,0.00842,0.00044,0.01785,0.0052899999999999
"Firmicutes_bacterium_CAG_238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27862,0.13829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_finegoldii",0,0,0,0,0,0,0,0,0,0,0,0.02941,0.02725,0.00847,0.74955,0.56684,0.64778,0.68236,0.28316,0.00477,0.01385,0.38693,0.34637,0.38723,0.11964,0,0.25006,0.20007,0.18772,0.54166,0.01603,0.01932,0,0.01885,0,0.53639,0.03923,0.0447199999999999,0.00514,0.00093,0,0.09167,0.04877,3.02977,0.57029,0.23114,0.49887,0.25765,0.31987,0.46603,0.04197,0.1559,1.06346,0.10882,0.07359,0.14892,0.65924,0.50402,1.12639,0.70878,0.59901,0.62526,1.16156,0.21646,0.03125,0.41154,0.09763,0.41547,0.4588,0.85941,0.0765,0.10023
"Coprococcus_catus",0,0.03431,0,0.07914,0.06207,0.10042,0.10605,0.08216,0.20105,0.00837,0.04142,0.2256,0.21665,0.1849,0.10097,0,0.08749,0,0.22517,0.03718,0.04191,0,0,0,0,0,0,0,0,0,0.0490899999999999,0.32632,0.12463,0.64947,0.52888,0.01615,0.07156,0.08509,0.03374,0.0325,0.0235699999999999,0.0856799999999999,0.15427,0,0,0.0650299999999999,0,0.04003,0,0,0.04643,0.01601,0.11712,0.15749,0.20949,0.2898,0,0,0,0,0,0,0,0,0,0,0,0,0.05145,0.0825299999999999,0.10319,0.01147
"Eubacterium_hallii",0.38971,0.7111,0.62433,0.44893,0.33305,0.31155,0.30695,0.26724,0.93206,0.11166,0.71054,0.08018,0.0741,0.04442,0.34447,0.13735,0.2612,0.04099,0.29087,0.51505,0.28608,0.47831,0.46068,0.32658,1.04134,0.48672,0.95416,0.77676,0.60488,1.28663,0.53549,0.10457,0.02288,0.32233,0.17631,0.26941,1.23196,1.74696,1.03021,0.45042,0.3046,0.02524,0.0345,0.46213,1.48674,0.81858,0.35077,0.53983,0.9182,0.37256,1.54875,0.49309,1.76118,0.02338,0.03291,0.05024,0.41624,0.25473,0.98964,0.64389,0.68001,0.22212,0.50166,0.08849,0.12893,0.63271,0.0901,0.5475,0.16268,0.44153,0.5445,0.11419
"Alistipes_putredinis",3.93321,4.7996,5.3728,0.66728,0.78766,1.92827,2.01115,2.22858,3.30397,0,0,0.03733,0.02342,0.0028899999999999,3.80744,5.21411,1.6782,1.57326,1.53388,8.3533,6.7148,14.85591,14.97835,17.32921,7.80807,10.7153,4.40214,4.83313,6.21603,11.58411,5.24948,0.00969,0,0.01627,0,0.06471,12.63332,6.17498,3.03319,0,0,0.09655,0.03469,10.93161,9.02891,0.0328,0.05645,0.0251699999999999,0,0.06282,0,0,0.13441,0.17726,0.04079,0.12205,12.4475,7.50798,8.3902,9.67873,7.94305,17.46263,16.45292,8.58248,2.37511,8.37283,2.04759,8.49767,12.30495,7.81782,21.59836,14.05905
