"","train_2786","train_2787","train_2788","train_2789","train_2790","train_2791","train_2792","train_2793","train_2794","train_2797","train_2798","train_2799","train_2800","train_2801","train_2803","train_2804","train_2805","train_2806","train_2807","train_2808","train_2809","train_2810","train_2811","train_2812","train_2813","train_2815","train_2816","train_2817","train_2818","train_2819","train_2824","train_2827","train_2828","train_2829","train_2830","train_2831","train_2832","train_2834","train_2835","train_2836","train_2837","train_2838","train_2839","train_2841","train_2842","train_2845","train_2846","train_2847","train_2848","train_2849","train_2850","train_2851","train_2852","train_2853","train_2854","train_2856","train_2857","train_2858","train_2859","train_2860","train_2861","train_2862","train_2864","train_2865","train_2866","train_2867","train_2868","train_2869","train_2870","train_2871","train_2872","train_2873","train_2874","train_2875","train_2876","train_2877","train_2878","train_2888","train_2890","train_2892","train_2895","train_2917","train_2921","train_2926","train_2927","train_2936","train_2940","train_2943","train_2948","train_2954","train_2957","train_2960","train_2961","train_2963","train_2964","train_2965","train_2967","train_2969","train_2970","train_2971","train_2972"
"Actinomyces_sp_S6_Spd3",0.03732,0.00573,0.06913,0.02816,0.02514,0.00217,0.003,0.01913,0.00089,0.05827,0.02236,0.11796,0.00619,0.00405,0,0.02155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsella_aerofaciens",1.64953,4.48625,9.20732,7.78055,2.20029,0.50483,1.40445,1.9824,1.845,8.40948,6.79127,6.86581,0.91671,1.652,3.26086,4.48839,2.55364,3.97029,0.48409,0.39564,0.12,0.19542,0.27521,0.06748,0,0.67445,0.44264,0.63595,0.11036,1.05139,0.05451,0.11087,0.15258,2.18894,0.10821,0.57349,1.80912,0.66399,0.6859,0.63519,0.06641,0.15265,0.23173,0.25857,0.14708,0.04569,0.45388,0.72057,0.07154,0.05642,1.27561,0.12466,2.19519,0.03372,0.00472,0.17263,0.71251,0.20653,0.08272,0.1791,0.19534,0.12291,6.09696,0.80761,0.08397,0.20261,0.63407,1.49428,2.22855,2.70735,0.1199,0.14411,1.05161,0.25289,0.32284,0.81659,0.19159,0.12163,0.26502,0.30998,0.14804,0.12065,0,0,0.17048,0.17585,0.40538,0.14509,0.33256,0.08794,0.03791,0.09734,0.30531,0.8741,0.04202,0.67043,0.15925,0.0585,0.07868,0.45011,1.37693
"Romboutsia_ilealis",2e-04,0.00375,0.01385,0.00393,0.00556,0,0.00087,0.03157,0,0,0,0.00032,0.00047,0,0.00138,0,0.00395,0.03068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridiales_bacterium_CHKCI006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_520",0.4348,1e-04,0,0.47985,0.45112,0,0,0.18044,0.06677,0.01148,2.31813,0,0,0.07111,1.91587,2.1178,0.0111,0.54727,0,8.57747,0,4.47656,11.94164,5.01432,0,10.53125,10.95709,0.33059,0,0.01432,0,3.37434,3.44171,8.69051,0.35795,0.03629,5.23239,0.68902,6.74154,11.91832,3.17626,0.02819,0.00281,0,6.51732,0.68579,6.51628,0.37892,1.28956,2.77203,0.85168,6.59471,0.52371,0.54232,4.22507,3.14009,2.89255,0,0.22153,2.70704,9.94538,0.08305,4.26213,0.28049,0.95534,4.6778,1.5922,2.94869,2.91258,4.69559,0.02845,0,5.24115,0.05284,7.33929,11.33469,1.66842,20.927,0.35322,1.72932,2.44544,0,0,14.77263,0.00647,0.97384,5.94494,5.65847,0,1.7109,0.00664,25.72721,0.68078,1.99655,0.00554,0,5.71435,14.44104,22.20485,4.46288,0.83602
"Eubacterium_siraeum",0,0.00836,0.31806,0.76721,0,0.12154,0.00221,1.46526,0.06862,0.04663,0,0,0,1.31028,0.00652,0,0.25053,0.01846,0,0,20.26677,0,0.19995,0,0.00701,0,0,0,3.72435,0,1.2797,0,0,0,0.24329,0,0,0.67364,2.3741,0,0.01323,3.46916,14.04897,0.05283,0.06011,0,0.05384,0,0.03756,0,0,0.33624,0.32193,0,15.42057,1.07628,7.77936,1.58807,3.85447,0,0,0.52187,0,0.65926,0,0.97415,0,0.01973,0,0.06421,0,0.44845,0.00787,6.51508,0,2.06049,0.26717,2.79877,0.15081,0,7.68583,0.24212,0,0.11576,0.04178,0,0,0,0.08888,1.77027,0.03401,0,0.95759,0,0,0,1.92621,0.12298,0,0,0
"Bacteroides_uniformis",0,0.00091,0.03132,0,0.00399,2.14866,0,0,0,0,0,0.02926,0.00041,0,0,0.0404,0.00604,0.0064,0.00612,0.01569,0,0,0.06587,0,15.76233,0,0,0,0.16362,0,0.15771,0,0,0,0,0,0.36324,0,0,0.03382,0,0,0.78419,9.27554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08974,0.0137,0,0,0.01291,0,0.92248,11.19617,0,0,0,0,0,5.13404,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_279",0.00958,0.10971,0.41504,0.09505,0.03539,0,0.06669,0.00716,0.00808,0,0.03206,0.17589,0.03991,0.0607,0.13522,0.74387,0.72542,0.78378,0.07786,1.96999,0,0,1.51412,4.78849,0.67696,0.35121,0,0.37603,2.30281,2.88291,1.04883,0,0,0,0.81156,0,1.34892,0.78246,2.42181,2.1138,5.31893,0.28988,0,0.11129,0.61279,1.97143,0.37623,0.70529,0.94214,0.20254,0.40177,1.24339,0.73019,0.16777,0.47723,0.2778,0.8435,0.7707,0.11455,0.94492,0.46184,1.27243,0.17386,0,1.01095,0.18971,7.84042,0.56604,1.04897,0.15322,2.57722,3.02186,0.07704,4.76429,0.80642,0.33271,2.42278,0,0,3.45876,10.41114,0,13.37772,0.04398,6.65523,0.0442,1.64961,0,0,0.35065,5.04578,1.21475,0.03795,0.64869,2.58085,0,0,0.51287,0,0,24.36078
"Ruminococcus_bromii",12.917,4.11662,4.22709,0.00376,0.46728,27.90696,2.61019,2.1595,1.42484,0.02831,2.07112,0.00818,35.02551,7.08379,5.95482,0.87647,4.75189,0.01526,0.03567,0.22077,2.96788,0.38949,0.03454,4.77314,0,0.20501,0.02553,3.73568,0,0.15332,0,0,0,0,0,0,0,0.13174,0.01976,2.83176,0.1782,0,0.32633,1.68073,0.15763,0,0.80136,0,0.03602,0,0,0.19237,0.23185,0,0.12607,0.03903,1.44631,0,0.44139,0.04364,0.21724,0,0,0.76261,0.19896,0,0,4.55029,0.21906,0.21813,1.28744,0.06263,0.3942,0.68073,0,2.63907,0.10924,0.11611,0.18494,0.01762,0.42713,3.25391,0,0.28105,8.03454,1.61245,0.12685,0.26787,0,1.08275,0.28373,0,7.25798,7.60581,0.09751,0,0.4659,0.12003,0.81749,0,0
"Phascolarctobacterium_succinatutens",0.0488,0,0,0.72776,0.03459,0,0.87138,0.50739,1.08482,0.06719,0,0.07428,0.03626,0.10176,6.80712,0.23617,1.40051,4.42535,0.94965,4.55754,7.17629,11.67906,8.95032,6.2853,1.63152,9.20802,1.57331,4.09037,0,0.62752,0.93651,0.53088,2.77641,1.18634,0.64002,4.85777,1.12029,2.88944,8.09357,7.8551,4.39604,1.35717,0.75687,0,4.99035,0.85417,7.32245,1.25936,2.05617,1.21693,0.68046,1.70191,5.94749,8.36129,3.38691,1.58904,3.53641,12.65817,2.81198,0.72288,1.70507,3.46914,0.94407,1.1902,0.96838,1.412,0.57241,3.24,5.8995,2.86215,6.7963,3.19805,8.12367,12.30751,7.85784,3.88809,14.36844,0.64513,8.67328,9.41743,4.0459,0,0,2.39375,3.73956,18.70252,5.88651,6.9224,0,6.83456,0.96093,2.93508,15.38816,2.58802,3.39069,15.85498,3.73625,1.22528,11.51064,5.59364,10.41444
"Prevotella_sp_CAG_873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56263,0,0,0,0,0,0,0,0,0.65901,0,0,0.94515,0,0,0,0,0.19663,0,0.79224,0,0,0,0,0,0,0,0,0,0,10.78949,0,0,0,0,0,0,0,0,0.22291,0.01153,0.18496,0.45202,2.58346,0,0,0,12.67513,0,0.50441,0,1.17802,0,0,0,0,0,0,0.56239,0,0,0,0,0,0,0,0,0.70588,0,0,1.52638,0.26258,0,0.58455,0,0.57565
"Roseburia_inulinivorans",0.77623,0.79586,0.5115,1.11781,0.8736,0.31601,1.63851,0.19533,0.02968,0.04129,0.01202,0.11462,0.12705,0.02148,1.50142,4.98423,0.64859,0.5528,0.01481,0.58867,3.90516,0.01577,0.09632,0.69205,0,3.57175,0.4659,0.0564,1.26935,2.3725,0.16446,5.75949,1.92831,1.81823,9.47106,8.76278,6.57338,0.79398,0.30999,1.38707,0.02034,0.42428,0.08089,0.36167,0.41487,12.09691,0.8001,0.13192,2.16847,2.50498,0,0.48144,0.76074,3.6185,4.70758,0.08078,0.04073,0.03338,0.17441,2.13537,4.11997,4.68505,0.09056,2.12584,0.18763,1.70155,1.47551,2.47935,1.53296,1.51681,1.92165,6.23347,1.37672,0,4.2731,0.64721,0,0.02763,0.68348,0.21756,0.26938,2.92385,0,2.59422,3.2787,0.17864,0.8121,1.29649,0.45977,0.26223,2.45942,0.88534,1.75775,0,6.26879,0,0.55845,15.293,1.87641,2.34732,0.06097
"Ruminococcus_torques",2.63909,2.05563,5.44052,6.9459,1.37857,0.09735,1.31051,3.17774,9.24114,0.73099,0.62657,7.08738,0.31428,0.52346,2.97053,1.01475,1.20617,6.56863,0.05449,0.57842,0.07559,0.1903,0.06192,0.30101,0,1.31098,0.16789,0.29957,0.33549,0.12118,0.02363,0.50122,0.26276,0.35472,0.0389,1.10333,3.8841,0.92796,0.41114,0.59653,0.90599,0.04458,0,0.24795,0.22994,1.21658,1.76774,0.04872,0,0.18656,0.94672,0,0.43824,0.03849,0.13879,0.97805,0.36519,1.97566,0.02207,1.6027,0.35015,1.72328,0.18029,0.27309,0.51471,0.32364,1.18163,1.29612,0,0.30776,0.64001,0.81281,0.44644,0.98187,0.10853,1.30244,0,0.88908,0.1134,0.21071,0.22033,0.39032,0,0.018,0.30304,2.9726,0.07884,0.22249,0.11792,0.39622,0.76572,0.37852,0.25707,1.05181,0.31963,0.46683,0.18166,0.05748,0.29014,0.49426,0
"Bacteroides_stercoris",0,0.01803,0,0,0,0.01021,0,0,0,0,0,0,0,0,0,0.00462,0,0,0,0,0,0,0,0,0.38263,0,0,0,0,0,0,0,0,0,0,0,1.50572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_sp_CAG_251",0.01147,0.11496,0.00062,1.06149,0.08822,0,0,0.72765,0,0,0.00751,0,0.68143,0,1.31966,0.00148,0.05778,1.49525,0,0,0.0339,0,0,0.42322,0,0,0.007,0,0,0.42291,0.10315,0.24323,0,0,0,0.00298,0.18676,0,0,0,0,0,0,0.53914,0,0.60867,0,0,0,1.413,0,0,3.59145,0.31541,0.26233,0.01527,0,2.66588,0,1.75912,0.04141,0,0,0.10614,0.01006,0.09608,0,0.12295,0.01538,0,0.26657,0,0,0,3.10979,0.6781,0.01309,0.04699,0.00404,0,0.02535,0.33143,0,0,0,0.09299,0.1948,0,0,0,0,0,0.25327,0,0,0,0.01802,0,0.03101,0,0
"Alistipes_inops",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter_sp_57_20",0.03504,0.06821,0.03889,0.02887,0.00688,0.03933,0.07296,0.08034,0.03674,0.00775,0.01559,0.1423,0.00467,0.09373,0.35396,0.46351,0.18517,2.76735,0.34265,1.34562,1.25581,0.93099,2.65976,2.18518,0.05653,0.77765,0.18766,0.49894,1.49282,0.66807,0.5648,0.4353,0.01952,0.09158,0.3099,0.15893,0.42271,0.47536,0.65328,1.67616,3.92243,0.20415,0.79057,1.0689,0.19401,0.40509,0.89682,0.75136,0.64562,0.05336,0.20821,0.02534,1.6441,0.12901,0.63357,1.95855,1.16594,4.49106,1.47691,0.13668,0.20428,0.17394,0,2.48082,1.2202,0.28078,0.7737,0.78579,0.63301,1.49626,0.69068,1.67061,0.92846,2.77538,0.16499,0.7651,2.4171,0.51719,0.76353,4.41958,0.72268,1.22208,3.83005,0.20444,1.72533,2.29837,0.22705,0.77344,1.73716,2.37058,0.48169,1.58504,5.50228,1.38985,0.39809,3.49508,1.09463,1.29073,1.8168,0.69748,0.04019
"Bacteroides_dorei",0,0,0.02833,0,0,0.06376,0,0,0,0,0,0,0,0,0,0,0,0.06504,0,0.00521,0.01472,0,0,0,23.51679,0,0,0,0,0,0,0,0,0,0,0,2.19935,0,0,0,0,0,0,14.66013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27949,0.54626,0,0,0,0,0,17.27085,0,0.00622,0,0,0,0,0,0,0,0,0,0
"Lachnospira_pectinoschiza",0,8.21581,6.65596,0.01481,0.32939,0,0,0.04734,0.0059,0,0.06082,0.00029,0.02434,0.01513,1.8232,0,0.17055,0,0.42204,1.9899,0,0,0,0.06303,0,0,0,0.07984,0,0,0,1.77377,0,0.16722,0.04048,0,0.50794,0,0,0,0,0,0.00587,2.83859,0,0,0,0.01211,0.3003,0.33934,0,0,0.15034,0.97058,0.02415,0,0,0,0,0.08604,0.98569,0.80387,0.01483,0.19269,0,0,2.44527,0.11069,0,0,1.4876,0.97831,0,0,0.3958,0.20269,0,0,0,0,0.55809,0,0,0,0,0.00307,0,0,0,0.70579,0,0,0,0.8315,0.45672,0,0,0,0,0.09267,0
"Prevotella_stercorea",0.022,0,0.68086,0.0311,0.02523,0,0,0.00963,0.02467,0.00296,0.14739,0,0,0.00404,1.78184,0.62197,1.39441,0.03853,0,8.94444,13.27865,1.34456,3.18284,4.46485,0,0.5601,21.34406,6.06027,5.26847,0.61191,2.20262,14.44246,3.60272,10.60525,1.0645,9.22884,0.37884,0.04855,0.43026,1.6737,3.08219,10.37354,20.09961,0,6.71645,14.86561,0.72391,0.05358,3.57022,17.77211,1.12506,0.851,6.94135,24.36676,13.18012,1.67493,0.19021,0.25253,0.64479,3.03864,0.80646,8.58806,0.33225,0.42334,4.91282,8.43723,1.49077,0.6652,1.35519,6.02622,17.59645,0,1.10124,0.2345,3.88764,10.66477,0.80015,9.87761,0.67307,0.10854,2.69659,0,0,1.09759,1.63276,0.48127,0.9316,2.00219,0,2.31087,14.46773,1.69,1.01638,0.12877,18.68786,0,5.15899,3.0327,1.41477,1.53661,0.10204
"Bacteroides_caccae",0,0.02104,0.0232,0,0,0.07009,0,0,0,0,0,0.00186,0,0.01082,0,0,0,0.1864,0,0,0,0,0,0,0.17969,0,0,0,0,0,0,0,0,0,0,0,0.37622,0,0,0,0,0.03168,0,5.02145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02285,0,2.38976,0,0,0,0,0,0,2.15395,0,0,0,0,0,0,0,0,0,0,0,0
"Parabacteroides_distasonis",0,0,0.19919,0,0.00029,0.04628,0,0,0,0,0,0.00422,0,0,0,0.04923,0.00045,0.02794,0.74859,0.00663,0.87485,2.80286,0.40847,0.02375,5.53065,0,0,0,0.63701,0,0.3659,0.20642,0,0.02657,0,0,1.17039,0,0,0.30313,0.26027,0.07113,1.01909,1.17965,0,0,0,0,0,0,0,0,0.29211,0,0,0,0,0,0,0,0.1494,0.00607,0,0.04891,0,0,0,0,0,0.48893,0,0.31212,0,0,0,0.681,0.84476,0.05387,0,0,0,0.73554,1.43174,0,0.06503,1.15331,0,0,0.1145,0,0.13733,0,0,0,0,0,0,0,0.56832,0.0113,0
"Haemophilus_parainfluenzae",0.01085,0,0.09081,0.02239,0.007,0,0.03652,0,0,0,0.12668,0,0.01246,0.00516,0.02507,0.24402,0.01557,0,0,0,0,0,0,0.02166,0.05612,0.03248,0.01009,0.54843,0.03601,0,0,0,0.45204,0.0365,0.0493,0.08531,0,0.04075,0,0,0,0,0,0.01508,0,0,0,0,0,0,0.09099,0.05865,0,0.30393,0,0,0,0,0,0.01551,0,0,0.01563,0,0.06504,0.19258,0,0,0,0,0.07086,0.00604,0,0,0.06712,0,0,0.44816,0.06346,0,0,0.34529,0,0,0,0,0.02886,0.02007,0.18555,0,0.12845,0.08348,0.12941,0,0,0.47227,0.02709,0,0,0,0
"Odoribacter_splanchnicus",0,0.00069,0.06644,0,0.00402,0.05845,0.00372,0,0,0,0,0.00053,0,0.01405,0,0.01363,0.02945,0.0622,0.08897,0,0,0,0,0,2.09497,0,0,0,0.22389,0,0,0.10518,0,0,0,0,0,0.05701,0,0.0286,0.04544,0,1.48446,1.7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18369,0,0,0,0,0,0,0,0,0,0,0.03732,0,0,0,0.07236,0,0,0,0.00298,0,2.70439,2.70938,0,0.53893,0,0,0,3.02381,0,0.09678,0,0,0,0.003,0,0,0,0,0,0
"Firmicutes_bacterium_CAG_110",0.07927,0,0.01835,0.00156,6e-05,0.10158,0.00279,0.11196,0.02584,0.01995,0,0.02244,0.00675,0.09344,0.0066,0.00677,0.00392,0.10611,0.00566,0.02008,0.07081,0.45851,0.79321,0.89494,0,0.21749,0.01531,0,0.01489,0.23215,0.11107,0,0,0,0.04633,0,0,0.00163,0.21597,0.64113,0.14018,0.00831,0.00304,0.19411,0,0,0.2021,0.11722,0.02613,0,0,0,0.08676,0,0,0.15021,0.88285,0.94133,1.11088,0,0.0245,0.02288,0,0.36133,0.08727,0,0.2523,0.25454,0.67963,0.12421,0.08732,0.04654,1.11213,1.19052,0.02636,0.01793,0.09922,0,1.17546,0.12337,0.06873,0.13944,0,0,0.31697,0.57537,0,0.03055,0.01179,1.66032,0.43938,0.03316,2.4942,0.13944,0,0.17775,0.889,0.25042,0.60577,0.21684,3.92432
"Coprococcus_eutactus",2.95536,0.08741,0.05401,0.18434,0.28977,0.2517,0.48882,4.18909,0,0.02853,0.00202,0.00015,0.00728,0.00364,0.00551,0,0.36716,0.45182,3.5797,0.45288,0,0,0,1.47721,0,0.299,0.0772,0.14488,0.6866,0.89263,0.10347,2.23023,0,0.03272,0,0,0,5.65625,0.01828,4.62274,0,0.03466,0,0,0.56074,0.05667,0.76676,0.45726,0.50038,0,22.79569,2.00289,19.80005,0,2.47031,0.15176,0.38493,0,0.00478,11.96799,1.2851,0.99831,0.04476,0.41955,1.03772,0.28104,0.03123,2.80659,0.07966,0,0.09519,1.56789,0.44565,5.88759,0.28622,5.78753,0,1.01102,0.20262,0.59086,0.30355,0,0,0.02039,0.42855,0,11.43352,0.05164,0,0.44679,1.97507,0.02123,0.21378,0.0181,0.0508,0,0.28983,0.12562,0,6.7973,0.13774
"Paraprevotella_xylaniphila",0,0,0,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00797,0,0,0,0,0,0,7.5837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slackia_isoflavoniconvertens",0.24813,0.21756,1.34297,1.03708,0.1823,0.04515,0.24684,0.43025,0.46672,0.27304,0.15746,1.15675,0.16296,0.0571,0.11672,0.223,0.10334,0.26972,0.01756,0.06805,0.12441,0.02031,0,0.03494,0,0,0.00873,0,0,0,0,0,0,0,0,0.04949,0.05455,0,0,0.04584,0.03289,0,0,0.0709,0,0,0.09068,0,0,0,0.24937,0.01415,0.20179,0,0.01122,0.07699,0.42369,0.19609,0.01536,0,0.04014,0.01567,0.26814,0.12237,0.01066,0.01403,0.00955,0.36703,0.47631,1.69473,0,0.05235,0.08637,0,0.01186,0.03876,0,0.01332,0,0.33182,0,0.01578,0,0,0.10497,0.06801,0,0,0,0,0,0,0.01574,0.40046,0,0,0,0,0,0.05933,0
"Bacteroides_ovatus",0,0.01852,0.02672,0,0,0.03948,0.00036,0,0,0,0,0.0022,0.0121,0,0,0,0,0.00996,0,0,0,0,0,0,2.65438,0,0,0,0.38861,0,0.01294,0.01605,0,0,0,0,0.07123,0.09448,0,0,0,0,0,0.09177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05666,0,0,0,0,0,0,0,0,0,0,0.05105,0,0,0,0,0,0,0,0,0,0.20577,4.63883,0,0.01134,0,0.00638,0,0.08511,0,0.04909,0,0,0,0.02673,0,0,0,0,0,0
"Bacteroides_sp_CAG_144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseburia_hominis",0.067,0.3368,0.07013,0.01013,0.00704,2.67295,0.00202,0,0.01685,0.04464,0.00078,0.77876,0.08808,0.02059,0.01199,0,0.01839,0.40424,0.17024,0,0.42445,0.4285,0.69796,0.57379,0,0.42431,0,1.77461,0.43712,1.50938,0.00448,0,0,0,0.15854,1.82896,0.0443,0.4059,0.00336,0,0.07979,1.23111,0.17883,0.10514,0.06223,0,0,0,0.71154,0,0.05802,0.11381,0.15259,0,0,0,3.98229,0,0.07107,0,0.31768,0.01215,0,0.03039,0,0,0.34458,0.33724,4.8767,0,0.11737,0.55129,0,0.79348,0,0.42744,0,0.26351,0.00254,1.01025,0.00591,2.81175,0,0,0.1365,0.07632,0.23874,2.6715,0.33146,0.07264,0,0,2.26408,0.55528,0.05466,0,0.1619,0.21973,0,0.35881,0
"Dorea_longicatena",3.82034,1.28347,1.84615,4.42425,0.65162,0.50733,0.96731,2.41066,3.44714,3.62351,0.16408,5.08747,0.84156,1.99304,0.80494,1.56485,0.67787,2.60538,0.52204,0.07357,0.22554,0.03515,0.0561,0.04534,0.00589,0.54152,0.0034,0.31954,0.05852,0.14433,0.09876,0.31784,0.24725,0.3246,0.07548,0.13655,0.4079,0.27798,0.33392,0.50372,0.19651,0.07157,0,0.19077,0.04879,0.11079,0.59267,0.0792,0.10407,0.75178,0.65127,0.27721,0.42807,0.43179,0.38798,0.92803,0.43966,0.12778,0.17114,0.5268,0.22682,0.12211,1.30571,0.07588,0.95344,0.60773,0.76166,1.68271,1.16193,1.72035,0.05192,0.5067,0.392,0.52716,0.20464,0.76295,0.63371,0,0.05613,0.19772,0.07842,0.17345,0.46593,0.06671,0.36558,0.55004,0.06787,0.03688,0.06302,0.0925,0.19477,0.08784,0,0.33502,0.17548,0.19236,0.02024,0.04973,0.07625,0.01917,0.03946
"Eubacterium_sp_CAG_38",0.00113,0.41908,0.15839,0.02408,0.01942,0,0.0049,0.02979,0,0.00841,0.00562,0.00092,0.02822,0.03335,0.06544,0.02113,0,0,0.00467,0,0.08612,0.22473,0,0,0.00293,0,0,0.02345,0.05006,0,0,0,0.0245,0,0,0.05928,0,0,0,0,0,0.39478,0,0.12097,0,0.06296,0,0,0,0,0.00905,0.17426,0,0,0,0,0,0,0.22593,0,0.16099,0,0,0.26388,0.02889,0,0,0,0,0.24176,0.04108,0.18135,0,0,0.53276,0,0,1.47287,0.23435,0,0,0.29441,0,0.26017,0.01428,0.0088,0,0.11581,0.7867,0,0,0,0,0.10756,0.21221,0,0,0.67194,0,0,0
"Parabacteroides_merdae",0,0,0,0,0.00135,0.09897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429,0,0,0,0.01149,0,0,0,0,0,0.0243,0,0,0,0,0,1.46489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01654,0,0,0,0,0,0,0,0,0,0,0.11118,0,0,0,0,0,0.02416,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_lactaris",0,0.30536,0.08711,0.43054,0,0.37491,0.25682,0,0,0,0.02169,0,0.01586,0.76163,0,0,0,0.7103,1.53805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02124,0,0,0,0,0,0,0,0,0,0,0.17659,0,0,0,0,0,0.66327,0,0,0.42455,0.08259,0,0,0.96282,0,0,0,0,0,0,0,0,0,0,0,0
"Gemmiger_formicilis",0.25287,0.54803,0.5128,0.41623,0.17808,0.47585,0.17655,1.18226,1.19936,1.64927,0.40883,0.39561,0.86142,0.76889,0.53946,0.08741,0.21192,0.18971,0.23586,0.20884,0.07138,0,0.52703,0.09028,0,0.68272,0.13744,0.08082,0.1167,0.1249,0.02437,0.09149,0.03736,0.03345,0.03008,0.25155,0.05455,0.16494,0.56094,0.05199,0.1048,0,0.02435,0.11015,0.07018,0.06114,0.00601,0.01116,0.16258,0.05815,0.02906,0.30092,0.04011,0.09979,0.00713,0.06705,0.07244,0.06718,0.11007,0.04558,0.08647,0.03958,0.0035,0.15899,0.14802,0.07113,0.39224,0.16864,0.49897,0.41088,0.30674,0.04288,0.09921,0.18063,0.07631,0.46322,0.02609,0.00517,0.11697,0.23061,0.34725,0.12935,0,0,0.43989,0.20887,0.20185,0.13683,0.19582,0.2525,0.04367,0.59092,0.19919,0.16525,0.12124,0.07704,0.1505,0.05502,0.10215,0.35877,0.06224
"Bifidobacterium_dentium",0,0.78905,0,0.10484,0.0662,0,0,0.00199,0,0,0,0.04433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19895,0,0,0,0,0.21153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03562,0,0,0,0,0,0,0,0,0,0,0,0.02151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
