"","train_1198","train_1204","train_1230","train_1308","train_1381","train_1386","train_1388","train_1389","train_1392","train_1393","train_1394","train_1396","train_1397","train_1398","train_1400","train_1401","train_1402","train_1403","train_1405","train_1406","train_1408","train_1409","train_1410","train_1411","train_1412","train_1413","train_1415","train_1416","train_1417","train_1420","train_1421","train_1424","train_1425","train_1426","train_1428","train_1431","train_1433","train_1434","train_1435","train_1436","train_1437","train_1439","train_1441","train_1443","train_1446","train_1448","train_1449","train_1694","train_1696","train_1698","train_1703","train_1707","train_1708","train_1711","train_1712","train_1715","train_1717","train_1719","train_1720","train_1725","train_1728","train_1736","train_1742","train_1744","train_1746","train_1747","train_1748","train_1755","train_1759","train_1761","train_1765","train_1767","train_1768","train_1769","train_1773","train_1774","train_1776","train_1782","train_1783","train_1784","train_1786","train_1790","train_1796","train_1800","train_1803","train_1804","train_1805","train_1813","train_1816","train_1821","train_1828","train_1837","train_1844","train_1854","train_1855","train_1860","train_1861","train_1862","train_1873","train_1874","train_1877","train_1884","train_1890","train_1892","train_1893","train_1894","train_1901","train_1904","train_1905","train_1909","train_1910"
"Clostridium_innocuum",0,0,0,0.00249,0,0,0,0,0,0,0,0.01653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00908,0.01193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02359,0,0,0,0,0,0.00574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00823,0,0,0,0,0,0
"Actinomyces_sp_oral_taxon_181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_oralis",0,0,0,0,0,0,0,0.01693,0,0,0,0,0,0,0.00488,0,0,0,0,0,0,0,0,0.01706,0,0,0,0,0,0,0,0,0.00687,0,0,0,0,0,0,0,0,0,0.04184,0.00447,0,0,0,0,0.01302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella_pneumoniae",0,0.04979,0,0,0,0,0,0,0,0,0,0,0,0,0.01259,0,0,0,0,0,0,0,0,0.00597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00531,0,0,0.02639,0,0,0,0.03721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21913,0,0,0,0,0,0
"Actinomyces_sp_HPA0247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoclostridium_sp_An118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_mitis",0,0.00332,0,0,0,0.03982,0,0.01404,0,0,0,0,0,0,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.00724,0.00406,0,0,0.00475,0,0,0,0,0.01195,0,0,0.00977,0,0,0.01958,0,0,0,0,0,0.00464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16983,0,0,0,0,0,0,0.00334,0,0,0,0,0,0,0,0.00849,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruthenibacterium_lactatiformans",0.03433,0.05977,0.07407,0.0224,0.39595,0.05738,0.24142,0.18091,0,0.16964,0.04826,0.13641,1.2278,0.05437,0.04369,0.15131,0.29006,0.14692,0.12955,0.1128,0.14841,0.04891,0.37183,0,0.14011,0.56035,0.12177,0.29054,0.08027,0.055,0.13801,0.05236,0.46203,0.26452,0.00356,0.07675,0.03822,0.0122,0.0265,0,0.58142,0.19394,0.23497,1.57952,0.4285,0.03632,0.00955,0.0312,0.05349,0.0812,0.00137,0.02602,0.0088,4.80563,0.1684,0.08742,0.14591,0.18593,0.08693,0.45443,0.03174,0.1306,0.69099,0.33208,0.18456,0.08154,1.01279,0.24102,0.03094,0.37396,0.00219,0.06032,0.65875,0.01371,0.63865,0.14584,0,0.56273,0.01429,0.01773,0.02582,0.1542,0.30615,0.33755,0,0.11046,0.01863,0.0774,0.05351,0.0602,0.04133,0.02438,0.03067,1.95604,0.17613,0.09871,0.22985,0.07306,0.10158,0.00469,0.02588,0.01829,0.05943,0.09469,0.11088,0.12116,0.04647,0.23027,0.04303,0.04489,0.03431
"Atopobium_parvulum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_copri",0,0,0,0,0,0,0.00594,1.54064,63.21589,0,0.00176,4.06619,0,0,4.29251,36.06787,0,0,0,3.0792,0.02566,0,0,66.49099,22.7167,0,0.04286,8.28464,0.29052,0,0,0,0,1.37383,73.61906,0,0,81.76317,20.13019,65.25402,0,0,23.86709,0,0.0274,0,20.87517,68.93492,0.79801,44.04668,0,0,0,0,0,19.19539,0,0,70.47719,0,0,0.0025,0,5.42062,4.77672,0,0.22528,0,0,0,0,32.94306,7.18305,74.77011,28.21765,0,2.10861,2.66777,0.00235,0,0,0,14.96371,0,0,21.81352,0,0,0,29.33153,0,54.43497,49.32995,0.48923,0,17.04769,13.56531,0,0,52.51358,23.32168,64.26687,4.89636,0,0,0,0,0,11.86991,0,0
"Actinomyces_sp_S6_Spd3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsella_aerofaciens",0.34055,0.11982,0,0.65936,0.2805,0,2.10981,0.76151,0.13709,0.48158,0.07635,0.70604,0.2464,0,0.62855,0.13475,0.27991,0,0.10049,1.58253,1.05839,0.26592,1.08649,0.90889,1.24942,1.06837,0.5346,1.59616,0.38246,0.21708,0.06483,0.40431,0.56466,0.36874,0.3108,0.18189,0.28842,0.19157,0.30794,0.18324,0.22193,2.02431,0.04497,0,0,0.22335,0.52547,0.08917,0.69546,1.03811,0.57216,1.66922,1.34585,3.36857,0.43859,0.24302,0.93394,0.60998,0.22768,1.29367,0,0.62571,1.84422,1.55822,0.77614,0.91526,2.1735,0,0.44884,0.99728,1.11675,0.1514,1.22648,0.18409,1.34411,1.52589,1.57734,0.85649,0.29654,0.58853,0.56028,0.23662,0.50309,0.28567,0,0.8585,0.98749,0.57171,0,0.80425,0.85932,0.33293,0.43643,1.19044,2.07489,0.37494,0.15749,0.64351,0,0.60549,0.12363,1.3711,0.87615,0,0,0.81833,0.56218,0.04534,0.39251,0.45963,0.6391
"Romboutsia_ilealis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridiales_bacterium_CHKCI006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_520",0,0,0,0,0,0,0,0,0.00439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64292,0,0,0,0,0,0,0,0,0,10.42466,0.00629,0,0,0,0,8.92762,0,0,0,0,0,0,0.00591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_siraeum",0,0.97832,0,0,0,0,4.11151,0,0,0,0,0.10673,0.25981,0.03505,4.55234,0.13921,0.86654,0,7.88149,0.54043,0.00801,0.4622,0.05176,0.21127,0.84067,0.4558,0.02251,23.66952,0.06254,1.20655,0.13665,0.27888,0,15.13452,0,0.0111,0,0.00219,0.74838,0,0.73443,0,5.16914,0.05398,0.18655,0.2938,0.26086,0.15202,2.3549,0.64724,0,0.05098,0.14436,1.4752,0.18027,0.02973,0.09126,15.59962,0.07538,0.42678,0,0.18205,0.98122,0.83952,0.70954,1.15836,0.35033,0.02603,0.06615,0.5336,1.02754,0.08476,2.28417,0.01942,0.55955,2.64187,0.98098,1.84423,0,0,20.44218,2.77998,0.20118,0.09705,0,0.60458,0.88138,0.03522,0.82052,0.90841,0.08209,0.0047,0.61655,0.15492,0.02324,0.08911,0,0.24058,0,0,0,0.70358,1.79063,0.24004,3.55726,0.08739,0.04396,2.01589,9.96173,0.98072,0
"Bacteroides_uniformis",3.33986,1.2317,9.85903,7.96298,12.7097,8.30734,7.6617,3.61351,1.06158,17.66435,3.39987,8.24096,6.6221,12.33254,1.48339,5.74497,15.37192,6.47742,5.94226,1.49089,5.62641,7.44215,16.58872,0.55195,1.00978,4.60376,4.81209,10.42015,3.76725,0.84789,16.36324,9.88061,8.42605,2.79341,0.69014,6.57298,2.64277,0.45445,1.20274,0.12095,2.12918,17.23756,0.11209,12.61129,4.13283,5.78408,0,0.31319,6.87156,2.76258,6.09946,0,2.93062,5.71421,4.21948,8.27706,5.49892,8.91363,0.75686,1.09133,0,15.17663,3.99107,1.82678,0.32535,6.16394,38.60353,7.68317,17.91906,2.7608,1.53794,3.11536,8.49413,0.20719,3.3114,12.3333,3.15127,4.87694,7.5428,5.2463,12.95066,9.24493,0.24005,8.65486,3.85642,2.18174,0.38884,8.12121,0,1.95922,0,0.11934,0.44701,6.64289,2.98809,2.85148,3.30696,8.29046,0,0.22042,0.57275,0.27079,2.81504,5.91557,17.50046,5.08895,6.28191,10.65931,2.56729,5.14641,7.85917
"Prevotella_sp_CAG_279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35613,0,0.15772,0,0,0.0098,0,0,0,0,0,0,0,0,11.40789,0,0,0,0,0,0.02379,0,3.33425,1.29316,0,0,0,1.11224,0,0,0,0,0,0,0,3.90962,0,0,0,0,0,0,0,0,1.07075,0,2.9391,4.72188,0,0,0,3.35384,9.09751,0,0.91143,0,0,3.14425,1.48438,0,0,0,0,6.52021,0,0,0,3.80169,0,0,3.32756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_bromii",0,1.80502,5.18121,0,4.16397,1.39277,3.35801,2.22831,0.01902,0,0,4.6772,0.4534,0,0.01891,0.9612,1.45055,2.65318,0.59366,0.01913,0.74898,2.70979,1.73536,0.19173,1.58544,0,0.97478,1.13581,3.40378,0.02763,0,0.19885,2.44225,1.02347,0.03265,0.25916,1.41428,0.00798,1.28916,0,0.02123,3.76535,0.81913,0,3.81498,0,0.31481,0.37953,0.95122,1.14513,0,4.33788,3.75929,4.32843,0.94799,0.7931,0.6695,8.61745,0.39309,0,0,0,1.85974,0,0.06397,2.16055,1.44721,2.45138,3.04006,2.73827,3.96233,0.57768,0,0.4572,2.92369,0.92002,0,6.23854,0,0,3.20859,0,0,1.20802,3.49342,0.57835,3.22011,0,6.03595,0,2.08031,0,1.6385,0.35651,0,0.38554,0,0,5.2912,0.52312,0,0.21833,0.88018,0,1.41537,2.80306,0,9.38666,0.95304,1.50275,3.6879
"Phascolarctobacterium_succinatutens",2.45617,0,2.9233,0,0,0,0,0,0,0,2.28433,4.63421,0,0,5.02774,0,0,0,1.26462,0.00724,0,0,0,3.79541,3.84327,5.38323,3.23614,0,0,2.24767,0,3.4427,0,0,2.18809,0,0,0,2.39991,0,0.78219,0,0,0,0,2.41726,0.12034,0,2.01968,0,0,0,0,0.62244,0,0,0.25404,1.38912,0,2.38658,0,0,2.66079,7.63006,0,0,1.55427,0,0,3.03456,0,0,0,3.44358,4.49098,0,3.47198,0,2.62402,0,0,0,6.68143,3.60932,2.67313,4.13867,2.25424,0,0,0,0,3.09242,0,0,3.90746,0.00104,0,0,0,0,0,0,0,0,0,1.93956,0,0,0,1.82788,0
"Prevotella_sp_CAG_873",0,0,0,0,0,0,9.01937,0,0,0,0,0,0,0,0,0,0,0,0,0.28815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.37916,0,0,0,0,0,0,11.79861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89633,0,0
"Roseburia_inulinivorans",0.46986,0.55411,0.57131,3.78048,0.34405,4.36347,0.24443,0.50982,0.22042,0.90081,5.35347,0.50693,1.55746,1.63535,0.40607,1.2243,0.58045,4.41367,1.03451,1.02876,1.95832,0.25995,0.76258,0.21455,0.55834,0,1.64302,0.1153,1.76269,1.14204,2.43246,0.92278,0.18214,0.07676,1.12413,1.2062,0.6885,0.36966,0.77113,2.54994,1.01138,0.81438,0.59503,0.46717,0.20906,0.48587,0.46189,0.07265,0.51635,1.07506,1.03741,7.07973,0.36186,0.19123,1.62203,0.4146,0.96181,0,0.25335,0.02681,0,0.6978,0,0.56029,0.44816,0.41981,0.19366,1.93587,1.62314,0.19843,0.94648,0.03707,0.12767,0.04104,0,1.38473,0.72705,0.56942,0.2181,4.51779,0.10569,0.86168,0.0977,0.00189,0.52678,1.44419,0.48337,0.95326,1.05242,0.1391,0.01689,0.15021,1.64947,0.60035,6.88628,0.14032,0.0232,3.19883,1.29715,1.50851,1.48583,0.4613,2.56756,0.36276,0.2632,1.48177,6.10111,0,0.62115,1.9699,0.08069
"Ruminococcus_torques",0.19536,0.0112,0,0,0,0.1925,0.49695,0.24604,0.03888,0.02714,0.3652,0.17098,0.04896,0.15781,0.24472,0.03447,0.11859,0.16588,0.22547,0.33136,0.15354,0.15856,0,0.13154,0.22067,2.02916,0.09789,0.46796,0,0.16112,0,0.71154,0.13038,0.12918,0.03053,0.07039,0.14701,0.0634,0.19102,0.21833,0.22707,0.16419,0.10786,0.51064,0,0.18041,0.29093,0.01086,0.15766,0.4152,0.16859,0.12924,0.24508,0.42848,0,0.30834,0.33596,0.13773,0.04228,0.52564,0.99656,0.59365,0.19872,0.01984,0.37139,0.11507,0.3426,0.29059,0.13425,1.69674,0.26994,0.14229,0.0374,0,0.46312,0.63462,0.33358,0.38601,0.00944,0.32871,0,0.27704,0.41031,0,0.21731,0,0.03302,0.38309,0,0.26733,0.22415,0.13871,0.20827,0.09892,0.31515,0.08116,0.08967,0.62253,0.21415,0.0305,0.1384,0.10001,0.76675,0.12154,0,0.00711,0.05161,0.16421,0.53121,0,0.37128
"Bacteroides_stercoris",27.54989,0.09038,9.29369,0,19.25214,6.90548,3.86869,0.59108,0.52934,0,12.52901,0,0,0,0,1.92996,0,0,0.34187,0.154,0,1.95259,5.478,0.07224,0,8.79587,1.1126,0.36097,0.04233,2.41685,0,0,0,0,0,0,3.45065,0.63105,0,0,0,0,0,0,0,0.86062,0,0,0,0,0,0,1.27177,0,1.28171,2.16141,0,9.41194,0.01903,2.25478,0,1.70395,0,2.05231,0.39897,0,0,0,0,0,0,0.15224,0.15824,0,0.50903,0,0,0.89529,0,6.83707,0,0,0,0,2.26618,0.60465,7.62262,0,0,0.30663,0,0.11528,3.5773,0,0.42686,0,0,0,0,0.04667,0.28681,0.67905,1.36963,4.05692,0,0,0,0,0,0,2.57588
"Eubacterium_sp_CAG_251",0,0,0,0,0,0.3938,0,0,0.15166,0.68799,0,1.5669,0.61551,0,0,0,0,0,0,0.07079,0.54059,0,0.04175,0,0,0,0,0,0,0,0,2.06713,0,0.65976,0,0,0.46086,0,0,0.20426,0,0,0,0.50697,0,0.0623,0.45722,0,0,0,0,0.91437,0,0,0.14429,0,0,0,0.14823,0,0,0,0,0,0,0.32399,0,0,0,2.13523,0,0,1.09056,0,0,0.83606,0,3.30973,0,0.08752,0,0,1.03164,0,0,0,0,0,0,0,0,0,0,0,0,0.46237,0,0,0.18549,0.12409,0,0.15531,0,1.60588,0,0,0,0,0,0,0
"Alistipes_inops",0,0.07843,0,0.04635,0,0.60954,0.05578,0,0,0.80396,0,7.28067,5.85864,0,0.02128,0.93556,0.57974,0,0,0.01923,4.06811,1.13625,5.69948,0,0,0.16498,0.40008,0.08861,0,0.06056,3.84249,0,0.1379,0,0,0,0,2.03196,0.24606,0,0,0,0,4.32012,0,0.10688,0,0.05832,0,0,0,0.26348,0,0.01684,0,0.32422,0,0.05679,0,0.88211,0,0.15914,1.22534,0,0.12747,0,0,0,0,4.79148,0.21335,0,0,0,0.1277,0.13618,0,0,0,0,4.36863,3.00949,0,6.44088,0,0.00824,0.42909,0,0,0.12973,0,0.13632,0,0,0,0,0,0,0,0,0.64567,0.10258,0.1409,0.63453,0,0.0349,0.12417,0,0.23627,0.16665,0
"Oscillibacter_sp_57_20",0.72968,1.76494,0.10159,0,0,1.22423,0.14903,0.30418,0.16014,0.75532,1.31149,0.30079,2.54849,0.25102,1.64503,0,0.5428,0.96522,0,0.16677,0,1.08815,0.12302,0.07392,0.87761,1.38746,1.87716,0.59333,0.01726,0.6271,1.55859,0.03219,0,1.17996,0,1.97331,1.00896,0.21603,0.67911,0.52051,0.72209,3.13875,0.73759,1.26017,0,0.69789,0.13594,0.85478,5.41142,0.23058,0.4093,0.62851,0.82217,1.54861,1.3812,0.78693,2.3978,0,0.09257,0.15879,0,0.04331,0.04128,0.41071,1.69837,0,2.02582,0.4886,1.49216,1.4376,0,2.13393,1.22769,0.10177,2.73847,1.81678,2.33153,0,0.68487,0.95118,0,0.44656,4.2212,0.23655,1.5116,0.87541,2.61814,0.37636,0,0.79661,0.75273,0.44579,0.74203,2.39276,0.21845,4.15561,0,1.11259,4.1098,0.12945,0.34424,0.46816,4.15754,0.70812,0,0.91087,1.79726,1.98094,0.46753,0.16274,0.09354
"Bacteroides_dorei",0,1.92201,7.63844,21.53356,3.24408,7.50246,0.2988,0.00599,0.10241,0,4.35479,0,19.14111,0,0.17748,0,2.74264,0,2.4692,0.3743,0,0,1.57917,0.48433,0.05079,0.00377,0.99505,0.04398,1.99787,0.20852,1.52666,0,0,0.14709,0.99272,13.11673,0.44646,0,1.99336,0,1.84763,0.84024,0.11891,9.66797,0,0.14844,0.01666,0.63497,0,0.46716,4.71115,0,0,0,2.08423,0.80187,0.10033,0,0.61856,6.5043,0,12.59647,0,3.38657,3.01371,1.91368,2.06893,27.03345,0,3.10251,0.58437,1.11868,1.94098,0.56327,4.14515,8.34254,0.33461,0.81081,0,0,15.8421,8.84173,0.03946,20.21889,4.08702,1.68522,5.40954,1.7351,0,3.09411,2.65,0.0149,0,0.8825,0,4.98094,2.37328,0.06827,8.21179,0.03041,9.16602,3.67563,4.63732,2.66649,0,16.25104,3.07209,5.44076,0.6224,3.15537,3.95154
"Lachnospira_pectinoschiza",0,0,0,0,0,0,3.92199,0,0,5.0364,0,1.39266,0.57967,3.64136,3.09641,0,0,0,0,0.32737,3.27894,0.49247,1.55436,1.70083,1.39217,0.46737,0,0,0,3.94685,0,2.54596,0,0,0.54166,0,0,0.11853,0,0.00721,2.30269,0.06471,2.80131,0,0.39164,5.39738,1.94321,0.27471,0.34228,0,0,4.25376,0.06086,0.2826,0,0,1.29274,0,0,1.38724,3.20191,3.3605,1.7829,0,0,1.7725,0,0.03213,4.02941,9.64058,0,0.52156,0.9833,0,1.44413,0.00055,1.46195,1.03144,0,5.06691,0,0,0.00245,0,0,0,0.32553,1.37188,2.96034,0.06437,0,0.14106,0.29291,0.09738,0,0.24973,0.58442,1.72973,0,0,6.40719,0.50331,0,0,1.19786,5.51516,0.21722,0,0,0,2.57472
"Prevotella_stercorea",0,0,0,0,0,0,0,0,9.94763,0,0,0,0,0,0,0,0,0,0,0.03617,0,0,0,0.15753,0,0,0,0,0,0,0,0,0,0.85764,3.44427,0,0,0,0,0.8797,0,0,0,0,0,0,0.32516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_caccae",0.58479,0.10758,0.45638,4.56435,0,0.81829,0.49812,1.8599,0.03609,1.78884,0.21785,1.55175,1.14839,1.31,0.24094,1.3719,1.92074,0,0.92341,0.47095,0,0.2698,0,0.63321,0,0.59475,1.86452,0.26567,5.68411,0.75552,0.01956,0.87017,1.13004,0.12625,0,0,0.07454,0.56692,0.47438,0.00127,1.64155,1.02433,0,0,0,0,0,0.71019,1.7726,0.00659,1.81165,0,0.99261,5.90346,1.02743,2.07884,1.71047,0,0.11326,1.03834,0,0,2.13414,0.80837,1.23752,2.40523,1.13128,0,1.13094,0,0.08259,0,0,0.28493,2.05936,1.31538,0.29168,0.81186,1.50066,0,1.70823,1.22594,0,0,0.17363,0.46126,0.73928,0,2.3588,0,0,0.16253,0.25224,1.74014,2.10618,0.05117,0,2.42224,0,0,0,0.80944,0.40434,1.51067,0,3.68694,1.2351,0,0.00647,0.91749,0.37212
"Parabacteroides_distasonis",2.52299,0.19117,1.83944,3.61385,0,3.54076,1.15495,5.44277,0.10375,1.47018,0.35436,2.0199,3.86497,0.50045,1.60655,1.96729,0.8419,0,1.62151,0.13907,0,1.04954,2.33888,1.08506,0.80538,0.4288,0.74688,0.80908,1.28672,0.94198,1.14982,1.73793,2.34798,1.05584,0.54188,1.03404,0.76372,0.34608,0.76653,0.16426,1.13272,2.89874,1.06128,7.81463,0,1.45015,0,1.25676,4.63693,0.98965,1.29698,0,1.04812,1.59269,3.39987,3.6389,1.20585,2.80436,0.77793,1.41035,0,1.65686,2.42045,0.51771,0.46968,3.51325,1.2867,2.92529,0,0.9974,1.58183,3.14408,0.77809,0.56153,1.51137,2.29823,0.10224,1.77684,0.78158,0.73005,2.72093,2.61358,0.78474,2.4848,1.38316,2.44479,2.49735,0.65378,4.74011,5.74081,0.99709,3.18527,1.67308,0.54512,1.26941,2.06283,1.51606,0.87432,0,0.78949,0.90046,0.26456,1.06299,1.08644,5.41166,2.05424,1.01994,1.78826,3.80146,0.24552,0
"Haemophilus_parainfluenzae",0,0.0053,0,0,0,0,0.00554,0.01551,0.07974,0,0,0,0.67628,0.18985,0.18485,0,0,0,0,0,0,0,0,0.14343,0.00682,0,0,0,0.09724,0.01942,0,0.03696,0.12665,0.74355,0.02544,0,0.01842,0.01669,0.09182,0.1464,0,0,0,0.01985,0.01008,0,0.00783,0,0.00694,0,0.15557,0.33023,0.09884,0,0.02934,0.0292,0,0,0.00433,0,0,0,0,0,0,0,0.02218,0.03349,0,0,0.00252,0,0,0,0,0.05713,0.26437,0,0.13372,0.03181,0,0,0.10842,0,0,0,0,0,0.04506,0,0,0.05726,0.01375,0,0,0.33771,0,0.10907,0,0.11322,0,0,0.19904,0,0,0,0.01014,0.23041,0,0,0
"Odoribacter_splanchnicus",0.87044,1.05497,0.42856,1.89897,0,0.72453,1.09057,4.2086,0.28982,0.64123,0.91717,0.78188,4.29075,0.80019,1.93871,0.80243,1.69755,1.64794,0.95604,0.26148,1.4173,1.72694,1.32511,0.12797,0.31449,0.77919,1.20761,0.22972,0.66796,0.56304,1.98992,1.64033,1.83459,0.50518,0.15913,3.09264,1.18082,0.25058,0.91219,0.00841,0.79582,1.21135,1.11641,1.70034,0,0.8054,0.00201,0.42667,1.38632,0.4194,0.74049,0.28865,0.55759,0.92046,0.33976,0.71508,1.36799,0.74644,0.3273,1.25678,0,0.72488,1.37866,0.9182,1.10443,0.32201,0.44343,1.47429,1.21909,0.32018,0.30829,0.53047,0.31409,0.26196,0.88189,6.09378,0.59485,0.6413,0.39071,0.50734,0.38424,0.67029,0.46949,0.5231,0.33824,0.82455,0.5663,0.83278,0.27187,1.21509,0.7542,0.27334,0.28222,0.70211,0.46789,0.41804,0,1.14138,1.10672,0.08349,0.81441,0.47942,1.99219,0.44277,0.1747,0.64115,1.00593,0,0.41996,0.64132,0.6947
"Firmicutes_bacterium_CAG_110",0,0.52337,0,0,0,0.30513,0.37801,0,0.16423,0.10292,1.24394,5.82114,3.37602,0,0.65839,0,1.63434,0.06789,2.73394,3.43859,0,1.40642,0,0,0.2937,0,0.39854,0.11461,0.21145,2.20286,0,0,0,0.00127,0,0.0958,0.10739,0,1.94233,0.01881,0.24538,0,0.97805,0,0,0.79572,0.81764,0.13588,0.17774,0.12301,0.12476,0,0.23642,0.13125,0,1.91989,0.1014,0,0.42339,2.29893,0,0.02815,2.99798,1.59002,1.23103,1.32486,1.35528,0,0.08167,1.30192,0.87592,0,0,0,0.17886,0.06352,0.11224,0,0.0275,2.7349,0,0.21737,0.18713,2.62019,0.24555,0.0943,0.08913,0,0.01092,0.1369,0.11095,0.93931,0.7286,0.5796,0,1.24051,0,0.04894,0.56797,0,0.43621,1.44092,1.67955,0.27854,0,0.00201,0.41168,0.22835,0.14567,3.9124,0.03769
