"","train_2667","train_2668","train_2669","train_2670","train_2671","train_2672","train_2673","train_2674","train_2675","train_2676","train_2677","train_2678","train_2679","train_2680","train_2681","train_2682","train_2683","train_2684","train_2685","train_2686","train_2687","train_2688","train_2689","train_2690","train_2691","train_2692","train_2693","train_2694","train_2695","train_2696","train_2697","train_2698","train_2699","train_2700","train_2701","train_2702","train_2703","train_2704","train_2705","train_2706","train_2707","train_2708","train_2709","train_2710","train_2711","train_2712","train_2713","train_2714","train_2715","train_2716","train_2717","train_2718","train_2719","train_2720","train_2721","train_2722","train_2723","train_2724","train_2725","train_2726","train_2727","train_2728","train_2729","train_2730","train_2731","train_2732","train_2733","train_2734","train_2735","train_2736","train_2737","train_2738","train_2739","train_2740","train_2741","train_2742","train_2743","train_2744","train_2745","train_2746","train_2747","train_2748","train_2749","train_2750","train_2751","train_2752","train_2753","train_2754","train_2755","train_2756","train_2757","train_2758","train_2759","train_2760","train_2761","train_2762","train_2763","train_2764","train_2765","train_2766","train_2767","train_2768","train_2769","train_2770","train_2771","train_2772","train_2773","train_2774","train_2775","train_2776","train_2777","train_2778","train_2779","train_2780","train_2781","train_2782","train_2783","train_2784"
"Clostridium_clostridioforme",0,0,0,0.18277,0,0,0,0,0,0,0,0,0.00957,0.02705,0.00575,0,0,0,0,0.00217,0,0,0,0.00569,0,0.00306,0,0,0.02345,0.04635,0,0,0,0.00685,0,0,0,0,0,0,0,0,0,0,0.07392,0,0,0,0,0,0,0,0,0,0.00228,0,0,0,0,0,0.0756,0,0,0,0,0,0,0,0,0,0,0,0.03621,0.00862,0,0,0,0,0,0,0,0,0,0,0.08018,0.00558,0.02062,0,0,0,0,0.0078599999999999,0,0.00322,0,0,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01949,0,0,0,0,1.67911,0.95677,0
"Clostridium_celatum",0,0,0,0,0,0.00555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559799999999999,0,0,0,0,0,0,0,0.11064,0,0,0,0,0,0.01714,0,0,0,0,0,0,0,0,0,0,0.02488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00541,0,0,0,0.00156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_pasteurianus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295,0,0,0,0,0,0,0.01805,0,0,0.0064099999999999,1.93012,0,0,0,0.06335,0.51936,0,0,0,0,0.0009599999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04271,0,0,0,0,0,0,0,0.02281,0,0,0,0,0.01601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eggerthella_lenta",0.03026,0.0180099999999999,0.00307,0.04091,0,0,0,0.00835,0,0,0,0,0.0038399999999999,0.00346,0,0.14193,0.21707,0.00913,0,0.0269,0,0,0,0.06666,0.0807799999999999,0,0,0.0536,0.90316,0.11915,0.0197199999999999,0,0.02872,0.01059,0.00093,0,0.02605,0.0300399999999999,0.0038299999999999,0,0,0.02201,0.02149,0.03259,0.00491,0,0.00335,0.00659,0.00382,0,0.01771,0.0338199999999999,0,0.00806,0.00745,0,0.01895,0,0.00345,0.03123,0.00155,0.01641,0.02333,0,0,0,0,0.01428,0.0108,0.02605,0.00232,0,0.0028899999999999,0.00808,0.0063799999999999,0.00622,0.05991,0.00274,0.0145,0.0145099999999999,0.00314,0.00218,0,0.02079,0,0.01643,0.0177,0,0.03786,0.02885,0.00248,0.0145199999999999,0.01204,0.001,0,0.0420699999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.20707,0,0.02914,0.00579,0.03566,0,0.00811,0.00807,0.07686,0
"Dorea_sp_CAG_317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propionibacterium_freudenreichii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_innocuum",0,0.00445,0.03284,0.0075099999999999,0,0,0,0.00115,0.00162,0,0,0,0.00613,0.03228,0.0263,0.38142,0,0,0.00628,0.0215,0,0,0,0.00911,0.13608,0,0.0695799999999999,0.11379,0.03659,0,0.03745,0.0200599999999999,0.05862,0,0,0,0.0039,0.0028,0.00213,0,0,0.00385,0,0,0.00552,0.0065,0.03073,0.78467,0.0715799999999999,0.0081599999999999,0,0.00794,0,0.00346,0,0,0.0043799999999999,0.38296,0.00139,0.0007099999999999,0.10989,0,0.0547,0,0,0.02345,0,0.00883,0.02206,0.00317,0,0.01884,0,0.02677,0.01992,0.01151,0.02115,0,0.00263,0.00412,0.0046,0.01845,0,0.04423,0.18871,0,0.02349,0,0.05487,0.0580899999999999,0,0.01114,0.17523,0,0,0.00412,7.41492,0,0,0,0.21473,0.20181,0.23982,0.0141599999999999,0.55192,0,0.16295,0,0.09617,0,0.01196,0.0186,0.03392,0,0.06458,0.372,0.16471,0
"Actinomyces_sp_oral_taxon_181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00475,0,0,0,0,0,0.0044,0.00443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03235,0.00163,0,0,0,0,0.02019,0,0,0,0,0,0,0.00312,0.0144699999999999,0.0007599999999999,0,0,0,0.0072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202,0,0,0,0,0,0,0,0,0.13337,0,0,0,0,0,0,0.00777,0,0,0,0,0,0,0,0,0
"Streptococcus_oralis",0,0,0,0,0,0,0,0,0,0.00867,0.11026,0.2006,0.05414,0.20601,0.19437,0.00941,0.01613,0,0.02099,0,0.0047,0,0.00796,0.0117,0,0,0.04534,0,0,0.0006799999999999,0,0.0173,0.01006,0,0.15098,0,0,0.09936,0.12142,0.0375,0,0,0.02854,0,0.01781,0.00175,0.06507,0.00355,0.9283,0.3396,0,0,0.04954,0,0,0.02241,0.03758,3e-04,0.03185,0.04092,0.06088,0.00685,0.00054,0,0.19695,0.00797,0.01806,0.00041,0,0.00702,0.28165,0.00135,0.00186,1.66438,0.00039,0.05241,0.04339,0.00261,0.00073,0.02164,0.02645,0.1994,0.03175,0,0.09419,0,0.01986,0,0.06226,0.0115,0,0,0.18704,0,0,0.0080299999999999,0.0265,0,0.3936,0.41375,0.1406,0.09673,0,0.12523,0,0,0.02191,0,0.50359,0,0,0,0.07557,0,0,0.04027,0.40633,0.01298
"Klebsiella_pneumoniae",0,0.38859,0.0065,0,0.01439,0.0088799999999999,0.69422,0.05727,1.09479,31.09967,0.19068,0.24598,0,2.83902,0.00504,30.42147,0,0.05044,0.42173,0.67418,0.12712,0,0.00498,0.00157,0.13281,0.10586,0.03935,0.61592,0.07449,0.03271,0.64663,2.77856,0.00134,0.44069,0.00994,0,0.05899,0.00394,0.18585,3.3678,0.02695,0.53447,0.01194,0,0,23.92675,4.22427,6.02437,0.0057399999999999,0.02232,0,0,2.92698,0.01052,0.60185,0.78824,0.29307,0.20381,0.01831,0,0,0.04264,0.0114,0,0.27722,1.90842,0.97714,0.98397,4.27362,0.00081,0.00435,0.00714,0.00725,0.59827,0.75215,0.16801,0.00528,0.74969,0.00893,0.00231,0.63727,2.95682,0,0.00649,1.49984,8.212,0.01676,0.18147,0.04983,0.50111,0.69704,0,23.70246,0,0.03538,0,0.13119,0.03728,4.22604,0.19991,10.69035,0.03681,0.11878,3.12622,0,5.00003,3.26105,0,0,0,0.22744,0.74748,0.45904,4.89434,3.05075,0.00495,0.10359,0.28575
"Actinomyces_sp_HPA0247",0,0,0,0,0,0,0,0,0,0,0,0.00145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103,0,0,0,0,0,0,0.00216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326,0,0,0,0,0,0,0,0,0,0,0,0,0.00029,0.003,0,0,0.0001899999999999,0,0.00139,0.00072,0,0,0,0,0,0,0,0,0.01615,0,0,0,0,0,0,0,0,0,0,0.00601,0,0,0,0,0,0,0,0,0,0.01303,0,0,0,0,0,0,0,0,0
"Lachnoclostridium_sp_An118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_mitis",0,0,0,0,0,0,0,0.00095,0.0011099999999999,0.00534,0.02477,0.30295,0.11115,0.03729,0.02409,0,0.01104,0,0,0,0,0,0,0.01857,0,0,0.13203,0,0.00332,0,0,0.00484,0.00401,0,0.0182699999999999,0,0,0.15473,0.37832,0.05754,0,0.01339,0.03244,0,0,0,0.04198,0,0.09468,0.06654,0,0,0.0786299999999999,0,0,0.02017,0.00439,0,0,0.00867,0.07261,0.0119,0.0003799999999999,0,0.1299,0.0104,0.03032,0,0.0017,0.0022199999999999,0.11493,0.01166,0.00808,0.95071,0,0,0.11315,0.01786,0,0.02949,0.01813,0.12915,0.00237,0.00889,0.0203199999999999,0,0.0112,0.0096,0.09808,0.00588,0.0011,0,0.06265,0,0,0.00556,0.0461,0,0.14666,0.18665,0.04879,0.04806,0.00168,0.03501,0.50189,0,0.00491,0,0.14744,0.00294,0,0,0.50397,0,0,0.03888,0.20171,0
"Ruthenibacterium_lactatiformans",0.0084099999999999,0.27943,0.00511,0.01847,0,0.0634,0.0130099999999999,0.3001,0.0155,0,0,0,0,0.15715,0.39273,0.10171,0,0.06299,0.0014199999999999,0,0.01378,0.14275,0.09963,0.09422,2.55506,0,0,0.12119,1.03354,0,0.13798,0.00084,0.0736899999999999,0.17783,0.00248,0.04262,0.07801,0.00831,0,0.00025,0,0,0,0.36897,0.08419,0,6e-05,0.1745,0,0,0.00944,0,0,0.18611,0.11967,0.00276,0.55248,0,0.01441,0.07915,0,0,0,0.0062,0.0017399999999999,0,0,0.05917,0.02597,0.00237,0,0,0,0.01683,0,0.00614,1.05156,0.01783,0.0928,0.27541,0.01167,0.0919799999999999,0,0,1.3321,0,0.00805,0,0.01968,0.06721,0.02333,0.00286,0.237,0.00186,0,0.10454,0.05294,0,0,0,0,0.00963,0,0.00093,0.01121,0,0,0,0,0.00496,0.10092,0,0.08272,0,0,0,0.01645,0
"Atopobium_parvulum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108,0,0,0,0,0,0,0.00439,0,0,0.01217,0,0,0,0,0.01456,0.0059,0,0,0,0,0.00262,0.02671,0.00823,0,0,0,0,0.01973,0,0,0,0,0,0,0,0.02163,0,0,0,0.00146,0,0.00563,0,0.00907,0,0,0,0,0,0,0,0,0,0.00058,0,0.0037,0,0,0,0.03443,0,0,0,0,0.01034,0,0,0,0,0,0.00343,0,0,0,0,0.0033399999999999,0,0,0,0,0,0.02484,0,0,0.0114799999999999,0,0,0,0,0.01309,0,0.01821,0,0,0,0,0,0,0,0.01177,0
"Prevotella_copri",0.01909,0.0202,45.14825,0.31414,44.89581,0.34351,57.10742,0.02097,35.53527,0.12304,72.95218,0.08093,51.13755,0.1771,0.08234,0.0339,0.05607,0.14638,40.29435,1.03871,0.0911,0.01881,0.03474,0.10488,0.01858,0.06209,0.00279,0.1807,0.13362,0.0860799999999999,0.01896,0.0493899999999999,0.06426,0.10553,0.07338,0.1848,19.91661,29.69879,0.08584,0.00273,58.21608,2.48585,63.56462,0.17335,0.03805,31.10659,0.07051,3.72064,0.15095,0.04171,0,0.00466,0.17408,54.49244,69.44208,53.47082,0.02703,0.09502,0.08333,25.84997,0.0528,0.21358,0.01601,65.41961,0.02721,0.0550299999999999,20.88883,0.01159,0.44429,0.0688899999999999,7.44853,0.0072,0.02695,0.01583,0.07542,51.44705,0.04777,0.03394,0.02686,0.17759,48.92729,18.15772,0.03358,0.3224,0.02138,0.01925,0.04996,0.02264,0.00426,0.02304,0.06658,0.09496,0.11141,0.00995,7.9502,0.00932,0.43056,32.42525,0.00405,41.65126,0.13494,0.03165,0.05147,0.16956,0.23586,0.0203,0.16392,3.15425,0.55351,0.0215099999999999,0.00967,47.61796,0.07546,73.62746,0.59792,0.03135,20.15889,34.67899
"Actinomyces_sp_S6_Spd3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436,0,0,0,0,0,0,0.00148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223,0.0016899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00705,0,0,0,0,0,0,0,0,0,0,0,0.00611,0,0,0,0.00114,0,0,0,0,0,0,0.00031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02259,0
"Collinsella_aerofaciens",0,0.03313,0.07771,0,0.01779,0.0006799999999999,0.21375,0.22651,0.09476,0,0.02648,0.03714,0.09432,0,0,0.01833,0.01609,0.1598,0.27101,0.02192,0.01824,0.22669,0.02316,0,0,0.09643,0.00315,2.40554,0.00047,0,0.39077,0,0,0.00091,0,0,0.14602,0.12196,0,0.00144,0,0.09115,0.07844,0.17935,0.01478,0.01599,0,0.1156,0.00159,0.03093,0.46194,0,0,0,0.08669,0.04626,0,0,0,0.27879,0,0.00078,0,0.26884,0,0,0.02049,0.13598,0.2665,0.05413,2.29342,0,0,7e-04,0.61704,0.13275,0,0.47517,0,0,0,0.18337,0.02153,0,0,0,0,0,0,0,0.03517,0.0004799999999999,0,0.00105,0.04492,0.13526,0,0.09598,0.24272,0.22468,0,0,0,0,0,0,0.02798,0.03498,0.00689,0.03015,0.21764,0,0.09265,0.09511,0.02368,0,0.14355,0.19383
"Romboutsia_ilealis",0,0,0,0,0,0,0.00074,0,0,0,0,0.00042,0,0,0,0,0,0,0,0,0.00158,0,0,0,0,0,0,0,0.00468,0.00027,0.00307,0,0,0,0,0.00513,0,0,0,0.00225,0,0.00687,0.0012699999999999,0,0.00072,0,0,0.00678,0,0,0,0,0,0,0,0,0.0037,0.00472,0.00132,0,0,0,0,0,0,0,0.0054,0,0,0,0,0.00817,0,0,0,0,0,0.01372,0,0.00084,0,0,0,0,0,0,0,0,0,0,0.00698,0,0,0,0,0,0.05409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridiales_bacterium_CHKCI006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_520",0,0,0,0.06023,0.00842,0.00295,0.0071,0,9.40153,0,6.59853,0,0,0.01994,0,0,0,0,0.00121,0.06358,0,0,0,0,0,0.00085,0,0.03132,0,0,0.0009699999999999,0,0,0,0,0.00121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006799999999999,0.00077,0.00662,0,0,0.00106,0,0,0.0001699999999999,0,0,4e-04,0,0,0,0.00316,0,0,0,0,0,0,0,0.00461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00175,0.00506,0,0,0,0,7.4516,0,0,0,0,0,0,0,0,0,0,0,0.01549,0,0,0,0,0,0
"Eubacterium_siraeum",0,0,0,0,0.41526,0,0.00622,0.22696,0,0,0,0,0,0,0.00033,0,0,0.31239,0,0.00026,0,0.03878,0.02806,0,0,0.20551,0,0,0,0,0.03981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01426,0,0,0,0,0,0,0,0,0,0,0,0.04099,0,0,0,0,0,0,0,0,0,0,0.02043,0,0,0,0,0,0,0.20691,0,0,0,0,0,0,0,0,0,0,0,0,0.04498,0,0,4.0773,0,0,0,2.04001,0,0,0,0,0,0,0.01024,0.00758,0,0,0.01709,0,0,0,0,0,0,0,0,0
"Bacteroides_uniformis",6.3995,1.98721,0.84937,0.15398,3.49906,8.88358,0.8288,11.64885,1.25544,0.08585,0.06995,0.47445,0.84191,3.30191,8.15047,0.0657,15.37694,3.66618,0.20381,0.33544,0.87779,3.56528,10.33247,20.54829,0.3613,3.83288,0.0666799999999999,3.894,2.88107,5.74025,2.3489,0.02812,0.0027199999999999,20.72391,2.3962,12.80533,37.70097,0.91073,1.52222,0.03921,3.99013,8.76214,0.18496,19.1492,3.06548,1.34595,0.8988,1.89752,0.05382,3.47335,5.03753,6.22213,0.03879,0.88696,3.59763,0.06386,5.88504,0.06373,1.47997,1.85407,0.01713,4.792,6.28983,0.06995,3.61889,0.02858,0.29624,5.88142,0.85875,11.44299,0.36735,16.98846,4.12516,2.85895,2.16645,2.58584,6.1848,3.44648,3.12066,0.97435,0.44746,0.57412,6.72899,0.13689,0.3326,1.75596,0.05752,0.03688,3.31476,0.03905,3.41606,10.21508,0.9569,1.91953,0.20441,16.24718,0.19606,1.54796,0.13993,0.11291,0.05437,0.14277,1.59698,0.27304,0.095,14.70186,14.23441,4.79903,0.22312,15.87187,1.42913,2.76763,4.7571,1.06456,10.51196,0,5.57323,0.25385
"Prevotella_sp_CAG_279",0,0,3.41173,0,5e-04,0,0,0,0,0,0.69798,0,0.0028699999999999,0,0.22339,0,0,0,0,0.02376,0,0,0.0001899999999999,0,0,0,0,0,0,0,0.00154,0,0.00202,0,0,0,0,0,0,0,0,0,0,0,0,0.21447,0,0,0,0,0,0,0,0,0.0014,0.79372,0,0,0,2.12844,0,0,0,2.72315,0,0,0.01479,0,8e-04,0,0.0009699999999999,0,0,0,0,0,0,0,0,0,0,1.37444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79218,0,0,0,0.41656,0.00095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_bromii",4.46691,2.11835,0.14268,0,0.0070799999999999,0.44798,0.29965,1.21235,0.00314,0,0,4.684,0,0,0.61932,0.0028699999999999,0.00275,2.90654,0.07417,0,0.2048,1.90898,0.00113,0,0.00434,0.55568,0.00463,2.96567,2.14859,0.00078,0,0.64318,0.76297,0,0,0.15108,1.37899,0,0,0.00256,0,2.25589,0,0,0,0.00391,0,0,0.00677,0.89287,1.64839,0,0.00543,0.52709,0.74418,0.0084,0,0,2.20588,0.01427,0,0,0.0139,0.05357,0.0301199999999999,0,0.04011,0.90869,1.57438,0,0.02974,0.0003799999999999,3.03187,0.04507,0,0,1.70754,6.58502,0.53224,1.89216,0.00208,0.01408,0.00389,0.0046,0.01558,0.00183,0,0.00717,0.02155,4.44279,3.09111,0.0055,0,0.47384,5e-04,0.00757,0,0.16039,0,0.00155,0.00265,0,0,0.00569,0,0.22138,0,0,0.00851,0.9912,3.99982,0.00144,0,1.19174,0,0,0.01838,0.01625
"Phascolarctobacterium_succinatutens",0,0,0,0,0,0.0071099999999999,11.73431,0.00374,0,0,0.01309,0,0,0,0,0,0,0.0003399999999999,0.00465,0,0,0.01193,0,0,0,0,0,0,0,0,0.0075299999999999,0,0,0,0,0.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00744,1.73669,0,0,0,0,0,0,0,0,0,0,0,0,0.00521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62099,0.18345,0,0,7.47797,0.07095,0.52732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20394,0,0,0
"Prevotella_sp_CAG_873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseburia_inulinivorans",1.33277,1.1377,0.32513,10.80868,1.26022,1.16503,3.52901,5.20117,0.5672,0.00306,0.18795,0.00765,0.68757,2.1068,0.05145,0.00939,3.30932,0.96249,2.77641,0.00818,0.1156,0.65829,0.87967,0.9345,0.01199,3.09016,2.1341,0.15307,0.13064,0.0076799999999999,5.01206,0.45427,0.58725,9.02947,0.01105,0.39795,1.90988,4.78597,0.00491,0.0168,0.00314,3.87851,0.0075,0.00739,0.11892,8.36983,0.00818,0.69691,0.00705,0.81037,1.41943,0,0.0108799999999999,4.24245,0.50505,0.71205,0.00168,0.00495,5.44419,0.18883,0.0078,3.59847,0.01854,0.03333,0.07662,0.00642,0.46427,1.73073,0.92395,5.84687,0.11225,0.0003799999999999,3.38139,2.13751,0.00675,4.3618,0.0346,5.62099,6.1018,17.21268,0.15404,0.07434,3.10332,0.30934,0.01152,0.00285,10.27782,0.79121,0.02385,6.38038,2.61668,3.07732,0.00875,0.09783,3.43961,0.02033,0.02189,5.06519,0.06812,0.16075,0.0240599999999999,0.00491,0.01543,0.10002,0.47992,5.55974,0.02586,3.1895,0.07708,0.0204,2.08931,2.80186,3.09523,0.13907,2.54179,0,2.53373,2.53738
"Ruminococcus_torques",0.31334,0.53203,0.05047,0.48282,0.45496,0.07463,0.88245,0.01206,0.00128,0,0.00528,8.44887,0,0,0.0137,0,0.0425,0.60326,3.20769,0.63553,0.00231,0,0.34524,0.45511,0,0.03307,0.01285,0.67236,0.73657,0.00025,0,0.42421,0.0758,0.41299,0,0.0036,0.23088,2.57147,0.00112,0.01188,0,0.00546,0.05255,0.00223,0.0036299999999999,0.41584,0,0,0.97922,0.01493,1.68199,0,0,0,0.00277,0.11185,0,0.00193,0.00074,0.8623,0.00033,0.42213,0.00128,0.43326,0.47353,0.0009199999999999,1.93499,0.75267,1.76495,1.2663,0.0126,0,0.00198,1.08121,0.93181,2.02149,0.00389,0.17747,0.00237,0.00772,0.12821,2.35527,0.46564,1.3434,0,0.7371,0,0.86045,0,1.11409,0.00797,1.79017,0,0.08688,3.85699,0.01165,0,0.04099,9.28178,0.90009,0,0.593,0,1.33556,0.00411,0.41892,0.0019199999999999,0.40881,0.00654,0,2.15018,0.04862,0.02624,2.10166,0.0510199999999999,0,0.0369899999999999,3.17381
"Bacteroides_stercoris",2.97691,24.13956,0.21786,0.16328,1.99135,23.65355,0.21239,13.34325,1.70127,0.88247,0.28991,0.52053,1.04072,0.00874,7.09615,3.50297,0.04162,33.17079,0.02266,18.36624,2.05456,0.04096,0.00359,18.28994,0.01073,3.78165,0.08162,2.07421,0.02418,0.02056,0.05297,12.32932,0.02769,6.34976,7.94331,19.9833,0.21206,0.07604,0.00441,0.04244,2.27033,0.04261,0.83847,0.03318,0.00328,0.00733,6.87298,10.09787,0.07517,0.43951,0.05716,23.37464,0.08227,0.86532,0.69043,0.34517,0,0.18086,0.01062,0.59604,0,0.0254199999999999,23.94783,0.00409,10.99929,0.05101,0.33471,0.07415,0.02342,0.00454,0.0552,0.00216,0.77359,1.70827,3.43411,0.02063,0.77475,0.52592,0.97067,0.0130099999999999,0.00531,0.0539,19.8817,0.02283,28.00562,0.10847,0.03501,0.0194699999999999,0.09607,0.05515,0.84532,7.27199,0.45843,2.53878,1.59286,13.83344,0.04165,0.54434,0.49286,1.0524,0.08017,0.0126,0.03596,0.2997,0.04121,0.25772,0.02145,11.02155,0.15162,0.06081,8.8927,0.7706,5.23216,0.10023,0.43847,19.25535,0.09872,0.03986
"Eubacterium_sp_CAG_251",0.20253,0,0.00089,0.10986,0,0.00112,0,0,0,0,0,0,0.09194,0,0,0,0.00765,0,0.04469,0,0.03658,0.32796,0,0,0,0,0,0,0.37314,0,0,0,0,0,0,0.78445,0,0,0,0,0.40472,0,0,0,0,0,0,0.69848,0,0,0.36472,0,0,0,1.0534,0.19165,0,0,0,0.07003,0,0,0,0.48193,0.01389,0,0,0.21346,0.00028,0,0,0,0,0.60175,0,0,0,0,0,0.26939,0.25776,0,0,0.00115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006799999999999,0,0,0,0,0,0,0,0,0,0.00488
"Alistipes_inops",0,0.0145,0,0,0,0,0.0726,0,0,0,0,0,0,0,0,0,0,4.61749,0,0,0,0,0,0,0,0,0,0,0.00123,0,0,0,0,0,0,0,0,0,0,0,0,0.00113,0,0,0,0,0,0,0,0,0,0,0.00035,0,0,0,0,0,0,0.02999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334,0,0,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter_sp_57_20",0.09399,0,0.00037,0.00615,0.47115,1.94836,0.49112,0.2676,1.88924,0,0.19942,0,0.23627,0,0.90822,0.00099,0.00347,0.64035,0.0553899999999999,0.05992,0,0.01774,0.02396,0.39559,0,1.50662,0,1.0571,0.05877,0,0.08221,0.33445,0.24321,0.14035,0.01635,0,0.1141,0.75527,0.53078,0.0016699999999999,0.09784,0.50293,0.33807,0,0,0.0588399999999999,0,0.13093,0,0.62883,0.74696,0,0,0,0.00119,0.09825,0,0,0,0.32012,0,0,0,0.01868,0,0,0,0.24232,0.69331,2e-04,0.09461,0,0,0.00036,0,0,0,1.01608,0,0,0.39742,0.26598,0,0.01004,4e-04,0,0.00259,0,0,0.0013,0.12747,0.65995,0.00078,1.96532,0,0,0.0078,3.66669,0,0.00324,0,0,0,0,0,0.13334,0,0.70398,0.02068,0.76064,0.16358,0.00292,10.42261,0.01117,0.00981,0,1.4325,0.0364899999999999
