"","train_1190","train_1196","train_1207","train_1213","train_1214","train_1215","train_1216","train_1217","train_1219","train_1221","train_1222","train_1225","train_1231","train_1232","train_1233","train_1235","train_1236","train_1238","train_1239","train_1240","train_1242","train_1244","train_1250","train_1254","train_1255","train_1256","train_1259","train_1262","train_1264","train_1265","train_1268","train_1269","train_1270","train_1272","train_1273","train_1275","train_1283","train_1288","train_1290","train_1293","train_1295","train_1299","train_1301","train_1302","train_1304","train_1307","train_1309","train_1313","train_1314","train_1316","train_1327","train_1330","train_1459","train_1464","train_1465","train_1467","train_1469","train_1471","train_1476","train_1509","train_1526","train_1541","train_1552","train_1557","train_1574","train_1585","train_1593","train_1601","train_1618","train_1624","train_1625","train_1631","train_1633","train_1634","train_1636","train_1642","train_1660","train_1670","train_1678","train_1690","train_1695","train_1704","train_1706","train_1735","train_1737","train_1757","train_1758","train_1762","train_1781","train_1785","train_1788","train_1806","train_1811","train_1817","train_1818","train_1819","train_1820","train_1841","train_1849","train_1852","train_1865","train_1866","train_1867","train_1879","train_1886","train_1887"
"Streptococcus_oralis",0,0,0.006,0,0,0,0,0,0.00503,0,0,0,0,0,0,0,0,0,0.00924,0,0,0,0,0.05133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.00045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella_pneumoniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28819,0,0,0,0,0,0,0,0.11806,0,0,0.03396,0,0,0,0,0.01707,0,0,0,0,0,0.00463,0,0,0,0,0,0.00748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26203,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_sp_HPA0247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoclostridium_sp_An118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055,0,0,0,0,0,0,0,0,0,0,0,0.00071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_mitis",0,0,0.01997,0,0,0,0,0,0,0,0,0,0.00079,0,0,0.00719,0,0,0,0,0,0,0,0.03022,0,0,0,0,0,0,0,0,0,0.00871,0,0,0,0.02033,0,0,0,0,0,0,0,0,0,0.00106,0,0,0,0,0,0,0,0,0,0.00173,0,0,0.12348,0,0,0,0,0.00045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01609,0,0,0,0,0,0,0,0.00979,0,0,0,0,0,0,0,0,0,0
"Ruthenibacterium_lactatiformans",0.70678,0.15098,0,0.01843,0.16117,0,0.05756,0.22738,0,0.41528,0.02486,0.06193,0.03435,0.14586,0.081,0.10006,0.30032,0.0084,0.10383,0.82505,0.00237,0.29052,0,0.00407,0.10688,0.00741,0.91994,0.0963,0.05685,0.29988,0.06675,0.03905,0,0.59499,0.05363,0.06575,0.02785,0.93575,0.57216,0.06956,0.61756,0.07743,0.03232,0,0,0.02689,0.02449,0.0105,0.17109,0.08515,0.0792,0.09249,0.81453,0.26083,0.38924,0.1147,0.01367,0.01645,0.00041,1.07676,0.21756,0.03261,0.12856,0.03035,0.30428,0.15014,0.05374,0.1275,0.38686,0.08127,0.22299,0.22032,0,0.20616,0.18275,0.06343,0.1922,0.05717,0.03948,0.05966,0.63231,0.0476,0.06535,0.12799,0.01397,0.0206,0.06718,0.14268,0.15707,0.02366,0.06223,0.19362,0.02971,0.02529,0.05962,0.39967,0.05242,0.11447,0.03071,1.84022,0.00848,0.02237,0.05609,0.27037,0.29114,0.06429
"Atopobium_parvulum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_copri",0,0,0,65.04033,8.69962,80.65531,55.21565,0,0,1.71225,0,8.77431,0,0,0,0,0,0,0,0,63.6828,0,79.6751,0.00207,0,0,0.40766,0,0,26.49829,0,0,79.72637,0,0,57.18902,0.0086,0.02139,0,0,0.0157,0,10.36213,73.59637,77.87244,58.55752,0,0,52.3216,50.85681,0.06551,35.34991,0,0,0.0818,0,32.06938,64.67954,0.02304,0,0,0.00079,0,57.77517,0,0,0,6.49858,0.00181,0.03297,65.11438,0,90.9798,0,4.51369,0.00473,6.84216,1.65812,65.85218,0,0,53.12129,0,0,0,0,70.87044,0,0,63.32324,0.07276,0.39863,0,0,15.91084,0,0,0.2203,0.08198,1.87579,27.51803,0,0,0,0.03808,70.68527
"Actinomyces_sp_S6_Spd3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsella_aerofaciens",0.07988,0,0.56625,0.67078,0.50322,0.15319,0.19883,0.46611,0,0.36541,2.35773,0.41038,0.87059,0.12584,0.28354,1.60297,0.1842,0.35255,0,1.78758,0.35945,0,0.12291,0.2424,0.2044,0.76795,0.89607,0.39265,0.37419,1.30665,0,0,0.74001,0,0.3353,0.69886,0,0,1.73566,0.12864,0.35462,0.1463,0.12449,0.31715,0.31268,0.62277,0,1.61604,1.01475,0.98569,0.44313,0.21992,0.626,0.26029,0.86693,0,0.63348,0.42899,0.504,0.20838,0.5968,0.09757,0.17028,0.2728,0.12801,0.28278,0.4075,0.44262,1.3146,1.1616,0.39133,0.42208,0.17602,0.57351,0.60552,0.41904,0.55116,0.62445,0.31009,0.14637,2.98301,0.53277,0.40018,0.79975,0.40081,0.27957,0.13836,0.27352,0,0.18577,0.70508,1.55949,0.31694,0.73954,0.75117,1.9663,0.46748,0.69189,1.00083,0.87275,0.60136,0.43584,0,0.08496,0.1076,0.33069
"Romboutsia_ilealis",0,0,0,0.00145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073,0,0,0,0,0,0,0,0,0
"Clostridiales_bacterium_CHKCI006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_520",0,0,0,10.17588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.51664,0,0,0,0,0,0,0,0,0,0,1.55272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.21143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02358,0,0,0,0,0
"Eubacterium_siraeum",0.8688,0.05483,0,0.17733,1.01186,0,0.00033,4.83396,0,0,0,0.86162,0,0.06834,1.9334,0.06615,0.58911,2.67739,0,1.52038,0.14674,0,0.03674,0,0,0.01086,0,0,0,0.11907,0,0,0,0.00266,0,0,0,0,0,0.83032,0.03286,6.3173,0.0397,0.01852,0,0.12754,0,0.0139,0.01821,0.001,0.3368,2.4404,0,7.01911,0.19223,0,0.64343,0.43198,0.02326,2.41477,0,0.22864,0.03764,0.11652,0.10714,0.03196,0,5.70684,0.39048,0,0.76304,0.26778,0,9.95338,0.06515,0.14122,0.07961,0.03993,0.09544,2.75434,0.11394,3.58658,0.32811,5.32532,0.00314,0.03577,0,2.27922,0,0,0.0326,0.03653,1.31589,0.01205,1.80706,4.79279,0.14184,0.38519,4.82688,0.76894,0.06196,0.69034,0,0.22287,0.58954,0.08058
"Bacteroides_uniformis",4.33806,0,19.60837,0.67273,5.0475,0.6658,0,1.33587,8.07737,6.26935,13.33463,4.61147,5.29683,9.023,20.55012,6.38141,0,1.38939,9.03604,6.50329,0.82463,6.28971,0.57477,1.75176,3.95728,2.79021,6.18183,20.26371,7.93629,7.13381,10.22056,6.79758,0.1739,14.81135,8.26538,1.98897,19.44234,3.95807,9.52479,7.61855,10.53498,8.01022,5.12201,0.84527,0.07831,1.4729,24.15226,6.89564,0.40945,1.78718,6.18937,2.11691,2.48292,4.86489,8.74608,8.29632,0.48735,0.48418,8.18863,3.56723,5.29252,17.18773,4.05453,0.29145,20.17993,33.26502,11.57224,6.38552,7.69465,5.35336,0.28485,4.20974,0.02335,9.8264,6.35175,9.12415,9.76966,1.6437,2.1243,2.14507,9.05538,2.22558,4.97165,0.60387,8.7626,4.53825,0.21346,8.31607,5.02959,2.39569,20.56676,13.30398,6.67653,6.39878,0.80489,0,12.96267,6.38315,2.85788,0,0.13561,7.16126,7.18349,15.75072,0.73758,0.89511
"Prevotella_sp_CAG_279",0,0,0,0,0,0,0,0,0,0,0,21.80333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881,0,0,0,0,0,0,0,0,0,1.74319,0,0.55015,0,0,0,2.36261,0,0,0,0,0,0,0,0.16473,3.63025,0,0,0,0,0,1.12141,0,0,0,3.04487,0,0,2.55909,0,0,0,0,0,0,0,0.75046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41533,0,0,4.15867,0,0,5.37131,0.02084,0
"Ruminococcus_bromii",0.93098,0,2.27461,0.1614,0,0,0,2.73239,6.05623,2.09445,3.7154,0.5316,5.45696,0,1.84957,7.82866,2.98975,3.05248,0.50085,3.75637,0.22277,0,0.02856,2.52,3.64873,4.06379,0,0,1.8118,3.43454,1.34842,2.59804,0.18491,0,1.31467,0.49753,7.93266,0,0,0,3.60016,3.58005,0.4803,0.00224,0,4.14095,0.50884,12.51955,0.06744,0,4.10018,0,1.2508,0,0.79623,1.00078,1.00635,0.45725,4.96049,0.24253,1.57062,1.94374,2.35706,0.36686,2.34748,0,1.24085,0,1.93081,0,1.73871,3.48823,0,2.61802,7.17284,4.33281,0.69706,0.11831,0.4483,0.52997,0,0.62405,2.08552,3.2909,1.38769,1.29304,0.03814,8.49265,1.08949,0.18545,0,1.52594,1.35279,1.24662,2.81062,0,2.10739,0.83738,0.00366,1.61842,0.99191,2.12498,0,3.39958,1.45072,0.31101
"Phascolarctobacterium_succinatutens",0,0,0,0,7.25185,4.10598,0,1.53703,0,0,0,0,0,0,0.02214,0,2.12156,0,0,0,0,0,2.90469,0,2.51655,0,1.30367,0,2.08268,0,0,3.91996,0,0,0,0,0,0,0,0,0,0,3.68111,0,4.19778,6.01679,0,0,0,0,0,0,0,2.50903,1.21842,0,4.06861,5.0225,0,0,0,0,0,5.96103,0,1.87838,0,0,3.72103,0,0,0,0,1.81787,0,0,0,0,1.41494,0,0,0,0,0,3.96261,2.41396,0,0,0,0,0,0.01563,0,0,0,0,2.49235,0,0.91867,0,0.3114,0,0,0,0,0
"Prevotella_sp_CAG_873",0,0,0,0,0,0,0,8.35634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8518,0,0,0,0,3.35333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43637,0,0,0,0,0,0,0,0,0,4.35196,0
"Roseburia_inulinivorans",1.05831,2.79927,0,1.4397,0.5494,0,1.38034,0.03099,0,0.02942,4.01825,0.29455,1.83067,0.29237,0.06658,1.03524,3.19568,1.48809,0.1018,0.04136,0.32382,0.96361,0.43354,0.70702,1.24807,2.58782,0.3217,1.98998,0.29655,0.31878,0,1.74069,0.68999,1.8065,1.15712,0.11007,1.64089,3.49636,0,2.52447,0.53771,0.73162,3.41199,0.14111,0.32823,0.08697,1.47063,2.00693,0.42556,1.11514,1.1924,2.02332,1.78427,0.777,0.18148,0.05912,0.06577,0.49023,0.12754,0.32758,1.67562,0.61993,0.74977,0.77706,0.37652,1.28941,3.83862,0.64764,0.78164,0.00097,0.45018,0.24433,0.05751,1.82843,0.42298,2.0393,0.96128,2.22258,0.31767,0.91496,0.1668,0.80366,0.40225,0.48554,1.17348,0.72527,0.10793,2.38841,0,0.10688,1.40915,0.18292,2.46756,1.47562,0.01012,1.30863,2.62436,0.18022,1.17575,0.06443,1.08343,0.99747,2.72856,0,0.02915,0.13713
"Ruminococcus_torques",0.0199,0,0,0.78969,0.51159,0.08436,0,0.23932,0,0.11204,0.33061,0.08154,0.10827,0.13059,0.04433,0.24474,0.09818,0.14328,0.34509,0.18456,0.15317,0.29047,0.02295,0.08521,0.59444,0.17773,0.11171,0.25955,0.05468,0.53865,0,0.18358,0.09031,1.11278,0.16877,0.21273,0,0,1.07732,0.21919,0.38437,0,0.3529,0.07379,0.13021,0.45055,0.44005,0,0.15788,0.06537,0.28728,0.20679,0.13224,0.22921,0.40266,0.00527,0.19489,0.12187,0.55496,0.46211,0,0,0.09707,0.22431,0.00889,0.09735,0.08675,0.41345,0.2477,0.11675,0,0,0.10485,0.33984,1.05676,0.09126,0.01124,0.03549,0.05199,0,0.86198,0.32333,0.89612,0.24821,0.22232,0.02485,0.05694,0.67256,0,0.08848,0.24119,0.06091,0.161,0.42793,0.09559,1.17384,0.1439,0.05116,0.04202,0.46506,0.45683,0.16297,0.43704,0.06157,0.93218,0.07296
"Bacteroides_stercoris",0,16.91818,0,0,0,0.60504,0,0,0,0,0,0,1.96342,0,0,17.32277,0,14.58898,0,0.00117,0,0,0,0,3.93362,16.82971,0,0,5.52286,2.85144,0,0,0,2.172,24.56892,0,0,0,0,0,0,0,2.13096,0,0,0.3135,0,0,0.58124,0.99269,0,0.41471,5.16873,1.11201,0.03401,0,0,0.21134,0,10.71841,0,0,1.04616,0.37104,4.2704,0,0,0,29.6633,0.00314,0.10962,0,0,3.47311,0,0,0,0,0,23.40538,0,0.18707,0,0.14487,0,2.82775,0,0,0,0.34691,0,0.00829,0,0,0.23604,0,3.08942,0.5261,2.93702,0.1918,0.1881,9.77966,3.70338,2.07584,0,0
"Eubacterium_sp_CAG_251",0,0,0.17957,0,0,0,0,2.26453,0,0,0,0,0,0,0,0.76262,0,0,0,1.55321,0.43305,0.6241,0.1229,0,0,0,0,0,0,0,0,0,0,0,0,0.14435,0,0,1.21533,0,0,0,0.53519,0,0,0,0,0,0,0.21366,0,0,0,0,0.25275,0,0,0,0,0.90887,0,0,0,0.68808,0.07339,0,0,0,0,0,0,0,0,0.36744,0,0,0,0.26298,0.70035,0,0.89593,0,0.3052,0,0.45635,0,0,0.26108,0,0,0,0,0,0,0,0,0,0,0,0,0.27904,0,0,0,0,0
"Alistipes_inops",0.0117,2.83882,0,0,0,0,0,0,0,0,0,0,0.03543,0,0.11369,6.2542,5.95441,0.70528,0,2.93411,0,0,0,0,0.044,0,0,4.65314,0,0,0,0.12443,0,0,0,0,1.8231,0.26911,0,0,10.27433,0.40665,0,0,0,0,0,0,0,0,0.34015,0.11586,0,0.50932,0.17137,0,0,1.25295,0.00364,0,0,0.31449,0,0,0,3.71639,0.39077,0,0,0,0,0,0,3.92679,0.86686,1.37354,4.67997,0,0,0,0,1.86563,0,0,0,0,0,6.27159,0,0,0,0.71455,0,0.73608,0,0,0.20035,0,0.02687,0.1013,0,1.72656,0,0,0,0.41381
"Oscillibacter_sp_57_20",0,0,0,0.12156,2.9377,0.02847,0,0.67493,0,0,0.30275,1.94514,0.35928,0.56238,0,2.18557,0.27203,2.44268,0,0,0.60436,0,0.05961,0,1.00236,0.21301,0.02122,1.03074,0.68776,2.34899,0,1.64607,0.01957,0,0.43631,0.38532,0,0,0,0.82691,0.03247,0.0871,4.01483,0.10321,0.0391,0.55187,0,0,1.26949,1.30596,0.93592,1.33108,0,0.62608,0.11516,1.08718,0.71763,0.21095,0.14806,1.74329,0,0.30545,1.35029,0.66207,1.1654,0.44971,0.71329,0.23344,0.97268,0,0.44931,0.25715,0.00728,0.40064,0,0,0,0.75071,0.43327,0.00147,0.19931,0.66223,1.36751,0.3377,0.95557,0.54206,0.40863,1.05037,0,0.50483,0.39625,0.77145,0.6618,0.3868,0.79322,0.89915,0,1.54383,1.23733,0.15736,0.53964,4.74721,0.39205,0.28265,0.15658,0.4421
"Bacteroides_dorei",5.61418,0,30.05746,0.27818,0,0.3658,0,0.74892,4.33018,4.22544,8.28262,0.57587,0.53661,28.10462,12.1356,5.30342,23.67725,3.38368,0,0,0.3801,0,0,1.40658,0.73307,1.00159,0,0,3.21159,3.63673,25.04695,0,0.00531,10.84803,3.4161,3.46213,0,21.62202,0,1.13889,11.27802,0,1.44098,0.1924,0,0.09117,0,0,0.21437,0.11431,0,1.0661,0,0.55472,0.55757,4.80454,1.3553,0.15941,0,0,0,1.51554,4.03869,0.14935,0,0,20.735,2.55624,1.22899,29.29237,0,7.31923,0,6.54032,0,1.41386,0,0.39973,0.55164,0,2.11873,0.23419,0,1.29079,15.85042,3.77583,0.33372,0,0,6.98633,3.27285,8.33919,12.06761,4.41269,0.12051,0,2.55527,1.67137,1.14366,0.66589,0.15904,0,0,0,1.87356,0.22272
"Lachnospira_pectinoschiza",0,0,0,1.11954,1.15241,0,0,0.27887,0,0,0,0.43723,8.72668,8.17205,0,0.58713,3.25806,0,0.80521,0,1.57867,6.99318,0.00132,0,4.01812,1.52277,0.00953,0,0.81285,0,6.0795,0,1.05479,0,2.45047,0.58088,0,0,4.33798,0,2.53412,0,0,0.90233,0,0.46662,5.489,0,0,0,0,1.08313,8.08447,0.1546,1.66127,0,0,0.10267,10.30308,3.72422,0,1.00328,0,0.23381,0.03923,3.00333,4.72017,1.55263,2.59435,13.4254,0.38886,0,0,0,0.41017,0.07769,3.34988,0,0.7997,0,0.48161,0,0,0,4.20165,0.43657,0.9419,1.573,0,0.61326,3.57039,0.00844,0.19215,0.22029,0.48519,0,3.16914,0.54891,0,0,0.12994,0.87663,3.76827,0.00246,0,0.71933
"Prevotella_stercorea",0,0,0,1.07949,1.69416,0,0,0,0,0,0,0,0,0,0,0,0,22.66301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56209,0,0,0,0,0,0,0,0,0,0,0.12243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38246,0,0,0,0,0,0.06975,0,0,0,0,0,0,0.01796,0,19.95737,0,0,0,0,0
"Bacteroides_caccae",0.72776,0,0,0.94682,1.23483,0.00321,0.9816,0.86347,0,3.38808,1.18501,1.94601,0.29513,0,0.05912,0.80893,0,0,0.52035,0,1.17137,0.11291,0.19766,0,0.24518,0.26134,1.47393,1.34728,0.80067,0.76692,2.31549,0.1122,0.29162,0,0.77791,0.12605,5.60215,0.75728,0,2.36124,0.8892,0.38707,0.05379,0.03315,0,0.33354,0,0,0.91262,0.849,0.01647,0.20586,1.65644,0.8829,0.58479,1.20265,0,0.27161,0.1288,1.38751,0,0,0,0.2415,1.74574,0,1.44066,0,0.12777,0.02071,0.56556,2.19707,0,1.2792,1.45714,0,0,0.01943,0.03136,0.91582,0.68804,0.26,1.24215,0.84191,0.0526,0.48401,0,0,0,0,1.2519,0.01135,1.65618,0.49328,1.10201,0,1.74975,1.30464,0.28184,0,0,0,1.52981,1.16779,0,0.1731
"Parabacteroides_distasonis",0.14202,8.37611,3.03683,0.60242,1.56133,0.71136,2.61626,1.22872,2.1127,2.15561,0.69244,1.61296,0.39002,3.21011,3.16913,0.63209,4.15923,1.66051,1.8855,1.20817,0.19678,2.19604,0.09647,2.22906,1.052,1.17705,10.38998,0,2.55742,0.8401,1.98413,0.0107,0.13599,2.38544,1.32307,0.57343,2.16236,0,2.33574,0.64204,1.26536,2.04851,0.36927,0.2509,0.03884,1.24957,0,2.4495,0.67541,0.36646,0.552,1.54254,0.22228,1.27598,1.3721,4.27655,0.2352,0.04005,0.61908,0.78566,3.65033,0,1.01275,1.45146,0,0,1.96203,0,1.00929,1.32374,0.88879,1.27977,0.4049,3.16406,1.0645,3.05125,2.16649,0.94266,0.59992,1.53588,0.34148,0.81613,1.12423,2.25304,4.18966,1.18091,0.72159,0,4.55609,0.68798,2.96765,1.95555,1.7641,0.98334,0.29444,0,2.32971,1.96155,1.51217,1.10137,0.07947,4.97424,0.62044,1.36465,0.5883,0.28448
"Haemophilus_parainfluenzae",0.0381,0.01365,0.25907,0,0,0.00591,0.13133,0,0.00167,0,0.0079,0,0.07783,0,0.06004,0.01351,0.05704,0.00294,0,0,0,0,0,0.00401,0,0.00185,0,0.00934,0.00193,0,0,0.02766,0,0,0.01488,0,0,0.13449,0.00543,0,0,0,0,0.16707,0,0.00747,0,0.08567,0,0.2069,0,0,0,0,0,0,0,0,0,0,0.27267,0,0,0,0,0.01606,0.00524,0,0,0.01795,0,0.00764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10215,0,0,0,0.01282,0,0,0.00456,0,0,0.01358,0,0,0.03105,0,0,0,0,0,0,0.00172
"Odoribacter_splanchnicus",0.5313,0.82342,0.97426,0.30616,0.63828,0.05786,0.70877,0.6847,0.25457,0.58775,0.63442,0.79129,0.42609,0.41431,1.3704,0.44433,1.36933,1.29067,0.67207,0.83644,0.74175,1.19929,0.07965,1.16915,1.68132,0.2843,1.92504,1.15778,1.16772,0.92096,0.40644,0.87354,0.03308,1.28024,0.9608,0.41775,0.71542,0.65293,0,1.34166,1.87786,0.39259,1.94648,0.07142,0.0023,0.34575,0,0.48224,0.57162,0.64557,0.57107,0.61333,1.24555,0.99692,1.26969,1.00281,0.24832,0.26592,0.77837,0.55377,0.72791,0.77765,0.54928,0.15108,0.57135,0.93588,0.85225,0.36901,0.52838,0.00655,0.22286,1.1566,0,0.64582,0.86138,0.84618,0.96041,0.41575,0.12791,0.57446,0.38224,0.38131,0.69088,0.82034,1.18615,0.53436,0.10261,0.56059,1.04724,0.18914,0,0.34779,0.58575,0.72213,0.66452,0,0.57871,1.01686,1.23787,0.62242,0.35093,1.57504,0.50798,0.2615,0.34393,0.2032
"Firmicutes_bacterium_CAG_110",0.40944,0,0,0,0.37439,0,0.17122,2.14197,0,0,0.06508,2.15764,0.01259,0,0.03195,0,0,0.10466,0,0,0.14567,0,0,0,0,0.04792,0,0,0,0.00499,0,0.00705,0,0,0,0.05445,0,0,0,0.10146,0.81994,0,0.0325,0.02813,0,0.00558,0,0,0,0.0597,0.19449,0.10881,0,3.11612,2.96734,0,0.18002,0.33083,0.01547,0.13903,0,1.06634,0.00272,0.0659,0,0.07884,0,0.17816,0.0566,0,0.00053,0,0,0.03621,0,0.53655,0.67717,0.33575,0,0,0,0.06807,0.07648,0,0.06108,0.11104,0,0.9737,0,0.00923,0,0.96528,0,0.17158,0.05169,0,0,0.60463,0.20655,1.3596,0.14669,0.14753,0,0,12.33016,0.59049
"Coprococcus_eutactus",0,0,0,0.2264,0,0,1.86218,0.64979,0,4.74174,0.48191,0,0,0,0.02602,0,0,0.11856,0,0,0,0,2.15094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91153,2.76103,0,0,0.01159,0,0,0,0,1.90659,0.59404,9.20211,0,0,0,0,0,0,0.2401,7.7491,0,0,0.02285,0,0,2.40395,0,0.0167,0,0.05822,0,0,0,0,0,0,0,0,2.18659,1.59355,0,0,0.28463,3.41467,0,8.40617,0.01185,0,1.90378,0,2.00798,0,10.1499,3.98309,2.09707,0,0,0,2.69739,0,0,0.08673,0,0,0,0,1.50931
"Paraprevotella_xylaniphila",0,0,0,0.11044,0.91368,0.94964,3.99284,0.17184,0,0,1.01211,3.1379,0,0,0,0,0,0,0,0,0.53368,0,0.03077,0,0,0.52514,0,0,0,0.37923,0,0,0,2.95984,0.82709,0.06997,0,0,0,0,0,0,0.36541,0,0,0.42417,0,0,0,0.06205,0.38387,0.60605,0,0.31844,0.04222,0,0.67254,0.39818,0.52404,0.13867,0,2.07381,0.68818,0.06495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48395,0.0973,0,0.13349,0.22752,0,0.68092,0,0.84565,0,0,0.95283,0.55939,1.03462,0.0085,2.7986,0,0,0,0.93074,0,5.66186,0.77555,0.32474,0,0,0,0.1006,0
"Slackia_isoflavoniconvertens",0,0,0,0.04075,0.06503,0.03651,0,0.14287,0,0,0.09971,0,0,0,0,0.65918,0,0.11988,0,0,0,0,0.02015,0,0,0,0.06594,0,0.02834,0.36571,0,0,0.02108,0.78852,0,0.05741,0,0,0,0,0.15392,0.05855,0.11709,0.0799,0.04487,0.03681,0,0,0.13505,0.02434,0.35918,0.02778,0.00198,0.16568,0,0,0.19035,0.02594,0.29437,0.34648,0.09969,0.02371,0,0.00326,0,0,0,0.01668,0.18378,0,0.08558,0,0.01331,0,0.72316,0,0.42336,0.05913,0.07103,0.07494,0,0.06316,0.17657,0,0,0.03015,0,0,0.24673,0.02006,0,0.32262,0,0,0,0,0.19638,0,0.27679,0.32288,0.11319,0,0,0.00714,0.05222,0
"Bacteroides_ovatus",1.82004,0.08544,0.42379,0.21529,0.37972,0.03386,0.50222,0.04848,1.83253,1.79592,1.00538,0.65039,4.7125,4.041,1.20363,0.91507,1.19459,0.3689,3.58041,0.39414,0.21516,9.82318,0.20443,0.57755,0.03554,0.16071,0.32566,1.08033,2.04558,0.23388,1.7999,1.28818,0.13538,4.25718,0.79486,1.14154,3.65201,0.00201,13.55096,0.25624,0.15364,0.11754,0.1179,0.04923,0,0.1653,3.2886,0,0.35692,0.06361,0.34434,0.19444,0.42729,0.09041,0.13834,0.27365,0.19125,0.06834,1.11742,0,0,0.10518,0,0.24747,1.33288,1.02146,3.75207,0,0.3738,0.66483,0.03974,1.9845,0.12018,0.59508,0.23266,6.32014,1.92996,0.746,0.01572,0.16279,0.31444,0.05049,0.28415,0.16654,1.64718,0.06744,0.04945,0,0.58769,0.63459,2.87622,0.20875,0.47017,0,0.00207,0,0.04972,0.24752,0.4091,0.34083,0.05004,2.77752,0.29677,1.20913,0,0.22815
