"","train_84","train_85","train_89","train_91","train_92","train_94","train_96","train_98","train_99","train_100","train_102","train_103","train_104","train_107","train_109","train_111","train_127","train_128","train_129","train_130","train_131","train_132","train_133","train_134","train_135","train_136","train_137","train_138","train_139","train_140","train_142","train_143","train_144","train_145","train_146","train_147","train_148","train_149","train_150","train_151","train_152","train_153","train_164","train_167","train_170","train_171","train_255","train_256","train_257","train_258","train_259","train_260","train_261","train_262","train_263","train_264","train_265","train_266","train_267","train_268","train_269","train_270","train_271","train_272","train_273","train_274","train_275","train_276","train_277","train_278","train_2998","train_2999","train_3002","train_3014","train_3016","train_3018","train_3019","train_3020","train_3021","train_3022","train_3028","train_3029","train_3043","train_3057","train_3432","train_3438","train_3448","train_3449","train_3458","train_3465","train_3471","train_3485","train_3499","train_3505","train_3510","train_3520","train_3521","train_3538","train_3544","train_3574","train_3575","train_3580","train_3581","train_3601","train_3606","train_3608","train_3609","train_3612","train_3620","train_3622","train_3623","train_3632","train_3634","train_3637","train_3659","train_3676","train_3685","train_3690","train_3703","train_3710","train_3722","train_3725","train_3727","train_3729","train_3731","train_3733","train_3735","train_3737","train_3739","train_3740","train_3746","train_3753","train_3754","train_3756","train_3761","train_3832","train_3838","train_3862","train_3863","train_3864","train_3865","train_3881","train_3882","train_3883","train_3886","train_4156","train_4159","train_4161","train_4175","train_4179","train_4180","train_4184","train_4185","train_4188","train_4191","train_4192","train_4200","train_4205","train_4207","train_4208","train_4214","train_4216","train_4217","train_4221","train_4224","train_4225","train_4229","train_4230","train_4232","train_4234","train_4242","train_4246","train_4247","train_4249","train_4256","train_4257","train_4262","train_4263","train_4269","train_4273","train_4274","train_4275","train_4279","train_4283"
"Eubacterium_dolichum_CAG_375",0,0,0,0,0.0254,0,0,0.04965,0,0,0.00592,0,0,0,0,0,0.00309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074,0,0.0273,0,0.05263,0,0,0.00105,0,0,0,0,0.00325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163,0,0,0,0,0,0,0,0,0,0,0.2494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyzzerella_nexilis",0,0,0,0,0,0,0,0.00533,0,0,0,0,0.01008,0,0,0,0,0,0,0,0.0045299999999999,0,0,0.00264,0,0,0,0,0,0.00416,0,0,0,0.00717,0,0,0,0.15143,0,0.00479,0.00147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15601,0,0,0,0,0,0,0,0,0.00116,0,0,0,0,0,0,0,0,0,0,0.00137,0.00411,0.00267,0,0,0,0.01577,0,0,0,0,0,0.01112,0,0.04729,0,0,0.01352,0,0,0,0,0,0.10852,0,0,0,0,0,0.06544,0,0.00878,0,0,0,0,0.04819,0.10508,1.16968,0,0,0.00598,0,0.69603,0,0,0,0.01167,0,0,0.01429,0,0,0.02108,0.01334,0.03751,0,0,0,0.00598,0,0,0,0,0,0,0,0,0.00107,0,0,0,0,0,0.06103,0,0.01374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eisenbergiella_massiliensis",0.00692,3.01055,0,0.00027,0.00819,0.00572,6.85475,0.02073,0,0,0,0,0,0.46217,0,0,0,0,0,0.0387,0,0,0,0.0043,0,0.03442,0.01546,0,0,0,0.00198,0,0,0.60528,0,0,0.01488,0.0019399999999999,0,0,0.00025,0,0,0.05699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04919,0,0,0,0,0.0349,0,0.03837,0.00495,0,0,0,0,0.01882,0,0,0,0,0.03,0,0,0,0,0.03294,0,0,0,0,0,0,0,0,0,0,0.10339,0,0.07282,0,0,0,0.00651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04478,0,0,0,0,0.01836,0,0.3485,0,0,0,0,0,0,0,0,0.01978,0.02704,0,0.02587,0,0,0,0,0,0,0.02678,0.00323,0.15935,0,0,0,0,0,2e-04,0,0,0,0,0,0,0,0,0,0.03501,0,0.10306,0,0.00296,0,0
"Clostridium_sp_CAG_242",0,0,0,0,0,0,0,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03297,0,0.02046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12434,0,0,1.07329,0,0.10027,0.19874,0.01724,0,0.0244,0,0,0,0,0,0.29095,0,0,0.49122,0.04208,0,0.46493,0,0,0,0.02619,0.14261,0,0.01796,0,0,0,0,0.06796,0.15122,5.28418,0,0.94593,0,0,0,0,0,0,0.00775,0,0,0,0,0,0,0,0,0.31292,0.30354,0.03743,0,0,0,0,0,0,0,0.00787,0,0.0507,0,0.1068,0,0.49297,0,0.02232,0,0,0,0,0.00833,0.10527,0.26379,0.00897,0.00304,0,0,0,0,0.03327,0.0277,0,0,0,0,0,0
"Prevotella_sp_AM42_24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126,0,0,0,0,0,0,0,0,39.05634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.73839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyrivibrio_sp_CAG_318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01805,0,0,0,0.19127,0,0,0,0,0,0.08135,0,0,0,0,0,1.51827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04941,0.19299,0,0,0,0,0,0,0,0,0,0,0,0,2.93609,0,0,3.23211,0,0,3.01044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_sp_An66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus_sp_HMSC71H05",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146,0,0.44949,0,0,0,0,0,0,0,0.01242,0,0,0,0,0,0.00325,0,0,0,0,0,0,0,0,0.0459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01263,0,0,0.01446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04207,0,0,0,0,0.00717,0,0,0,0,0,0,0.00153,0.00229,0,0,0,0.00992,0,0,0,0.00047,0,0,0,0.01953,0,0,0,0,0,0,0.15223,0,0,0,0.01906,0,0.06386,0,0,0.06885,0,0,0,0.00689,0,0,0,0,0,0.01598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408,0,0.01306,0,0,0,0,0,0,0,0,0,0.01389,0.02105,0,0,0.01229,0,0
"Megasphaera_elsdenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09365,0,0,0,0,0,0,0,0,0.21684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12471,0.26145,0,0,0,0,0.94561,0,0,0,0,0,0.19738,0,0,0,0,0,0.02477,0,0,0,0.20799,0,0,0,0,0.25344,0,1.80854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79953,0,0,0.36337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6387
"Acidaminococcus_intestini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45255,0,0,0,3.00091,0,0,0,1.40558,0,0.01599,0,0,0,4.22881,0.09243,0,1.08079,0,0,0,0,0,0,0,0,0,0,0,0,1.21556,0,4.86665,0,0,0,0,0,0.05705,0,0,0,0,0.29975,0.80042,0,0,0,0,0,0,0,0,0.05939,0.01789,0,0,0,0,0,0,3.56355,0,0,0,0,0,0,0,0,0,0,0,6.76414,0,6.04295,0,0,0,0,0,0.11551,0,0.12477,0,0,0,0,0,0,0,0.00209,0,0,0,0,0,0,0,0,0.40236,0,0,0,0,0,0,0,1.2853,0,0,0,0.36871,0,0.00572,0,0,0
"Ruminococcus_sp_CAG_330",0,0,0.02682,0,0,0,0,0.16833,0,0.51883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537299999999999,0,0,0,0,0,0,0,0,0,0.53754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04438,0,0,0,0,0,0,0,0,0,0
"Faecalitalea_cylindroides",0,0,0,0,0.93168,0,0,0,0,0,0,0,0.26425,0,0.74868,0,0,0,0.01966,0,0,0.05583,0.37911,0,0,0,0.00916,0,0.1629,0,0,0.21109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.73429,0.16178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01856,0,0,0,1.02699,0,0,0,0,0,0,0.07775,0,2.82443,0.12392,0.01257,0.19654,0.00596,0,0.04115,0,0.10581,0.04232,0.16928,3.88772,0,0,0,0.01538,0,0.1394,0,0,0
"Blautia_hydrogenotrophica",0.04563,0,0,0.00823,0,0.0101599999999999,0,0.02053,0,0,0.02393,0,0,0,0.00146,0,0.0820299999999999,0,0,0,0,0,0,0,0.07053,0,0.2504,0.00059,0,0,0,0,0.17395,0.11827,0,0,0.20515,0.37685,0,0,0,0,0,0,0,0.00442,0.45877,0,0,0,0,0,0.14837,0.31416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04709,0,0,0.00031,0,0,0,0,0.01626,0,0,0,0,0,0,0,0.11957,0,0.02698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00513,0,0,0,0,0.04196,0,0,0,0,0,0,0,0,0,0,0.1905,0,0,0,0,0.04201,0,0,0,0,0,0,0,0,0,0.00158,0,0,0,0,0,0,0,0,0.01128,0,0,0,0,0,0,0,0.17328,0,0,0,0,0,0,0,0,0.00592,0,0,0,0,0,0,0.08346,0.00043,0,0,0.00438,0,0.00069,0.04428,0,0.04745,0,0,0.01217,0.08458,0,0,0,0
"Enorma_massiliensis",0.00589,0,0.00635,0.0492,0.00898,0.01285,0,0.00311,0.02055,0.07869,0.00779,0.05516,0.05355,0.00026,0.03505,0.00475,0.00112,0.00865,0.04657,0.00301,0.0033399999999999,0.03,0,0.00039,0.00585,0.00059,0.03321,0.00662,0.04362,0.02043,0.00394,0.29386,0.01731,0,0.019,0.0047799999999999,0.00434,0,0.00114,0,9e-04,0.00819,0,0.0012699999999999,0,0.0227199999999999,0,0.00488,0,0,0,0,0,0,0,0,0,0,0,0.01246,0,0,0,0,0,0,0,0,0,0,0,0.1672,0.00936,0,0,0,0.00385,0,0.00312,0,0.00079,0,0,0,0,0,0,0.00289,0,0.00058,0,0,0,0,0,0,0,0,0.00138,0,0,0,0,0,0,0,0,0,0,0,0.00159,0,0,0,0,0,0,0,0,0.01432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121,0,0,0.00229,2.35727,0,0,0.09733,0.00316,0,0.00212,0.67601,0.00177,0,0.00279,0,0.09103,0.0048,0.00133,0.00899,0.01124,0,0.01968,0.08473,0.00384,0.00915,0.00043,3.08773,0.07087,0,0.012,0,0.01866,0.00451,0,0.00415,0.0081
"Anaerotignum_lactatifermentans",0,0.0029,0,0,0,0,0,0,0,0,0.0067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03061,0,0,0,0.00827,0,0,0,0,0,0,0,0,0,0,0.01383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441,0,0,0.02998,0,0,0,0,0,0.04206,0.4707,0,0,0.03166,0.13144,0,0.03223,0.08651,1.37236,0,0,0.096,0,0,0,0,0,0,0,0.11987,0,0.45908,0,0.16148,0,0.478,0,0,0,0,0,0,3.55619,0,0,0.00026,0.40608,0.0114,0,0,0.799,0,0,0,0.08235,0,0,0,0,0,0,0,0.02513,0.30488,0.04122,0,0,0,0,0,0,0,0,0,0.00071,0,0,0,0,0,0.00178,0,0.29723,0,0.00116,0,0,0,0,0,0.00033,0,0,0,0,0,0,0.23812,0,0,0.01341,0,0,0,0.34697,0,0,0
"Desulfovibrio_fairfieldensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_1320",0,0,0,0,0,0,0,2.48864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07946,0,0,0,0,0,0,0,0,0,0,0,0,0.00249,0,0,0
"Prevotella_sp_CAG_617",0,0,0,0,0,0,0,0,0,0,0,0,0.03022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavonifractor_sp_An10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563,0,0,0,0,0,0,0,0,0,0,0.00285,0,0,0,0,0.00152,0,0,0,0,0,0,0.03779,0,0,0
"Clostridium_sp_CAG_299",0.14886,0,0,0,0.03615,0,0,0.01195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318,0,0,0,0,0,0.2165,0,0,0,1.25692,1.65316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64657,0,0.19309,0.03507,0.33958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714,0.31065,0,0,0,0,0,0,0,0.11866,0.07921,0,0,0,0,0,0,0,0,0,0.20084,0,0,0,0.01396,0,0.05535,0.0024,0,0.05865,0,0,0,0,0
"Anaerofilum_sp_An201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341,0,0,0,0,0,0,0,0,0,0,0,0.0069099999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00714,0.01353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1919,0,0,0,0.00339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029,0,0,0,0,0,0
"Cloacibacillus_evryensis",0,0,0,0,0,0,0,0,0,0.00234,0,0,0,0,0,0,0,0,0,0,0,0.00471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00832,0,0.04781,0.03851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02137,0,0,0,0.00691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053,0,0,0,0
"Enterococcus_hirae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05473,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter_piscolens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02973,0,0,0,0,0,0,0,0,0.03635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02399,0,0,0,0,0,0,0.23854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937,0,0,0,0,0,0,0,0,0
"Pseudomonas_aeruginosa_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00487,0,0,0,0,0,0,0,0,0
"Lactobacillus_johnsonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Massiliomicrobiota_timonensis",0,0.07876,0,0,0,0.0530799999999999,0,0,0.0031899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.00892,0,0.00151,4e-04,0,0,0,0,0,0,0,0.0035299999999999,0.00178,0,0,0,0,0,0,0,0,0,0,0.0788799999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15173,0.01038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0.10169,0,0,0.00747,0,0,0,0,0,0,0,0,0.00629,0,0,0,0,0,0,0,0
"Pyramidobacter_sp_C12_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172,0,0,0,0,0,0,0,0,0
"Dialister_succinatiphilus",0,0,0,0,0,0.73145,0,0,0,0.81961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105,0,0,0.19592,0,0,0,0.04007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39172,0,0,0,0,0,0,0
