"","train_229","train_230","train_235","train_240","train_242","train_244","train_245","train_246","train_247","train_248","train_249","train_250","train_251","train_252","train_254","train_2007","train_2008","train_2009","train_2010","train_2011","train_2012","train_2013","train_2014","train_2015","train_2016","train_2017","train_2018","train_2019","train_2020","train_2021","train_2022","train_2023","train_2024","train_2025","train_2026","train_2027","train_2028","train_2029","train_2030","train_2031","train_2032","train_2033","train_2034","train_2035","train_2036","train_2037","train_2038","train_2039","train_2040","train_2041","train_2042","train_2043","train_2044","train_2045","train_2046","train_2047","train_2048","train_2049","train_2050","train_2051","train_2052","train_2053","train_2054","train_2055","train_2056","train_2057","train_2058","train_2059","train_2060","train_2061","train_2062","train_2063","train_2064","train_2065","train_2066","train_2067","train_2068","train_2069","train_2070","train_2071","train_2072","train_2075","train_2076","train_2098","train_2099","train_2100","train_2101","train_2103","train_2106","train_2107","train_2109","train_2110","train_2111","train_2112","train_2115","train_2116","train_2117","train_2120","train_2121","train_2129","train_2130","train_2133","train_2135","train_2136","train_2137","train_2138","train_2141","train_2142","train_2143","train_2144","train_2145","train_2146","train_2147","train_2148","train_2149","train_2150","train_2151","train_2152","train_2154","train_2155","train_2158","train_2159","train_2160","train_2161","train_2162","train_2163","train_2164","train_2165","train_2166","train_2167","train_2171","train_2172","train_2174","train_2175","train_2179","train_2180","train_2182","train_2183","train_2184","train_2185","train_2190","train_2192","train_2194","train_2195","train_2196","train_2197","train_2198","train_2199","train_2200","train_2201","train_2202","train_2203","train_2204","train_2205","train_2207"
"Butyrivibrio_sp_CAG_318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5186,10.02904,0.14422,21.38807,0.2938,0.14053,0,0,2.48637,3.65779,0,0,0,0,0,0,0,0,0,0,0,8.1702,13.98561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.11297,0,0,0,0,0,0,2.55383,2.14264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052,0,0,0,0,0,0,0,0,0.43299,0,0,0,0.03336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061,0,0,19.95068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_sp_An66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08696,0.24479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus_sp_HMSC71H05",0,0.49361,0,0,0.01415,0,0,0,0,0,0.07827,0.06568,0,0,0.0177599999999999,0.05088,0.01243,0,0,0,0,0,0,0,0,0,0.01293,0,0,0,0,0.00141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038399999999999,0,0,0,0.00992,0,0,0,0,0,0,0.01638,0.0088799999999999,0,0.00079,0,0,0.00066,0,0,0,0,0,0.00467,0,0,0.0042,0.09695,0,0,0,0,0,0,0,0,0.00413,0,0,0,0,0,0,0,0,0.00913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02511,0.05724,0,0,0,0.05043,0,0,0,0,0,0,0,0,0,0,0.00232,0.0130599999999999,0.01249,0,0,0,0,0,0.84629,0.0036899999999999,0.01353,0,0,0,0,0.00026,0,0,0,0,0.0089,0,0,0.00253,0.0097,0,0,0,0,0,0,0
"Megasphaera_elsdenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02915,0.22558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidaminococcus_intestini",0,0,0,0,0,0,0,0,10.4809,0,0,0.0001699999999999,0.43461,0,0,0,0,0.94603,0.77625,0,0,0,0,0,0,2.27529,2.84541,0,0,0,0,0,0,0.65896,0.74169,4.35403,4.86852,0,0,0.06543,1.89579,2.24474,0,0,0,0,0,0,0.25678,0.00202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04143,0.868,0,0,0,0,5.83835,7.06779,0,0,0,0,0,0,0,0,0,0,0,2.43824,0.0042,0.00037,0.23187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11313,0.6322,0,0,0,0,1.33776,0.34247,3.08848,1.162,0,0,0,0,2.46421,0.0484,1.16933,0.00722,0,0,0.0012699999999999,5.11685,0,0,0,0,0,0,0.00245,0,0
"Ruminococcus_sp_CAG_330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705799999999999,0.23897,0,0,0,0,0,0.00512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82205,2.13252,0,0,0.01865,0,0,0,0,0,0,0.12706,0.78782,0,0.10087,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96389,0,0,0,0.69455,0,0,0,0,0,0,0,0,1.87002,0,0
"Faecalitalea_cylindroides",0,0,0,0,0,0,0,0,0,0,0,0,0.10235,0,0,0.48339,1.54956,0,0,0,0,0,0,0,0.00425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92279,2.15502,0.00298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,17.73876,7.17878,0.46669,0.14858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13368,1.20993,0,0,19.09516,1.51612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14006,0.06398,0,0,0,0,0,0,0,0.292,0.03508,0,1.79967,0,0,0,0,13.22403,0,0,0,0,0,0,0.65221,0,0
"Blautia_hydrogenotrophica",0,0,0,0,0,0.62428,0,0,0,0,0,0.15272,0,0.19751,0.04251,0.01241,0.13229,0,0,0,0,0,0.01438,0,0,0,0,0,0,0,0.63826,0,0,0.02752,0.0590299999999999,0,0.04553,0,0.01822,0.08839,0,0,0,0,0.32591,0.15319,0,0,0,0.14083,0.24357,0.47239,0.00391,0.0091799999999999,0.26004,0.0437,0,0,0.01639,0.01949,0.0063799999999999,0.05282,0.58605,0.00831,0.00599,0,0.0220199999999999,0,0,0,0,0,0,0,0,0.00216,0.05583,0,0,0.66908,0.38348,0.15898,0.05395,0.01193,0.00072,0,0,0,0,0,0,0,0,0,0.11664,0.51663,0.52861,0.0111799999999999,0.03537,0,0,0,0,0.08716,0.72685,0,0.1164,0,0,2.42007,1.43889,0.00969,0,0,0,0,0,0,0,0.27154,0.20254,0.08691,0,0,0,0.00225,0.0569299999999999,0.01254,1.79193,0.04108,0,0,2.04119,0.73877,0,0,0,0.0937,0.99338,0.09132,0.09947,0.00893,0.01199,0.00277,0.0011,0.01818,0.0587,0,0.00463,0,0,0.0072599999999999,1.27674,0,0.0003399999999999
"Enorma_massiliensis",0,0,0,0,0.00374,0,0.00093,0,0,0,0,0.00485,0,0,0,0,0.00672,0,0.002,0,0.00381,0,0.0011,0,0,0,0.00141,0,0,0,1.17052,0,0.00033,0,0.00073,0,0.01876,0,0,0,0.00211,0.12178,0.00082,0.00027,0,0,0,0,0.00745,0.00279,0.00654,0.00582,0.00125,0.00462,0.00137,0.00415,0,0,0,0,0.11433,0,0,0,0,0,0,0,0,0,0,0.00155,0,0.00123,0.00232,0,0.0289999999999999,0,0.00082,0.47182,0.35603,0.00041,0,0,0.00151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795,0,0.00413,0,0,0,0,0.0081,0,0.00043,0.01162,0.00151,2.29242,6.23394,0,0,0,0,1.22186,0,0,0,0.00044,0,0,0.0127599999999999,0,0.11285,0.15738,0.00088,0,0.0498399999999999,0.00815,0,0,0.46464,0.03511,0.0124599999999999,0.0013,0.0532799999999999,0,0,0,0.0003799999999999,0.10976,0,0,0,0.0007599999999999,0,0.00157,1.09608,0,0.00118
"Anaerotignum_lactatifermentans",0,0,0,4.33595,0,0,0,0,0,0,0.09143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03203,0.08512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00208,0,0,2.91819,0.04482,0,0,0,0,0,0,0,0,0,0,0,0,0.26964,0,0,0,0,0,0,0,0,0,0,0.55312,0,0.0029,0,0,0,0.27378,0,0,0.11186,0,0,0,0,0.34048,0.00264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65519,0,0,0,0,0,0,0,0,0,0.20646,0,0,0,0,0,0,2.57823,0,0
"Desulfovibrio_fairfieldensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636,0,0,0,0,0,0,0,0,0,0,0.08555,0.34974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02898,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_1320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59859,3.86522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavonifractor_sp_An10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03752,0,0,0,0,0,0,0,0,0,0,0.05916,0,0,0,0,0,0,0,0,0.55486,0.06326,0,0,0,0,0,0,0.01185,0,0,0.00253,0.00426,0,0,0,0,0.03185,0,0,0,0,0,0,0,0,0
"Alistipes_timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0.01842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027,0.00066,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181,0.01721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_299",0,0,0,0,0,0,0,0,0,0,0,0,0.08847,0,0.00732,0,0.07234,0,0,0,0,0,0.00106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099,0.03022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06142,0.0221199999999999,0,0,0.0312399999999999,0.04321,0,0,0,0.0009599999999999,0,0,0,0,0,0,0,0,0,2.89107,2.44595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382,0,0,0,0,0,0,0.09272,0.00234,0.04218,0,0,0,0,0,0,0,0,0,0,0,0,0.07317,0.02727,0.02811,0,0,0
"Anaerofilum_sp_An201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211,0.0045299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloacibacillus_evryensis",0,0,0,0,0,0,0,0,0,0,0,0,0.08406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00698,0.01641,0,0,0,0,0,0,0,0,0,0.01522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00863,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_hirae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter_piscolens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19403,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_aeruginosa_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_johnsonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104099999999999,0.00259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01435,0.00182
"Massiliomicrobiota_timonensis",0,0,0,0,0,0.00361,0.00113,0.01105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01723,0,0,0,0.0222699999999999,0,0,0,0,0,0,0,0,0,0.0025399999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311,0.01188,0,0,0,0,0.0005099999999999,0.0036,0.0476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081,0,0,0,0,0,0,0,0.32754,0,0,0.0027199999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105,0,0,0.0255099999999999,0.03506,0.03077,0,0.04532,0.19879,0,0,0,0,0.02039,0,0,0,0,0,0,0.0217699999999999,0,0.00403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226199999999999,0,0.03129,0,0.00316,0,0,0,0,0,0,0,0.01061
"Pyramidobacter_sp_C12_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00948,0,0,0,0,0,0,0,0,0,0
"Dialister_succinatiphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1431,0.31054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6598,0.62499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter_cloacae_complex",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51199,1.53921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_sp_CAG_488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43246,0.16312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065099999999999,0,0,0.00281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23579,0.21196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48274,4.93047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44718,1.22949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43166,1.2265,0,0,0,0
"Ruminococcus_callidus",0,0,0,0,0,0,0,0,0,0.5669,0,0,0,0,0,0,0,0,0,0,0.0211699999999999,0.00835,0.00107,0,0,0,0,0,0.07843,0,0,0.01395,0,0,0,0,0.02222,0.19422,0.51702,0.13282,0.00157,0.01919,0,0,0,0,0.04411,0.07073,0.04446,0,0.00216,0,0.07585,0.02763,0,0,0.04832,0,0,0,0,0,0,0,0,0,0,0,0.19379,0.04717,0.00138,0,0.0036799999999999,0.00033,0,0,0,0.0234599999999999,0,0,0,0,0,0.60083,0.50415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01831,0,0,0,0,0,0,0,0.00178,0,0,0,0,0,0,0,0,0,0,0,0.05924,0.08287,0,0,0,0,0,0.05182,0,0,0,0,0,0.82882,0,0,0,0,0,0.0138699999999999,0.0386899999999999,0,0.02405,0,0,0,0
"Mitsuokella_jalaludinii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1067,0.43622,0.01059,0.0285,0.40987,0.64833,0,0,0,0.00875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phascolarctobacterium_sp_CAG_266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77525,1.37045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042899999999999,0.01333,0.04236,0,0,0,0,0,0,0,0.37065,0,0,1.10181,0.70093,0,0,1.09453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84803,1.64794,0,0,2.43847,0.80769,1.52935,0.99722,0,0,0.6316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88537,0.96449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06915,1.34112,0,0,0,0,0,0,2.68889,0,0,0,0,0,0,0,0,0,2.65223,0,0,0,1.68375,0,0,0,0,0,0,0,0,0,0,0.94103,1.22002,0,2.77322
"Butyrivibrio_crossotus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46324,1.20806,0,0,0,0,0,0,0,0,0,0,6.95965,25.18581,0,0,0,0,0,0,0,0,11.34542,0,0,0,0,3.82656,7.69904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02336,0,0,0,0,15.72593,0.0007599999999999,0,0,0,0,0,0,0,0,0,0,0,0
"Dielma_fastidiosa",0,0,0,0,0.19719,0,0,0,0,0,0,0,0,0.01461,0.01793,0,0.00978,0.3887,0.0078,0,0,0,0,0,0,0,0,0,0,0,0.01566,0,0,0,0.00616,0,0,0,0.00893,0,0,0,0,0,0.09187,0.00822,0,0,0,0,0.00955,0.00865,0,0,0.00487,0.00079,0,0,0.00214,0,0.03266,0.0886899999999999,0,0.00662,0.00458,0,0,0,0,0,0,0,0,0,0,0.04765,0.04029,0.02155,0.01545,0.02414,0.03778,0,0,0.00132,0.01303,0.01378,0,0,0,0,0.03708,0.01652,0,0,0.0909,0.0338899999999999,0,0.03914,0.10312,0,0,0.00409,0,0.0189699999999999,0,0,0.00157,0,0,0.0283,0.03547,0,0,0,0.0102,0,0.05055,0.10819,0,0,0.0211699999999999,0.01254,0,0.00224,0,0,0.00132,0.24959,0,0.0091,0,0,0.07507,0.04946,0.04357,0.01109,0.0244199999999999,0.00967,0,0,0.0249,0,0.15171,0,0.0142199999999999,0.04588,0.07825,0.00889,0.00772,0.00138,0,0.07087,0.02005,0,0.00197
"Prevotella_sp_CAG_924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_amylovorus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77162,5.57273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18325,0,0,0,0,0,0,0,0,0,0,0,3.30543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81467,0
